unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent outliers H1975 H2228 HCC827 poor_quality traj total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RaceID
84810 6360 111193 30735 3999 51 4585 6529 29996 0.999366581877795 0.849479930374223 0.861381230370306 FALSE 0 0 9 NO YES 6315 3.80044212133626 29768 4.47376424607513 15.5804891158291 23.7503359312013 33.6435098091911 48.0348024724536 6255 3.79629674005179 28782 4.45913605768762 96.6877183552808 15.1136126745883 23.1707317073171 32.8052254881523 47.1753179070252 60 1.78532983501077 986 2.99431715266964 3.31228164471916 98.9858012170385 100 7 0.903089986991944 19 1.30102999566398 0.0638269282450954 18 1.27875360095283 856 2.9329808219232 2.87557108304219 35 1.55630250076729 111 2.04921802267018 0.372883633431873 100 FALSE 1
77190 5890 115354 30766 3854 131 1635 6392 29640 0.998650471997756 0.865047233176435 0.859615094596797 FALSE 0 0 9 NO YES 6122 3.78696425943573 29352 4.46765249457387 15.2800490596893 23.3578631779776 32.9040610520578 47.4039247751431 6062 3.78268756823497 28770 4.45895495702186 98.017170891251 15.4292665971498 23.4932221063608 32.9475147723323 47.3479318734793 60 1.78532983501077 582 2.76566855475901 1.98282910874898 98.2817869415807 100 8 0.954242509439325 40 1.61278385671974 0.136276914690651 15 1.20411998265592 416 2.62013605497376 1.41727991278277 37 1.57978359661681 126 2.10380372095596 0.429272281275552 100 FALSE 1
40852 3057 68490 16153 2686 81 1260 4655 17812 0.998540309342836 0.862059285390715 0.835503685434715 FALSE 0 0 9 NO YES 4513 3.65456155474174 17655 4.2468923201536 17.9269328802039 27.0914755026905 37.762673463608 53.3843103936562 4464 3.64982146322457 17296 4.23797078541634 97.9665817048995 18.2759019426457 27.4340888066605 37.8758094357077 53.3880666049954 49 1.69897000433602 359 2.55630250076729 2.03341829510054 100 100 7 0.903089986991944 26 1.43136376415899 0.147267063154914 15 1.20411998265592 272 2.43616264704076 1.54064004531294 27 1.44715803134222 61 1.79239168949825 0.345511186632682 100 FALSE 1
34082 3559 41670 11289 1104 67 6027 3472 10957 0.997444555081277 0.833439809406371 0.855890429962189 FALSE 0 0 9 NO YES 3376 3.52853106063541 10856 4.03570983782786 21.7207074428887 30.5545320560059 40.9911569638909 56.8441414885777 3329 3.52244423350632 9840 3.99303923180691 90.6411201179071 17.530487804878 26.1585365853659 36.869918699187 53.719512195122 47 1.68124123737559 1016 3.00732095292274 9.35887988209285 100 100 9 1 27 1.44715803134222 0.248710390567428 20 1.32221929473392 957 2.98136550907854 8.81540162122329 18 1.27875360095283 32 1.51851393987789 0.294767870302137 100 FALSE 1
42376 3187 60710 9982 2172 72 3565 4780 17522 0.998744434996722 0.841913023146951 0.848704001424494 FALSE 0 0 9 NO YES 4631 3.66576855071938 17362 4.23962476524614 18.5692892523903 27.6638636101832 37.9161386936989 53.0641631148485 4581 3.66105508485338 16668 4.22190954658813 96.0027646584495 17.986561075114 26.6798656107511 36.7350611951044 52.0278377729782 50 1.70757017609794 694 2.84198480459011 3.99723534155051 100 100 7 0.903089986991944 22 1.36172783601759 0.126713512268172 18 1.27875360095283 624 2.79588001734408 3.5940559843336 25 1.41497334797082 48 1.69019608002851 0.276465844948739 100 FALSE 1
35486 2603 47237 14123 1349 130 5929 3794 12045 0.99676214114009 0.822415939541373 0.888998846825366 FALSE 0 5 4 NO NO 3686 3.56667313760612 11924 4.07645838771215 19.0875545119088 26.6772895001677 36.7158671586716 53.220395840322 3638 3.56098205558624 10905 4.0376654933508 91.4542099966454 14.8739110499771 22.4209078404402 32.801467216873 50.1971572673086 48 1.69019608002851 1019 3.00860017176192 8.54579000335458 100 100 8 0.954242509439325 39 1.60205999132796 0.327071452532707 23 1.38021124171161 944 2.97543180850926 7.91680644079168 17 1.25527250510331 36 1.56820172406699 0.301912110030191 100 FALSE 1
60902 5838 82222 33056 2385 49 4485 5847 22599 0.999203504137704 0.848533120559081 0.87079035763071 FALSE 0 3 6 NO NO 5634 3.75089392038213 22372 4.3497242226344 14.933845878777 22.7963525835866 32.49597711425 47.2689075630252 5576 3.74640064449156 21412 4.33067751699894 95.708921866619 14.178965066318 21.7121240425929 31.1320754716981 45.9788903418644 58 1.77085201164214 960 2.98272338766855 4.29107813338101 99.1666666666667 100 6 0.845098040014257 18 1.27875360095283 0.080457715000894 20 1.32221929473392 828 2.91855453055027 3.70105489004112 32 1.51851393987789 114 2.06069784035361 0.509565528338995 100 FALSE 1
36525 3373 47669 20801 1742 83 3752 3858 12523 0.997843966303726 0.852830790662916 0.850913638174848 FALSE 0 3 6 NO NO 3758 3.57507232571381 12412 4.09387675539004 18.8043828553013 27.2639381243957 37.3348372542701 53.6738640025782 3712 3.56972494922616 11704 4.06837141803264 94.2958427328392 17.0369104579631 25.1965140123035 35.1161995898838 51.9395078605605 46 1.67209785793572 708 2.85064623518307 5.70415726716081 100 100 8 0.954242509439325 27 1.44715803134222 0.217531421205285 17 1.25527250510331 648 2.81224469680037 5.22075410892684 21 1.34242268082221 33 1.53147891704226 0.265871737028682 100 FALSE 1
67969 5831 95243 31403 3354 51 8352 5967 25504 0.99921580889303 0.840025093773516 0.863079962719588 FALSE 0 3 6 NO NO 5730 3.75823040845775 25251 4.40229578065532 17.4408934299632 25.579184982773 35.3253336501525 50.1405884915449 5666 3.7533532126415 23811 4.37679587387972 94.2972555542355 15.5264373608836 23.2161605980429 32.8713619755575 48.1374154802402 64 1.81291335664286 1440 3.15866398081399 5.70274444576452 99.0277777777778 100 8 0.954242509439325 19 1.30102999566398 0.0752445447705041 20 1.32221929473392 1342 3.12807601266872 5.31464100431666 36 1.56820172406699 79 1.90308998699194 0.312858896677359 100 FALSE 1
60692 5062 83138 32360 2664 67 4977 5418 21234 0.999105208157151 0.847649994891377 0.856456222823668 FALSE 0 3 6 NO NO 5218 3.71758729685546 21017 4.32259138770134 16.8102012656421 25.0178426987677 34.871770471523 49.6645572631679 5162 3.71290212504722 20230 4.30601735008412 96.2554122852929 16.2432031636184 24.0929312901631 33.7419673751854 48.6060306475531 56 1.75587485567249 787 2.89652621748956 3.74458771470714 99.2376111817027 100 7 0.903089986991944 19 1.30102999566398 0.090403007089499 21 1.34242268082221 711 2.85247999363686 3.38297568634915 28 1.46239799789896 57 1.76342799356294 0.271209021268497 100 FALSE 1
86853 8175 124047 46864 3840 228 13571 6711 30734 0.998210450641566 0.838354916106477 0.868972190742438 FALSE 0 3 6 NO NO 6434 3.80854855124041 30431 4.48333049525732 17.7187736190069 25.828924452039 35.5229864283132 49.7223226315271 6366 3.80393484986384 28267 4.45129508264268 92.8888304689297 14.7946368556975 22.6447801323098 32.3026851098454 47.0124173063997 68 1.83884909073726 2164 3.33545790068938 7.11116953107029 99.0295748613678 100 7 0.903089986991944 55 1.7481880270062 0.180736748710197 21 1.34242268082221 2003 3.30189771719521 6.58210377575499 40 1.61278385671974 106 2.02938377768521 0.348329006605107 100 FALSE 1
120475 10465 134182 56934 4096 87 6555 7267 36557 0.999288781628884 0.856662198523768 0.863254407294251 FALSE 0 2 7 NO NO 6930 3.84079589884709 36206 4.55879254201059 15.5941004253439 23.4850577252389 33.2596807159034 47.4341269402861 6864 3.83664054157277 34895 4.54277564823462 96.3790531956029 15.2228112910159 22.819888236137 32.3054878922482 46.4765725748675 66 1.82607480270083 1311 3.11793383503964 3.62094680439706 98.6270022883295 100 8 0.954242509439325 25 1.41497334797082 0.0690493288405237 18 1.27875360095283 1123 3.05076631123304 3.10169585151632 40 1.61278385671974 163 2.2148438480477 0.450201624040214 100 FALSE 1
38305 3363 42956 20008 1355 92 2531 3620 10969 0.997720848757662 0.846111768760952 0.85358660444288 FALSE 0 2 7 NO NO 3502 3.54444013731769 10841 4.03510940294458 18.3562401992436 26.8056452356794 37.4965409095102 54.109399501891 3458 3.53895056201436 10296 4.01271071274179 94.9727884881468 17.1814296814297 25.3399378399378 36.0042735042735 52.8554778554779 44 1.65321251377534 545 2.73719264270474 5.02721151185315 100 100 9 1 25 1.41497334797082 0.230606032653814 15 1.20411998265592 477 2.67942789661212 4.39996310303478 20 1.32221929473392 43 1.64345267648619 0.39664237616456 100 FALSE 1
54388 5410 66877 32477 1948 150 11420 4709 17214 0.997618217150216 0.821598698256304 0.875740167456624 FALSE 0 2 7 NO NO 4577 3.66067578833852 17073 4.23233527708565 21.5603584607275 29.1805775200609 38.5813858138581 52.738241668131 4529 3.65609820201283 15267 4.18378215127706 89.4218942189422 15.6939804807755 23.3051680094321 33.0385799436693 48.3395559048929 48 1.69019608002851 1806 3.25695815256093 10.5781057810578 100 100 8 0.954242509439325 41 1.6232492903979 0.240145258595443 20 1.32221929473392 1714 3.23426412437879 10.0392432495754 20 1.32221929473392 51 1.7160033436348 0.298717272887015 100 FALSE 1
81298 6728 111171 37330 4048 199 11947 6436 29448 0.998471882301524 0.833910621830375 0.85965061815722 FALSE 0 2 7 NO NO 6172 3.79049627696711 29158 4.4647726258898 18.8970436929831 27.5567597228891 37.2762192194252 51.4198504698539 6109 3.78604121024255 27206 4.43468065661714 93.3054393305439 16.5661986326546 24.707785047416 34.3343380136735 48.9744909211203 63 1.80617997398389 1952 3.29070224328785 6.69456066945607 99.3340163934426 100 9 1 44 1.65321251377534 0.150901982303313 22 1.36172783601759 1813 3.25863728272408 6.21784758899787 32 1.51851393987789 95 1.98227123303957 0.32581109815488 100 FALSE 1
27789 2348 33198 11918 1122 144 2617 3153 8922 0.995516699175615 0.850369871272843 0.858326767174661 FALSE 0 5 4 NO NO 3049 3.48429983934679 8805 3.94477868112351 17.2969903463941 25.8716638273708 36.9789892106757 54.9119818285065 3010 3.47871075551276 8258 3.91692746611299 93.7876206700738 15.2700411721967 23.6497941390167 34.7783967062243 53.2211189149915 39 1.60205999132796 547 2.73878055848437 6.21237932992618 100 100 6 0.845098040014257 37 1.57978359661681 0.420215786484952 17 1.25527250510331 480 2.68214507637383 5.45144804088586 16 1.23044892137827 30 1.49136169383427 0.340715502555366 100 FALSE 1
47606 3464 62857 25314 1852 89 6782 4552 16386 0.99829122360656 0.839497131185465 0.848894880449847 FALSE 0 1 8 NO NO 4399 3.64345267648619 16223 4.21015793765324 19.1271651359181 28.1760463539419 38.1433766874191 53.4056586328053 4346 3.63818964019084 15180 4.18130038026682 93.5708561918264 17.0026350461133 25.6258234519104 35.5072463768116 51.2714097496706 53 1.73239375982297 1043 3.01870049866624 6.42914380817358 99.712368168744 100 7 0.903089986991944 28 1.46239799789896 0.172594464648955 21 1.34242268082221 967 2.98587535730839 5.96067311841213 25 1.41497334797082 48 1.69019608002851 0.295876225112495 100 FALSE 1
163995 15023 238071 69027 7543 63 12370 8836 58789 0.999574750208445 0.856486757581097 0.867407020461818 FALSE 0 1 8 NO NO 8346 3.92153041350124 58236 4.7651989947905 14.9186070471873 22.6784119788447 32.3184971495295 46.3407514252352 8268 3.91745299192966 56129 4.74919504221967 96.3819630469126 14.3936289618557 21.9066792567122 31.2672593489996 45.2903133852376 78 1.89762709129044 2107 3.32387060654051 3.61803695308744 98.1015662078785 100 8 0.954242509439325 25 1.41497334797082 0.0429287725805344 23 1.38021124171161 1852 3.2678754193189 3.18016347276599 47 1.68124123737559 230 2.36361197989214 0.394944707740916 100 FALSE 1
89381 8718 123250 41664 3864 138 6894 6681 31710 0.998990854304954 0.853736991216103 0.855502726110777 FALSE 0 1 8 NO NO 6394 3.80584054881467 31399 4.49692964807322 16.4049810503519 24.7396413898532 34.8514283894392 49.0174846332686 6338 3.80202075177198 30201 4.4800357032288 96.184591865983 15.7809344061455 23.8237144465415 33.6512036025297 47.9156319327175 56 1.75587485567249 1198 3.07881918309885 3.81540813401701 99.4991652754591 100 7 0.903089986991944 32 1.51851393987789 0.101914073696615 19 1.30102999566398 1074 3.03140846425162 3.42049109844263 30 1.49136169383427 92 1.96848294855394 0.293002961877767 100 FALSE 1
87679 6658 113384 34303 3365 49 9069 6275 28607 0.999196000629498 0.846051665380483 0.854336052596898 FALSE 0 1 8 NO NO 6011 3.77901897191487 28317 4.45206257742042 17.6890207295971 25.977328106791 35.9501359607303 50.7009923367588 5952 3.77473588255175 26838 4.42876633032808 94.7769890878271 16.2642521797451 24.111334674715 33.9183247633952 48.9157165213503 59 1.77815125038364 1479 3.17026171539496 5.2230109121729 99.3914807302231 100 7 0.903089986991944 22 1.36172783601759 0.0776918458876293 20 1.32221929473392 1359 3.13353890837022 4.79923720733129 32 1.51851393987789 98 1.99563519459755 0.346081858953985 100 FALSE 1
25705 2283 34321 14256 1030 134 4105 3169 8978 0.995878813771576 0.835041210921095 0.881598483405565 FALSE 0 5 4 NO NO 3075 3.48798633112939 8876 3.9482662198803 19.3330328977017 27.5123929698062 37.6633618747183 54.5290671473637 3036 3.48244479191827 8148 3.91110431780404 91.7981072555205 15.5375552282769 23.60088365243 33.9224349533628 51.7182130584193 39 1.60205999132796 728 2.86272752831797 8.2018927444795 100 100 11 1.07918124604762 37 1.57978359661681 0.416854438936458 18 1.27875360095283 676 2.83058866868514 7.61604326273096 10 1.04139268515822 15 1.20411998265592 0.168995042812078 100 FALSE 1
36168 3647 43178 17019 1250 156 6647 3711 11453 0.995721644114449 0.8116650652129 0.865973224506047 FALSE 0 4 5 NO NO 3611 3.55774774164147 11347 4.05491932712382 21.5739843130343 29.9374283951705 39.5258658676302 55.318586410505 3558 3.55132798800385 10110 4.00479411038871 89.0984401163303 16.0435212660732 24.322453016815 34.3323442136499 51.2462908011869 53 1.73239375982297 1237 3.0927206446841 10.9015598836697 99.7574777687955 100 9 1 49 1.69897000433602 0.431832202344232 21 1.34242268082221 1142 3.05804623039528 10.0643341852472 23 1.38021124171161 46 1.67209785793572 0.405393496078259 100 FALSE 1
35653 2951 45116 18030 1448 71 5362 4537 14564 0.997802800743063 0.82868717328434 0.864322394725079 FALSE 0 4 5 NO NO 4391 3.64266233144204 14405 4.15854341044067 19.4376952447067 27.4418604651163 37.0218674071503 52.1416174939257 4339 3.63748972951251 13257 4.12247801468151 92.0305449496703 15.9010334163084 23.5875386588218 33.3559628875311 49.1589349023158 52 1.72427586960079 1148 3.06032002868829 7.96945505032975 99.8257839721254 100 9 1 32 1.51851393987789 0.222145088510934 19 1.30102999566398 1068 3.02897770520878 7.41409232905241 24 1.39794000867204 48 1.69019608002851 0.333217632766401 100 FALSE 1
189828 17877 256114 107252 7571 94 20200 9022 60393 0.999453578891684 0.85187024972234 0.862715734817655 FALSE 0 4 5 NO NO 8479 3.92839585225671 59779 4.77655591070326 16.0742066612021 24.5755198313789 34.2494856053129 47.8930728182138 8400 3.92433098470868 56845 4.75469991072921 95.0919219123773 14.8526695399771 22.9290175037382 32.3810361509368 46.1694080394054 79 1.90308998699194 2934 3.46760810558363 4.90807808762274 98.227675528289 100 7 0.903089986991944 33 1.53147891704226 0.0552033322738754 25 1.41497334797082 2690 3.42991369776375 4.49990799444621 47 1.68124123737559 211 2.32633586092875 0.352966760902658 100 FALSE 1
59292 5452 78241 30289 2515 63 7703 5278 19680 0.999186991362202 0.842682926401076 0.878962968006622 FALSE 0 4 5 NO NO 5069 3.70500795933334 19441 4.28874093879429 17.1030296795432 24.7106630317371 34.3912350187748 49.5704953448897 5017 3.70053065697859 18251 4.26131046010062 93.8789156936372 14.6348145307106 21.9933154347707 31.6475809544682 47.2960385732289 52 1.72427586960079 1190 3.07591176148278 6.12108430636284 99.8319327731092 100 5 0.778151250383644 16 1.23044892137827 0.0823002931947945 21 1.34242268082221 1112 3.04649516433471 5.71987037703822 26 1.43136376415899 62 1.79934054945358 0.318913636129829 100 FALSE 1
51199 3751 77267 15722 2279 132 6656 5080 19276 0.998236148060679 0.832537870495675 0.878656941970875 FALSE 0 8 1 NO NO 4909 3.69108149212297 19073 4.28044177829842 17.1551407749174 25.433859382373 35.4637445603733 50.3906045194778 4856 3.68636810347304 17869 4.25212455250564 93.6874115241441 14.6958419609379 22.7768761542336 32.699087805697 48.1168504113269 53 1.73239375982297 1204 3.08098704691089 6.31258847585592 99.7508305647841 100 6 0.845098040014257 32 1.51851393987789 0.167776437896503 18 1.27875360095283 1116 3.04805317311561 5.85120327164054 29 1.47712125471966 56 1.75587485567249 0.29360876631888 100 FALSE 1
