unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent outliers cell_name p_column p_row mix H2228_prop H1975_prop HCC827_prop mRNA_amount total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control SC3
114786 12412 313382 32939 7912 1799 79853 10394 80076 0.992444677432384 0.813364803335161 0.921874104366589 FALSE M19 M 19 7 0.16 0.68 0.16 30 9965 3.99852088283504 79613 4.90098944447291 17.6692248753344 23.6770376697273 31.3453832916735 43.9174506676045 9864 3.99409708958821 70817 4.85014365750782 88.9515531383066 11.0171286555488 17.0255729556462 24.910685287431 38.3566092887301 101 2.00860017176192 8796 3.94433459197078 11.0484468616934 98.5902683037744 99.9886311959982 24 1.39794000867204 605 2.78247262416629 0.759926142715386 24 1.39794000867204 7849 3.89486965674525 9.8589426349968 53 1.73239375982297 342 2.53529412004277 0.429578083981259 99.1228070175439 FALSE 2
121828 11357 299571 29734 7737 1452 74780 10280 76965 0.993308646658441 0.819203533967491 0.919625684450636 FALSE A20 A 20 1 0.33 0.33 0.33 30 9835 3.99281852006668 76490 4.88361033867942 17.7382664400575 23.8004967969669 31.8577591842071 44.4332592495751 9737 3.98846977020988 68326 4.83459235278697 89.3267093737743 11.4202499780464 17.5174896818195 25.7676433568481 39.1710329889061 98 1.99563519459755 8164 3.91195618907269 10.6732906262257 98.640372366487 100 23 1.38021124171161 515 2.71264970162721 0.67329062622565 22 1.36172783601759 7330 3.86516321950609 9.58295201987188 53 1.73239375982297 319 2.50514997831991 0.417047980128121 99.0595611285266 FALSE 2
128936 11394 328212 30064 8479 1386 85911 10451 81705 0.994100728107937 0.816522856518387 0.921926329854191 FALSE A21 A 21 1 0.33 0.33 0.33 30 9978 3.99908702262589 81196 4.90953998358213 18.1733090300015 24.2856790974925 32.0988718656091 44.7337307256515 9879 3.99475694458763 72119 4.85805571805036 88.8208778757574 11.3271121341117 17.4738973086149 25.6049030075292 39.1186788502336 99 2 9077 3.95799017840683 11.1791221242426 98.7881458631707 100 23 1.38021124171161 481 2.68304703823885 0.592393713976058 23 1.38021124171161 8270 3.91755802082544 10.1852307995468 53 1.73239375982297 326 2.51454775266029 0.40149761071974 99.079754601227 FALSE 2
13105 1149 34531 2762 613 726 15176 2981 8678 0.967388798147743 0.807098408841786 0.93500698892949 FALSE A3 A 3 1 0.33 0.33 0.33 3.75 2947 3.46952747918701 8644 3.93676499760994 33.4798704303563 39.9467838963443 47.8482184173994 61.3836186950486 2884 3.46014581749175 6522 3.81444737852249 75.451180009255 17.2493100275989 24.42502299908 33.8393130941429 50.9812940815701 63 1.80617997398389 2122 3.326949994166 24.548819990745 99.387370405278 100 23 1.38021124171161 283 2.45331834004704 3.27394724664507 19 1.30102999566398 1798 3.25503116334555 20.8005552984729 21 1.34242268082221 41 1.6232492903979 0.474317445627025 100 FALSE 2
11532 956 25171 2947 660 339 10006 2599 6929 0.979795062808782 0.80805310895071 0.929425704393557 FALSE A8 A 8 1 0.33 0.33 0.33 7.5 2563 3.40891802084678 6893 3.83847127907193 31.3941679965182 38.096619759176 46.4819381981721 61.5697083998259 2517 3.40105572577184 5368 3.72989340396324 77.8761061946903 16.6542473919523 24.0312965722802 34.0722801788376 52.6080476900149 46 1.67209785793572 1525 3.18355453361886 22.1238938053097 100 100 15 1.20411998265592 140 2.14921911265538 2.03104598868417 19 1.30102999566398 1361 3.13417710757677 19.7446685042797 12 1.11394335230684 24 1.39794000867204 0.348179312345858 100 FALSE 2
15758 1288 38761 4181 1094 593 13131 3974 11694 0.979391139918427 0.807337095256254 0.923036665780173 FALSE A9 A 9 1 0.33 0.33 0.33 7.5 3902 3.59139855128125 11620 4.06524350118646 26.815834767642 33.5456110154905 41.6953528399312 55.025817555938 3845 3.58500927990246 9438 3.97492598608976 81.2220309810671 14.6111464293282 21.6147488874762 30.6208942572579 46.302182665819 57 1.76342799356294 2182 3.33905373570914 18.7779690189329 99.67919340055 100 18 1.27875360095283 240 2.38201704257487 2.06540447504303 18 1.27875360095283 1895 3.27783833300205 16.3080895008606 21 1.34242268082221 47 1.68124123737559 0.40447504302926 100 FALSE 2
17917 1545 44742 4589 1119 502 11245 4474 13874 0.983998846054491 0.808346546916285 0.919272798563645 FALSE B10 B 10 1 0.33 0.33 0.33 7.5 4393 3.64286005258449 13793 4.13969022165292 23.1929239469296 30.2109765823244 38.4542884071631 52.0916406873052 4327 3.63628725209851 11650 4.06636320225849 84.463133473501 13.7167381974249 20.8755364806867 29.656652360515 45.1158798283262 66 1.82607480270083 2143 3.33122478102073 15.5368665264989 99.2533831077928 100 18 1.27875360095283 222 2.34830486304816 1.60951207134054 21 1.34242268082221 1852 3.2678754193189 13.4271007032553 27 1.44715803134222 69 1.84509804001426 0.500253751903139 100 FALSE 2
36630 3182 89797 9649 2113 849 22485 6194 24600 0.988495934557522 0.815609755766012 0.917804504957518 FALSE B11 B 11 1 0.33 0.33 0.33 15 6027 3.78017324364259 24427 4.38788791132383 20.886723707373 27.7152331436525 36.0502722397347 49.1669054734515 5952 3.77473588255175 21161 4.32555671005113 86.6295492692512 12.8302065119796 19.6162752232881 28.2878880960257 42.772080714522 75 1.88081359228079 3266 3.51414913447544 13.3704507307488 99.203919167177 100 20 1.32221929473392 282 2.45178643552429 1.15446022843575 22 1.36172783601759 2907 3.463594402187 11.9007655463217 33 1.53147891704226 77 1.89209460269048 0.315224955991321 100 FALSE 2
37316 3129 89548 8735 2108 773 21642 6580 26679 0.989317440312861 0.814685707554749 0.920986198513363 FALSE B12 B 12 1 0.33 0.33 0.33 15 6404 3.8065191340807 26498 4.42322948515657 21.0393237225451 27.424711298966 35.6630689108612 48.5546078949355 6326 3.80119783445915 23023 4.36218077659253 86.8858027020907 13.0347912956609 19.5326412717717 28.1283933457847 42.1795595708639 78 1.89762709129044 3475 3.54107976777663 13.1141972979093 99.0791366906475 100 19 1.30102999566398 285 2.45636603312904 1.07555287191486 20 1.32221929473392 3095 3.49080095201086 11.6801268020228 39 1.60205999132796 95 1.98227123303957 0.358517623971621 100 FALSE 2
62081 5174 144407 14378 3848 985 44792 7483 36794 0.990460400883171 0.811463825403201 0.92468855664278 FALSE B13 B 13 1 0.33 0.33 0.33 15 7284 3.86242955610601 36582 4.56327931705135 21.7948717948718 27.980974249631 36.1461921163414 48.7917555081734 7202 3.85751341477669 31405 4.49701262635234 85.8482313706194 12.6349307435122 19.0797643687311 27.6834898901449 41.668524120363 82 1.91907809237607 5177 3.71416204609885 14.1517686293806 99.2273517481167 100 23 1.38021124171161 351 2.54654266347813 0.959488272921109 21 1.34242268082221 4722 3.6742179455767 12.9079875348532 38 1.5910646070265 104 2.02118929906994 0.284292821606254 100 FALSE 2
44421 3674 110077 10001 2966 894 33831 6803 29501 0.988949526799448 0.812141961014155 0.919256662737988 FALSE B14 B 14 1 0.33 0.33 0.33 15 6653 3.8230827965328 29347 4.46757851040274 22.5031519405731 29.1137083858657 37.0088935836712 49.4326506968344 6580 3.8182918908 25031 4.39849555013814 85.2932156608853 13.2795333786105 19.823418960489 28.1890455834765 42.0838160680756 73 1.86923171973098 4316 3.63518204865627 14.7067843391147 99.3512511584801 100 19 1.30102999566398 326 2.51454775266029 1.11084608307493 20 1.32221929473392 3893 3.59039594718401 13.2654104337752 34 1.54406804435028 97 1.99122607569249 0.330527822264627 100 FALSE 2
53549 4563 123342 12143 2758 864 46278 6918 31433 0.989724174914986 0.80574555377923 0.923710455982421 FALSE B16 B 16 1 0.33 0.33 0.33 15 6723 3.82762770476743 31230 4.49458589033103 24.5885366634646 30.9638168427794 38.6999679795069 51.3352545629203 6642 3.82236425244155 26032 4.41552421837323 83.3557476785142 13.7523048555624 20.2059004302397 28.6570374923172 43.0316533497234 81 1.91381385238372 5198 3.71591981743358 16.6442523214858 99.1535205848403 100 19 1.30102999566398 323 2.51054501020661 1.03426192763369 22 1.36172783601759 4761 3.67778939106886 15.2449567723343 40 1.61278385671974 114 2.06069784035361 0.365033621517771 100 FALSE 2
67975 6007 164681 15000 4039 1142 51646 7783 40200 0.990497512191418 0.807512437610071 0.919328129520366 FALSE B17 B 17 1 0.33 0.33 0.33 15 7580 3.87972649663958 39991 4.60197312374453 21.4473256482709 28.1863419269336 36.1306293916131 48.6859543397264 7494 3.8747716371843 34405 4.53663418500382 86.0318571678628 12.9283534370004 19.6744659206511 27.9843046068885 41.8776340648162 86 1.93951925261862 5586 3.74717867136016 13.9681428321372 98.9795918367347 100 22 1.36172783601759 382 2.58319877396862 0.955214923357755 23 1.38021124171161 5038 3.70234435835577 12.5978345127654 41 1.6232492903979 166 2.22271647114758 0.415093396014103 100 FALSE 2
75932 7421 182815 17835 4964 870 47853 8703 49501 0.993232459749655 0.813680531542054 0.920546873690052 FALSE B18 B 18 1 0.33 0.33 0.33 30 8416 3.9251573271759 49205 4.69201806227988 19.8435118382278 26.1680723503709 34.1510009145412 46.4566609084443 8326 3.9204885646583 43063 4.63411436680763 87.5175287064323 12.079975849337 18.4915124352693 26.7607923275201 40.1736989991408 90 1.95904139232109 6142 3.78838051531956 12.4824712935677 99.1208075545425 100 20 1.32221929473392 334 2.52504480703685 0.678792805609186 23 1.38021124171161 5622 3.7499680835094 11.4256681231582 47 1.68124123737559 186 2.2718416065365 0.378010364800325 100 FALSE 2
106740 9769 258470 25052 6645 1155 63058 9997 71862 0.993918899975798 0.813378419635777 0.92233712917298 FALSE B19 B 19 1 0.33 0.33 0.33 30 9581 3.98145616652213 71422 4.85383808803098 18.070062445745 24.1592226484837 32.1903615132592 44.9371342163479 9491 3.9773577295453 63465 4.80254112738801 88.8591750441041 11.2061766327897 17.4253525565272 25.7370204049476 39.3587016465769 90 1.95904139232109 7957 3.90080393481037 11.1408249558959 98.6552720874702 100 19 1.30102999566398 436 2.64048143697042 0.610456161966901 22 1.36172783601759 7236 3.85955857262605 10.1313320825516 49 1.69897000433602 285 2.45636603312904 0.399036711377447 100 FALSE 2
11400 1079 26753 2726 545 850 8406 2838 7503 0.958416632069284 0.807810208172984 0.925895074110257 FALSE B2 B 2 1 0.33 0.33 0.33 3.75 2795 3.44653716707364 7460 3.8727970399896 29.0616621983914 35.8713136729222 44.3297587131367 59.2761394101877 2742 3.43822580760453 5903 3.77114634881499 79.1286863270777 15.8394036930374 22.8358461799085 32.5766559376588 50.5336269693376 53 1.73239375982297 1557 3.19256745333655 20.8713136729223 99.8073217726397 100 20 1.32221929473392 310 2.49276038902684 4.15549597855228 20 1.32221929473392 1226 3.088844562727 16.4343163538874 13 1.14612803567824 21 1.34242268082221 0.281501340482574 100 FALSE 1
98709 8747 245255 23618 6144 1016 68125 9478 62228 0.994134473067729 0.81587066902104 0.92111253437158 FALSE B20 B 20 1 0.33 0.33 0.33 30 9134 3.96070855168856 61862 4.79143097696451 19.5677475671656 25.7250008082506 33.6135268824157 46.1074650027481 9043 3.95636055367332 54357 4.73526346930875 87.8681581584818 12.0352484500616 18.2074065897676 26.4896885405744 40.0095663851942 91 1.96378782734556 7505 3.87540856007706 12.1318418415182 98.9207195203198 100 20 1.32221929473392 363 2.56110138364906 0.586789951828263 21 1.34242268082221 6890 3.83828224991469 11.1376935760241 50 1.70757017609794 252 2.40312052117582 0.407358313665902 100 FALSE 2
103905 9098 233341 22885 6146 1159 62700 9246 59951 0.993794932362463 0.812546913177003 0.920551630406227 FALSE B21 B 21 1 0.33 0.33 0.33 30 8942 3.95148323075229 59623 4.77542110822219 19.1503278935981 25.3257970917263 33.3830904181272 45.8715596330275 8843 3.94664873390668 52390 4.71925668801346 87.8687754725525 11.6262645543043 17.9938919641153 26.3199083794617 39.8873830883756 99 2 7233 3.8593785044256 12.1312245274475 98.6174478086548 100 23 1.38021124171161 372 2.57170883180869 0.623920299213391 24 1.39794000867204 6563 3.81716857238106 11.0074971068212 52 1.72427586960079 298 2.47567118832443 0.499807121412878 99.3288590604027 FALSE 2
97945 8466 243695 23025 6335 975 66872 9519 62524 0.994514106424011 0.81790992245891 0.918559126326031 FALSE B22 B 22 1 0.33 0.33 0.33 30 9156 3.96175321418678 62150 4.79344812076508 19.3338696701529 25.6894609814964 33.6379726468222 46.2429605792438 9063 3.95731989685534 54833 4.7390499277103 88.2268704746581 12.0073678259442 18.4870424744223 26.7594331880437 40.3534367990079 93 1.9731278535997 7317 3.86439240515059 11.7731295253419 98.8383217165505 100 22 1.36172783601759 342 2.53529412004277 0.550281576830249 23 1.38021124171161 6747 3.82917507391709 10.8559935639582 48 1.69019608002851 228 2.35983548233989 0.3668543845535 100 FALSE 2
105465 7929 216339 20799 5827 971 52839 9180 57252 0.993659609971065 0.819656955072372 0.920579032945743 FALSE B24 B 24 1 0.33 0.33 0.33 30 8837 3.94635399722627 56887 4.75502066563221 19.2434123789266 25.7756605199782 33.8776873450876 46.3603283702779 8749 3.94200805302231 50219 4.7008767083769 88.2785170601368 12.1945877058484 18.8116051693582 27.0913399311018 40.5941974153209 88 1.94939000664491 6668 3.82406071741865 11.7214829398632 98.7102579484103 100 23 1.38021124171161 363 2.56110138364906 0.638107124650623 21 1.34242268082221 6095 3.78504495833154 10.7142229331833 44 1.65321251377534 210 2.32428245529769 0.369152882029286 100 FALSE 2
13838 1137 28893 3488 673 748 8754 3444 9344 0.970248286632868 0.809182362147707 0.930970750245344 FALSE B3 B 3 1 0.33 0.33 0.33 3.75 3401 3.53173430927655 9299 3.96848294855394 26.8093343370255 33.3799333261641 41.3162705667276 55.7801914184321 3344 3.52439612210384 7566 3.87892373396757 81.363587482525 14.8162833729844 21.5701823949247 30.4916732751784 47.2772931535818 57 1.76342799356294 1733 3.23904909314019 18.636412517475 99.5960761684939 100 20 1.32221929473392 278 2.4456042032736 2.98956877083557 19 1.30102999566398 1423 3.15350998930084 15.3027207226583 18 1.27875360095283 32 1.51851393987789 0.344123023981073 100 FALSE 2
27579 2724 72803 6620 1780 1213 19479 5336 20041 0.97969163166524 0.814330621818108 0.916570572042028 FALSE B4 B 4 1 0.33 0.33 0.33 7.5 5248 3.72007657276814 19945 4.29985581470427 22.431687139634 29.4108799197794 37.7738781649536 51.2860366006518 5176 3.71407816498186 16908 4.22811792413685 84.7731260967661 13.3723681097705 20.3513129879347 29.1104802460374 44.1506978944878 72 1.86332286012046 3037 3.48258776952677 15.2268739032339 99.1768192295028 100 23 1.38021124171161 404 2.60745502321467 2.02557031837553 21 1.34242268082221 2539 3.40483371661994 12.7300075206819 28 1.46239799789896 94 1.97772360528885 0.471296064176485 100 FALSE 2
15124 1399 36352 3229 889 667 10277 3663 10226 0.979659690025758 0.816937218055019 0.921082611888703 FALSE B8 B 8 1 0.33 0.33 0.33 7.5 3605 3.55702572238638 10167 4.00723553754595 24.2155994885414 31.4251991737976 40.2872036982394 54.6965673256614 3550 3.55035067230162 8537 3.93135615046793 83.9677387626635 14.4195853344266 21.5532388426848 31.2639100386553 47.7099683729647 55 1.7481880270062 1630 3.21245396104028 16.0322612373365 99.6932515337423 100 15 1.20411998265592 208 2.32014628611105 2.04583456280122 19 1.30102999566398 1387 3.14238946611884 13.6421756663716 21 1.34242268082221 35 1.55630250076729 0.344251008163667 100 FALSE 2
20240 1886 49786 4804 1119 766 16782 4265 13402 0.979182210879583 0.81047604774625 0.924935886482699 FALSE B9 B 9 1 0.33 0.33 0.33 7.5 4186 3.62190296089123 13319 4.12450422483428 25.8803213454464 32.6300773331331 40.8964636984759 54.4560402432615 4119 3.61489721603313 10922 4.03834193365361 82.0031533898941 14.4570591466764 21.5253616553745 30.4614539461637 46.0721479582494 67 1.83250891270624 2397 3.37984917876283 17.9968466101059 99.290780141844 100 20 1.32221929473392 277 2.44404479591808 2.07973571589459 19 1.30102999566398 2058 3.31365634661803 15.4516104812674 28 1.46239799789896 62 1.79934054945358 0.465500412943915 100 FALSE 2
17149 1479 40473 3948 951 799 14329 3674 11255 0.97387827545635 0.809773433309842 0.933984065762714 FALSE C1 C 1 2 0.33 0.33 0.33 3.75 3626 3.55954755558043 11207 4.04952812227772 28.2234317837066 34.3981440171321 42.2146872490408 56.179173730704 3568 3.55254654795566 8914 3.95012134751137 79.5395734808602 14.482835988333 21.0118914067759 29.9865380300651 46.7354722907786 58 1.77085201164214 2293 3.36059341356525 20.4604265191398 99.6511120802442 100 15 1.20411998265592 293 2.46834733041216 2.61443740519318 21 1.34242268082221 1958 3.29203443599474 17.4712233425538 22 1.36172783601759 42 1.63346845557959 0.374765771392879 100 FALSE 2
48603 4157 114523 11690 2908 1764 34343 6767 29621 0.980824414779776 0.819047297248895 0.920258964836108 FALSE C10 C 10 2 0.33 0.33 0.33 7.5 6603 3.81980706459076 29450 4.46910004571425 22.6757215619694 29.1035653650255 37.2190152801358 49.6536502546689 6520 3.81431420020746 24953 4.39714017074858 84.7300509337861 12.9964332945938 19.5768043922574 28.0968220254078 42.1071614635515 83 1.92427928606188 4497 3.65301945109961 15.2699490662139 98.9548587947521 100 27 1.44715803134222 568 2.75511226639507 1.92869269949066 22 1.36172783601759 3843 3.58478337899651 13.0492359932088 34 1.54406804435028 86 1.93951925261862 0.292020373514431 100 FALSE 2
66975 6032 153947 15598 3866 1091 43618 7785 40031 0.990657240391033 0.81074667112719 0.921960250315943 FALSE C11 C 11 2 0.33 0.33 0.33 15 7571 3.87921060529176 39802 4.59991580660496 21.3557107683031 28.0186925280137 35.9077433294809 48.2840058288528 7483 3.87413377882797 34339 4.5358002908249 86.2745590673835 12.926992632284 19.5608491802324 27.8051195433763 41.4514109321762 88 1.94939000664491 5463 3.73751069067348 13.7254409326165 99.0115321252059 100 25 1.41497334797082 369 2.56820172406699 0.927089091000452 22 1.36172783601759 4946 3.69434191036418 12.4265112305914 41 1.6232492903979 148 2.17318626841227 0.371840611024572 100 FALSE 2
87829 9175 230678 22413 5329 1539 60340 9323 60329 0.991745263307573 0.813970064013332 0.921016273928579 FALSE C12 C 12 2 0.33 0.33 0.33 15 8991 3.95385629822499 59965 4.77790508042249 19.4913699658134 25.9484699407988 33.9831568414909 46.4254148253148 8896 3.94924359056827 52580 4.72082884138145 87.6844826148587 12.0502092050209 18.4518828451883 26.8238874096615 40.304298212248 95 1.98227123303957 7385 3.86840930331496 12.3155173851413 98.7542315504401 100 26 1.43136376415899 497 2.69722934275972 0.82881680980572 22 1.36172783601759 6644 3.82249498527875 11.0797965479863 47 1.68124123737559 244 2.38916608436453 0.406904027349287 100 FALSE 2
64078 5997 156348 15304 4202 942 46563 8016 42127 0.991501886915398 0.810169249932307 0.919315185198285 FALSE C13 C 13 2 0.33 0.33 0.33 15 7775 3.89075625191822 41877 4.62198593256496 21.6968741791437 28.2852162284786 36.3684122549371 48.735582778136 7688 3.88586986090391 36012 4.55645930102074 85.9946987606562 13.0317671887149 19.6573364434078 28.1794957236477 41.7721870487615 87 1.94448267215017 5865 3.76834205864453 14.0053012393438 98.9940323955669 100 21 1.34242268082221 358 2.55509444857832 0.854884542827805 21 1.34242268082221 5317 3.72574833299555 12.6967070229482 45 1.66275783168157 190 2.28103336724773 0.45370967356783 100 FALSE 2
