unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent outliers H1975 H2228 HCC827 poor_quality traj total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control Seurat
40482 3692 70838 15735 2386 164 11780 3153 10282 0.9982493668564 0.826201127381637 0.854404926663172 FALSE 7 2 0 NO NO 3042 3.48330195235817 10137 4.00595228688738 21.0318634704548 30.0187432179146 40.7023774292197 58.1138403867022 3006 3.47813342810052 9353 3.97099736557249 92.2659563973562 18.1225275312734 26.7614669090131 37.4852988345985 55.6505933924944 36 1.56820172406699 784 2.89486965674525 7.73404360264378 100 100 6 0.845098040014257 18 1.27875360095283 0.177567327611719 19 1.30102999566398 747 2.87390159786446 7.36904409588636 11 1.07918124604762 19 1.30102999566398 0.187432179145704 100 FALSE 2
107814 9984 181180 51480 5285 145 12688 5450 24415 0.998607413066309 0.861847224713558 0.854310524550266 FALSE 0 0 9 NO YES 5172 3.71374247840908 24102 4.38207110076408 16.8533731640528 25.5870882084474 35.9679694631151 51.6098249107958 5115 3.70893053580662 23162 4.36479480717411 96.099908721268 16.4838960366117 24.9287626284431 35.0358345566013 50.7123737155686 57 1.76342799356294 940 2.97358962342726 3.90009127873206 99.2553191489362 100 8 0.954242509439325 31 1.50514997831991 0.128620031532653 22 1.36172783601759 832 2.92064500140679 3.45199568500539 27 1.44715803134222 77 1.89209460269048 0.319475562194009 100 FALSE 1
81881 7600 133871 39655 3759 69 15192 4407 17799 0.998932523737888 0.84768807188736 0.859092724820088 FALSE 0 0 9 NO YES 4212 3.62459145912685 17580 4.24504357393061 18.8054607508532 27.3151308304892 38.0204778156997 53.8509670079636 4168 3.6200318951263 16601 4.2201604095246 94.4311717861206 17.2820914402747 25.5346063490151 36.130353593157 52.2799831335462 44 1.65321251377534 979 2.9912260756925 5.56882821387941 100 100 5 0.778151250383644 18 1.27875360095283 0.102389078498294 19 1.30102999566398 904 2.9566485792052 5.14220705346985 20 1.32221929473392 57 1.76342799356294 0.324232081911263 100 FALSE 1
95486 9532 139822 50470 3330 227 18745 4483 18061 0.998283593932626 0.848236531283851 0.863296127957407 FALSE 0 0 9 NO YES 4255 3.62900161928699 17795 4.25032239707601 17.7184602416409 26.4400112391121 37.5273953357685 53.8241078954763 4200 3.62335268153799 16657 4.22162285774879 93.6049452093285 15.6390706609834 24.1099837905985 35.1864081167077 51.918112505253 55 1.7481880270062 1138 3.0565237240791 6.39505479067154 99.5606326889279 100 10 1.04139268515822 31 1.50514997831991 0.174206237707221 23 1.38021124171161 1049 3.02118929906994 5.89491430177016 22 1.36172783601759 58 1.77085201164214 0.325934251194156 100 FALSE 1
110542 12239 171323 57975 4795 93 23350 5307 24102 0.999211683263127 0.845655961809951 0.868226342948161 FALSE 0 0 9 NO YES 5055 3.70380706527433 23821 4.37697822030802 17.3082574199236 25.4943117417405 36.0564208051719 51.1565425464926 5001 3.69914368739448 22271 4.34775921793047 93.4931363082994 14.8444165057698 22.9401463786988 33.2540074536393 48.8841991827938 54 1.74036268949424 1550 3.19061179781361 6.5068636917006 99.741935483871 100 6 0.845098040014257 19 1.30102999566398 0.0797615549305235 21 1.34242268082221 1456 3.16345955176999 6.11225389362327 27 1.44715803134222 75 1.88081359228079 0.314848243146803 100 FALSE 1
87941 7024 130229 31301 3928 114 7641 4788 19054 0.999317728036466 0.863493229314846 0.85693247773041 FALSE 0 0 9 NO YES 4594 3.66228551572213 18835 4.27498868177068 16.2357313512079 25.1234404035041 35.2588266525086 50.8149721263605 4548 3.65791593682995 18171 4.25940272814259 96.4746482612158 15.9594959000605 24.5831269605415 34.3404325573716 49.9422156182929 46 1.67209785793572 664 2.8228216453031 3.52535173878418 100 100 6 0.845098040014257 13 1.14612803567824 0.0690204406689673 18 1.27875360095283 604 2.78175537465247 3.20679585877356 22 1.36172783601759 47 1.68124123737559 0.249535439341651 100 FALSE 1
84831 7627 135487 34298 4539 115 3038 4775 18697 0.998823340108668 0.873562603159029 0.859656169622844 FALSE 0 0 9 NO YES 4518 3.6550423413312 18410 4.26507737800359 15.5296034763715 23.7153720803911 34.0901683867463 50.8745247148289 4472 3.65059889817266 18020 4.25577888666702 97.8815860945138 15.6714761376249 23.8790233074362 34.0843507214206 50.7713651498335 46 1.67209785793572 390 2.59217675739587 2.11841390548615 100 100 7 0.903089986991944 22 1.36172783601759 0.119500271591526 16 1.23044892137827 317 2.50242711998443 1.72189027702336 23 1.38021124171161 51 1.7160033436348 0.277023356871266 100 FALSE 1
42360 3929 74919 18697 2710 115 1620 3206 11038 0.998278672768365 0.872621850994182 0.83556728069643 FALSE 0 0 9 NO YES 3080 3.48869169831694 10892 4.03714750363255 18.3437385236871 27.5798751377158 38.4043334557473 56.5277267719427 3042 3.48330195235817 10676 4.02844924272351 98.0168931325744 18.6399400524541 27.8662420382166 38.6474334956913 56.7721993255901 38 1.5910646070265 216 2.33645973384853 1.98310686742563 100 100 6 0.845098040014257 19 1.30102999566398 0.174439955930959 16 1.23044892137827 159 2.20411998265593 1.45978699963276 16 1.23044892137827 38 1.5910646070265 0.348879911861917 100 FALSE 1
38172 4702 47831 13134 1394 118 8700 2304 6854 0.99591479282767 0.851035890208585 0.850742849806172 FALSE 0 0 9 NO YES 2201 3.34281731463573 6738 3.8285954563717 22.4102107450282 31.9827842089641 44.1228851291184 63.3570792520036 2166 3.33585891131982 6110 3.78611228371983 90.6797269219353 18.7397708674304 28.1996726677578 40.6873977086743 60.9656301145663 35 1.55630250076729 628 2.79865064544527 9.32027307806471 100 100 7 0.903089986991944 28 1.46239799789896 0.415553576729 20 1.32221929473392 586 2.76863810124761 8.69694271297121 8 0.954242509439325 14 1.17609125905568 0.2077767883645 100 FALSE 1
49563 2894 73062 11412 3146 84 6025 3326 11418 0.998160797864634 0.854878261644002 0.845068448880322 FALSE 0 0 9 NO YES 3221 3.5081255360832 11305 4.0533089811241 18.1070322865989 27.297655904467 38.4520123839009 56.5148164528969 3188 3.50365451924296 10895 4.03726709456871 96.3732861565679 17.8889398806792 26.7462138595686 37.7696190913263 55.933914639743 33 1.53147891704226 410 2.61384182187607 3.62671384343211 100 100 5 0.778151250383644 19 1.30102999566398 0.168067226890756 17 1.25527250510331 366 2.56466606425209 3.2375055285272 11 1.07918124604762 25 1.41497334797082 0.221141088014153 100 FALSE 1
37629 3538 54798 15134 1394 88 8818 2590 7304 0.998220151973959 0.838444686694353 0.893071066441585 FALSE 0 5 4 NO NO 2495 3.39724458101039 7196 3.85715150268749 18.6770428015564 27.0011117287382 38.2156753752084 58.3379655364091 2459 3.39093510710338 6612 3.82039852270398 91.8843802112285 15.1996370235935 23.502722323049 34.9213551119177 56.140350877193 36 1.56820172406699 584 2.76715586608218 8.11561978877154 100 100 6 0.845098040014257 13 1.14612803567824 0.180655919955531 19 1.30102999566398 545 2.73719264270474 7.57365202890495 11 1.07918124604762 26 1.43136376415899 0.361311839911062 100 FALSE 0
66949 6709 98199 39072 2849 115 6829 4333 14449 0.998477402589468 0.859090593910243 0.872239689778054 FALSE 0 3 6 NO NO 4166 3.61982350045728 14265 4.15430221968466 14.9526813880126 22.558710129688 32.8426218016123 49.1973361373992 4117 3.61468634228201 13678 4.13605434955106 95.8850332982825 14.2564702441877 21.5747916362041 31.6932300043866 48.2161134668811 49 1.69897000433602 587 2.76937732607614 4.11496670171749 100 100 5 0.778151250383644 22 1.36172783601759 0.15422362425517 20 1.32221929473392 514 2.71180722904119 3.60322467577988 24 1.39794000867204 51 1.7160033436348 0.35751840168244 100 FALSE 1
39920 4392 54483 24962 1774 84 6059 2659 7718 0.998704326252003 0.856957759967663 0.850607863944203 FALSE 0 3 6 NO NO 2551 3.40688067004912 7590 3.88029899142575 19.1567852437418 27.7997364953887 39.1963109354414 58.7483530961792 2518 3.40122816749811 7087 3.85052370887899 93.3728590250329 16.9183011147171 25.2575137575843 36.8562156060392 57.1468886693947 33 1.53147891704226 503 2.70243053644553 6.62714097496706 100 100 3 0.602059991327962 10 1.04139268515822 0.131752305665349 20 1.32221929473392 473 2.67577834167409 6.23188405797101 10 1.04139268515822 20 1.32221929473392 0.263504611330698 100 FALSE 1
73502 6926 111236 36103 2431 27 12074 4320 16131 0.999442067448117 0.847064657586594 0.853449350040698 FALSE 0 3 6 NO NO 4103 3.61320735210376 15885 4.20101455821337 17.261567516525 26.1189801699717 36.7264715140069 52.8171230720806 4055 3.60809794632528 15018 4.17664101729267 94.5420207743154 15.9475296311093 24.4040484751631 34.8049007857238 51.1719270209082 48 1.69019608002851 867 2.93851972517649 5.45797922568461 100 100 4 0.698970004336019 9 1 0.056657223796034 19 1.30102999566398 802 2.90471554527868 5.04878816493547 25 1.41497334797082 56 1.75587485567249 0.3525338369531 100 FALSE 1
64391 6562 95728 36648 3345 90 6763 3870 13395 0.998805523703766 0.856215004959899 0.852929561082821 FALSE 0 3 6 NO NO 3704 3.56878821231535 13208 4.12086994017919 16.671714112659 25.5905511811024 36.2129012719564 53.1420351302241 3658 3.56336240948661 12658 4.10239939986498 95.8358570563295 16.2663927950703 24.8617475114552 35.1951335124032 52.3937430873756 46 1.67209785793572 550 2.74115159885178 4.1641429436705 100 100 6 0.845098040014257 16 1.23044892137827 0.121138703815869 19 1.30102999566398 486 2.68752896121463 3.67958812840703 21 1.34242268082221 48 1.69019608002851 0.363416111447607 100 FALSE 1
96810 11046 139164 51717 4508 133 17345 4823 18806 0.998564287462212 0.846804210971603 0.866903718545295 FALSE 0 3 6 NO NO 4621 3.66482994114309 18585 4.26918593281395 16.9760559591068 25.2784503631961 35.6147430723702 51.138014527845 4562 3.65925046877266 17396 4.24047436346788 93.6023675006726 14.7620142561508 22.8845711657852 33.0478270866866 49.0055185100023 59 1.77815125038364 1189 3.07554696139253 6.39763249932741 99.2430613961312 100 7 0.903089986991944 27 1.44715803134222 0.145278450363196 23 1.38021124171161 1106 3.04414762087872 5.95103578154426 29 1.47712125471966 56 1.75587485567249 0.301318267419962 100 FALSE 1
137860 11945 164445 67198 5382 60 11385 5495 24119 0.999461005431626 0.861934574044556 0.855590673083182 FALSE 0 2 7 NO NO 5193 3.71550194529328 23771 4.37606572158617 16.1457237810778 24.6308527197005 34.8449791763073 50.2503049934794 5141 3.71113207230684 22871 4.35930414234993 96.21387404821 15.7273402999432 24.0041974552927 33.8463556468891 49.3419614358795 52 1.72427586960079 900 2.95472479097906 3.78612595179 99.7777777777778 100 4 0.698970004336019 13 1.14612803567824 0.0546884859702999 20 1.32221929473392 795 2.90091306773767 3.3444112574145 28 1.46239799789896 92 1.96848294855394 0.3870262084052 100 FALSE 1
42924 3240 50379 21439 1366 27 4286 2434 6919 0.998988291662107 0.854603265132818 0.850988797530282 FALSE 0 2 7 NO NO 2333 3.36810085170935 6809 3.83314711191279 18.6224115141724 28.2273461594948 40.3583492436481 60.625642531943 2304 3.36267092972567 6497 3.81277970700896 95.4178293435159 17.5927351085116 27.166384485147 39.248884100354 59.7968293058335 29 1.47712125471966 312 2.49554433754645 4.58217065648406 100 100 3 0.602059991327962 7 0.903089986991944 0.102805110882655 17 1.25527250510331 289 2.46239799789896 4.24438243501248 9 1 16 1.23044892137827 0.234983110588926 100 FALSE 1
56387 5642 77076 34266 2231 108 14423 3272 10728 0.998508574759034 0.83221476432493 0.880871662125595 FALSE 0 2 7 NO NO 3154 3.49899936358015 10587 4.02481393262931 20.4590535562482 28.8466987815245 39.0856711060735 56.3710210635685 3113 3.4933186082321 9547 3.97991241033472 90.1766317181449 15.5336755001571 23.8190007332146 34.3353933172724 52.9485702314863 41 1.6232492903979 1040 3.01745072951054 9.8233682818551 100 100 5 0.778151250383644 16 1.23044892137827 0.151128742797771 18 1.27875360095283 984 2.99343623049761 9.29441768206291 18 1.27875360095283 40 1.61278385671974 0.377821856994427 100 FALSE 1
86953 8011 128552 40030 3962 146 14534 4659 18774 0.99920102215873 0.841323105975646 0.85107017627028 FALSE 0 2 7 NO NO 4435 3.64699153747712 18526 4.26780510151397 18.0934902299471 26.8865378387132 37.120803195509 52.8446507610925 4390 3.64256343710439 17480 4.24256627280981 94.353881032063 16.6075514874142 24.8970251716247 34.954233409611 51.0526315789474 45 1.66275783168157 1046 3.01994668167884 5.64611896793695 100 100 5 0.778151250383644 15 1.20411998265592 0.0809672892151571 20 1.32221929473392 977 2.9903388547876 5.27366943754723 20 1.32221929473392 54 1.74036268949424 0.291482241174565 100 FALSE 1
28394 2564 39190 12092 1423 29 3067 2115 5645 0.998405666964738 0.853675817796854 0.862708834882489 FALSE 0 5 4 NO NO 2039 3.3096301674259 5559 3.74507479158206 18.6184565569347 28.3144450440727 40.9246267314265 61.9535887749595 2011 3.30362797638389 5270 3.72189301621496 94.8012232415902 17.5521821631879 27.0208728652751 39.5635673624288 61.100569259962 28 1.46239799789896 289 2.46239799789896 5.19877675840979 100 100 3 0.602059991327962 9 1 0.161899622234215 16 1.23044892137827 264 2.42324587393681 4.74905558553697 9 1 16 1.23044892137827 0.287821550638604 100 FALSE 0
48137 4425 70348 25971 2014 75 9646 3035 9718 0.998662275160874 0.84935171758659 0.852643699687487 FALSE 0 1 8 NO NO 2916 3.46493642912173 9590 3.98186389099135 18.6548488008342 27.8936392075078 39.6976016684046 58.0709071949948 2875 3.45878888171084 8992 3.95390459341346 93.7643378519291 16.8594306049822 25.8229537366548 37.5889679715303 56.4946619217082 41 1.6232492903979 598 2.77742682238931 6.23566214807091 100 100 8 0.954242509439325 13 1.14612803567824 0.13555787278415 19 1.30102999566398 557 2.74663419893758 5.80813347236705 14 1.17609125905568 28 1.46239799789896 0.291970802919708 100 FALSE 1
175169 18201 275057 82131 7930 103 19041 6972 37147 0.999461598244956 0.866718711910324 0.858857819243056 FALSE 0 1 8 NO NO 6526 3.81471361269598 36609 4.56359972888153 15.1602065065967 23.3221339014996 33.8933049250184 48.4443716026114 6461 3.81036695368163 35331 4.54816822176487 96.5090551503729 14.7604087062353 22.7816931306784 32.9993490136141 47.553140301718 65 1.81954393554187 1278 3.10687054447865 3.49094484962714 98.8262910798122 100 7 0.903089986991944 19 1.30102999566398 0.0518998060586195 23 1.38021124171161 1138 3.0565237240791 3.10852522603731 35 1.55630250076729 121 2.08635983067475 0.330519817531208 100 FALSE 1
93267 9919 138427 50148 3744 95 8474 4810 19651 0.999287567554177 0.85853137201235 0.85440901002035 FALSE 0 1 8 NO NO 4565 3.65953590715422 19377 4.28730895156997 15.967384011973 24.3329720803014 34.7215771275223 50.8334623522733 4519 3.65513843481138 18620 4.27000300010506 96.0933064973938 15.343716433942 23.4747583243824 33.6197636949517 49.7905477980666 46 1.67209785793572 757 2.87966920563205 3.90669350260618 100 100 4 0.698970004336019 14 1.17609125905568 0.0722506063890179 21 1.34242268082221 696 2.84323277809801 3.59188728905403 21 1.34242268082221 47 1.68124123737559 0.242555607163132 100 FALSE 1
83881 8341 129789 41214 4136 63 11887 4502 17914 0.999274310037248 0.852126827703401 0.850060929964871 FALSE 0 1 8 NO NO 4293 3.63286204010023 17687 4.24767872957066 17.555266579974 26.5223045174422 37.3268502289817 53.3725334991802 4250 3.62849110496712 16778 4.22476607404791 94.8606321026743 16.4203123137442 25.0685421385147 35.6657527714865 51.954940994159 43 1.64345267648619 909 2.95904139232109 5.13936789732572 100 100 3 0.602059991327962 13 1.14612803567824 0.0735003109628541 21 1.34242268082221 841 2.92531209149965 4.75490473228925 19 1.30102999566398 55 1.7481880270062 0.310962854073613 100 FALSE 1
29770 2851 39142 17362 1188 40 5873 2102 5470 0.998537475322601 0.831261424440107 0.868188540788774 FALSE 0 5 4 NO NO 2019 3.30535136944662 5374 3.73037846858764 20.1898027540007 29.1403051730555 41.08671380722 61.8533680684779 1988 3.29863478312444 4927 3.69267069915637 91.6821734276144 17.0692104729044 25.8372234625533 38.035315607875 59.9756444083621 31 1.50514997831991 447 2.65127801399814 8.31782657238556 100 100 4 0.698970004336019 8 0.954242509439325 0.148864905098623 19 1.30102999566398 418 2.6222140229663 7.77819129140305 8 0.954242509439325 21 1.34242268082221 0.390770375883885 100 FALSE 0
39267 3874 51452 18768 1549 59 9174 2627 7436 0.997982785102229 0.82154383966979 0.862559356429053 FALSE 0 4 5 NO NO 2535 3.40414924920969 7339 3.86569605991607 21.2017986101649 29.8542035699687 40.4005995367216 59.1224962528955 2498 3.39776625612645 6582 3.81842385509208 89.6852432211473 16.0437556973564 24.7189304162868 35.6730477058645 55.758128228502 37 1.57978359661681 757 2.87966920563205 10.3147567788527 100 100 5 0.778151250383644 15 1.20411998265592 0.204387518735523 19 1.30102999566398 711 2.85247999363686 9.68796838806377 13 1.14612803567824 31 1.50514997831991 0.422400872053413 100 FALSE 1
38508 3906 51758 20784 1429 97 7097 3076 9623 0.997921645019306 0.844331288741212 0.864698259692134 FALSE 0 4 5 NO NO 2950 3.46996920949996 9484 3.97703733522468 19.105862505272 28.0050611556305 38.7178405735976 56.8536482496837 2911 3.464191370641 8786 3.94384062640126 92.6402361872628 16.5604370589574 25.0625995902572 35.9321648076485 54.6892783974505 39 1.60205999132796 698 2.84447717574568 7.35976381273724 100 100 6 0.845098040014257 20 1.32221929473392 0.210881484605652 18 1.27875360095283 647 2.81157500587059 6.82201602699283 15 1.20411998265592 31 1.50514997831991 0.32686630113876 100 FALSE 0
205700 22459 291621 117463 8261 184 26861 7022 38064 0.9992381250002 0.862915090147406 0.857082582733664 FALSE 0 4 5 NO NO 6541 3.81571053978896 37502 4.5740660098966 16.0151458588875 24.3373686736707 34.6621513519279 49.6986827369207 6473 3.81117269506655 35594 4.55138899727302 94.9122713455282 14.9997190537731 22.8662134067539 33.0111816598303 48.1541832893184 68 1.83884909073726 1908 3.28080592839367 5.08772865447176 98.9517819706499 100 5 0.778151250383644 29 1.47712125471966 0.0773292091088475 22 1.36172783601759 1715 3.23451728351269 4.57308943523012 41 1.6232492903979 164 2.21748394421391 0.437310010132793 100 FALSE 1
65346 6105 90546 35652 2236 36 9089 3726 12391 0.999435073037338 0.846178677389897 0.876522575641534 FALSE 0 4 5 NO NO 3560 3.55157197367425 12209 4.08671566394488 17.6017691866656 25.8252109099844 36.41575886641 53.3295110164633 3522 3.54691264318124 11450 4.05884341466876 93.7832746334671 15.4235807860262 23.5196506550218 33.9039301310044 51.3187772925764 38 1.5910646070265 759 2.88081359228079 6.21672536653289 100 100 4 0.698970004336019 7 0.903089986991944 0.0573347530510279 19 1.30102999566398 718 2.85672889038288 5.88090752723401 15 1.20411998265592 34 1.54406804435028 0.27848308624785 100 FALSE 0
53919 3568 87815 16793 2584 122 12199 3432 11621 0.998106874625155 0.836674984221087 0.874106467510139 FALSE 0 8 1 NO NO 3305 3.51930284923543 11474 4.0597526942093 18.7118703154959 27.427226773575 38.0599616524316 55.0984835279763 3262 3.51361707378787 10705 4.02962723904741 93.2978908837371 16.3755254553947 24.7361046240075 35.4040168145726 53.134049509575 43 1.64345267648619 769 2.88649072517248 6.70210911626286 100 100 8 0.954242509439325 22 1.36172783601759 0.191737842077741 21 1.34242268082221 715 2.85491302230786 6.23147986752658 14 1.17609125905568 32 1.51851393987789 0.278891406658532 100 FALSE 0
29738 2887 30806 20696 1391 61 2426 1880 4519 0.996459391466122 0.863907942323727 0.858595134775095 FALSE 0 8 1 NO NO 1817 3.25959387888595 4446 3.64806712944893 18.6459739091318 28.2950967161493 40.9806567701305 63.3603238866397 1788 3.25261034056737 4237 3.62716095237478 95.2991452991453 18.1260325702148 27.684682558414 40.1699315553458 62.780269058296 29 1.47712125471966 209 2.32221929473392 4.7008547008547 100 100 3 0.602059991327962 16 1.23044892137827 0.35987404408457 17 1.25527250510331 172 2.2380461031288 3.86864597390913 9 1 21 1.34242268082221 0.472334682860999 100 FALSE 0
