"cell_name","cell_line_demuxlet","demuxlet_cls"
"CELL_000265","H1975","DBL"
"CELL_000290","H1975","DBL"
"CELL_000231","H1975","DBL"
"CELL_000300","H2228","DBL"
"CELL_002589","H1975","DBL"
"CELL_002998","H1975","DBL"
"CELL_000411","H1975","SNG"
"CELL_003096","H1975","DBL"
"CELL_003147","A549","DBL"
"CELL_000155","HCC827","SNG"
"CELL_002002","H1975","DBL"
"CELL_002565","H2228","DBL"
"CELL_002461","H1975","DBL"
"CELL_002303","H1975","DBL"
"CELL_002789","H2228","DBL"
"CELL_001386","HCC827","DBL"
"CELL_000203","H1975","DBL"
"CELL_002559","H1975","DBL"
"CELL_002295","H1975","DBL"
"CELL_003963","H2228","DBL"
"CELL_001460","H1975","DBL"
"CELL_000291","HCC827","SNG"
"CELL_000446","H1975","DBL"
"CELL_002667","HCC827","DBL"
"CELL_002816","H2228","DBL"
"CELL_001817","H1975","DBL"
"CELL_000400","H2228","DBL"
"CELL_000687","H1975","DBL"
"CELL_002083","H2228","DBL"
"CELL_003892","H2228","DBL"
"CELL_002876","HCC827","DBL"
"CELL_002802","H1975","DBL"
"CELL_001416","H2228","DBL"
"CELL_001641","A549","DBL"
"CELL_001082","H1975","DBL"
"CELL_001995","H2228","DBL"
"CELL_002339","H2228","DBL"
"CELL_001158","H1975","DBL"
"CELL_001286","H1975","DBL"
"CELL_003065","H1975","DBL"
"CELL_002827","H1975","DBL"
"CELL_003531","H1975","DBL"
"CELL_003391","H1975","DBL"
"CELL_003957","H1975","DBL"
"CELL_003230","A549","DBL"
"CELL_001857","HCC827","DBL"
"CELL_002433","H1975","SNG"
"CELL_003875","HCC827","DBL"
"CELL_000401","H2228","DBL"
"CELL_001090","HCC827","DBL"
"CELL_002219","H1975","DBL"
"CELL_003534","H1975","DBL"
"CELL_000739","H1975","DBL"
"CELL_001632","H1975","DBL"
"CELL_001468","H1975","DBL"
"CELL_003680","H1975","DBL"
"CELL_003778","H1975","DBL"
"CELL_001623","A549","DBL"
"CELL_000630","H1975","SNG"
"CELL_000657","H1975","SNG"
"CELL_000297","H1975","SNG"
"CELL_001403","H1975","DBL"
"CELL_003991","H1975","DBL"
"CELL_002071","H1975","DBL"
"CELL_002286","H1975","DBL"
"CELL_000437","H1975","DBL"
"CELL_003572","H1975","DBL"
"CELL_000689","H1975","DBL"
"CELL_000413","H2228","DBL"
"CELL_003084","A549","DBL"
"CELL_002581","H2228","DBL"
"CELL_000751","H1975","DBL"
"CELL_002964","H1975","DBL"
"CELL_000167","H2228","SNG"
"CELL_003099","H1975","DBL"
"CELL_001653","HCC827","DBL"
"CELL_002246","H1975","DBL"
"CELL_000808","H1975","DBL"
"CELL_002832","H1975","DBL"
"CELL_000412","H2228","DBL"
"CELL_001051","H1975","DBL"
"CELL_002873","H1975","DBL"
"CELL_003768","H1975","DBL"
"CELL_002377","H2228","DBL"
"CELL_000546","H1975","DBL"
"CELL_003989","H2228","DBL"
"CELL_003623","H1975","DBL"
"CELL_001745","H1975","DBL"
"CELL_002504","HCC827","DBL"
"CELL_001742","H2228","DBL"
"CELL_003021","HCC827","DBL"
"CELL_003445","H1975","DBL"
"CELL_000675","H2228","DBL"
"CELL_002822","H2228","DBL"
"CELL_002435","H1975","DBL"
"CELL_003276","HCC827","DBL"
"CELL_001514","H2228","DBL"
"CELL_001077","H1975","DBL"
"CELL_001903","H1975","DBL"
"CELL_001302","HCC827","DBL"
"CELL_002991","H1975","DBL"
"CELL_000041","H2228","SNG"
"CELL_002255","H1975","DBL"
"CELL_001830","A549","DBL"
"CELL_001208","H1975","DBL"
"CELL_001377","H1975","DBL"
"CELL_001953","H8383","DBL"
"CELL_002727","HCC827","DBL"
"CELL_003185","H2228","DBL"
"CELL_001828","H1975","DBL"
"CELL_003956","H1975","DBL"
"CELL_002307","H2228","DBL"
"CELL_002030","HCC827","DBL"
"CELL_002176","H1975","DBL"
"CELL_002396","H1975","DBL"
"CELL_000541","H1975","DBL"
"CELL_000669","H2228","DBL"
"CELL_000656","H2228","DBL"
"CELL_000931","HCC827","DBL"
"CELL_000043","H2228","SNG"
"CELL_000940","H2228","DBL"
"CELL_002398","H2228","DBL"
"CELL_000710","H1975","DBL"
"CELL_002755","H1975","DBL"
"CELL_002618","H1975","DBL"
"CELL_003072","H1975","DBL"
"CELL_003100","HCC827","DBL"
"CELL_003525","HCC827","DBL"
"CELL_003511","H1975","DBL"
"CELL_002028","H1975","DBL"
"CELL_003264","H1975","DBL"
"CELL_002870","H1975","DBL"
"CELL_003577","H1975","DBL"
"CELL_002776","H1975","DBL"
"CELL_000564","H1975","DBL"
"CELL_002348","H2228","DBL"
"CELL_002905","A549","DBL"
"CELL_001246","H2228","SNG"
"CELL_003620","H1975","DBL"
"CELL_003651","H1975","DBL"
"CELL_002904","A549","DBL"
"CELL_003817","HCC827","DBL"
"CELL_003807","H1975","DBL"
"CELL_000594","HCC827","DBL"
"CELL_000398","H2228","SNG"
"CELL_001449","H1975","DBL"
"CELL_002775","H2228","DBL"
"CELL_001627","H2228","DBL"
"CELL_000518","H2228","DBL"
"CELL_002201","H1975","DBL"
"CELL_003519","A549","DBL"
"CELL_003699","H1975","DBL"
"CELL_003973","H1975","DBL"
"CELL_001972","H1975","DBL"
"CELL_003459","HCC827","DBL"
"CELL_002523","H1975","DBL"
"CELL_002782","H1975","DBL"
"CELL_000851","H1975","DBL"
"CELL_000942","H1975","DBL"
"CELL_000449","H2228","DBL"
"CELL_000244","HCC827","SNG"
"CELL_001287","H1975","DBL"
"CELL_003682","HCC827","DBL"
"CELL_000681","H1975","DBL"
"CELL_002698","H1975","DBL"
"CELL_003972","H1975","DBL"
"CELL_001477","H1975","DBL"
"CELL_002366","A549","DBL"
"CELL_000327","H1975","DBL"
"CELL_000308","H2228","DBL"
"CELL_000001","H1975","SNG"
"CELL_000736","H1975","DBL"
"CELL_000765","H1975","DBL"
"CELL_001607","H1975","DBL"
"CELL_002234","H1975","DBL"
"CELL_003144","H1975","DBL"
"CELL_000222","H1975","SNG"
"CELL_003130","H2228","DBL"
"CELL_000067","HCC827","SNG"
"CELL_001507","H1975","DBL"
"CELL_002987","H1975","DBL"
"CELL_000827","H1975","DBL"
"CELL_003662","H2228","DBL"
"CELL_002309","H1975","DBL"
"CELL_002971","H1975","DBL"
"CELL_001378","HCC827","DBL"
"CELL_000499","H1975","DBL"
"CELL_001297","H1975","DBL"
"CELL_002239","A549","DBL"
"CELL_000717","H1975","DBL"
"CELL_001520","H1975","DBL"
"CELL_000731","HCC827","DBL"
"CELL_000296","H1975","SNG"
"CELL_000089","H1975","SNG"
"CELL_002740","H1975","DBL"
"CELL_002683","H1975","DBL"
"CELL_002903","H1975","DBL"
"CELL_002276","A549","DBL"
"CELL_002411","HCC827","DBL"
"CELL_002233","H1975","DBL"
"CELL_002795","H2228","DBL"
"CELL_000465","HCC827","DBL"
"CELL_003085","H1975","DBL"
"CELL_000196","H2228","SNG"
"CELL_002012","H2228","DBL"
"CELL_003725","H1975","DBL"
"CELL_003856","H1975","DBL"
"CELL_001174","H2228","DBL"
"CELL_000542","H1975","DBL"
"CELL_000139","H1975","SNG"
"CELL_003234","HCC827","DBL"
"CELL_002395","H1975","DBL"
"CELL_001560","HCC827","DBL"
"CELL_000033","H2228","SNG"
"CELL_002655","H1975","DBL"
"CELL_000261","HCC827","SNG"
"CELL_002930","A549","DBL"
"CELL_000356","HCC827","SNG"
"CELL_003407","H1975","DBL"
"CELL_003285","H1975","DBL"
"CELL_003891","H1975","DBL"
"CELL_001677","H1975","DBL"
"CELL_003413","HCC827","DBL"
"CELL_002538","H2228","DBL"
"CELL_003909","H2228","DBL"
"CELL_001495","H1975","DBL"
"CELL_002170","A549","DBL"
"CELL_002509","H1975","DBL"
"CELL_001175","H1975","DBL"
"CELL_003854","H1975","DBL"
"CELL_003186","H1975","DBL"
"CELL_003996","H2228","DBL"
"CELL_003594","H1975","DBL"
"CELL_001202","HCC827","DBL"
"CELL_001924","H1975","DBL"
"CELL_002134","H2228","DBL"
"CELL_002981","H1975","DBL"
"CELL_003830","HCC827","DBL"
"CELL_000040","HCC827","SNG"
"CELL_002216","A549","DBL"
"CELL_001149","H1975","DBL"
"CELL_003270","H1975","DBL"
"CELL_001579","H1975","DBL"
"CELL_000218","H2228","DBL"
"CELL_002403","H1975","DBL"
"CELL_002684","HCC827","DBL"
"CELL_001670","H1975","DBL"
"CELL_003704","H1975","DBL"
"CELL_001261","H1975","DBL"
"CELL_002809","H2228","DBL"
"CELL_002733","H1975","DBL"
"CELL_000976","H2228","DBL"
"CELL_001691","H1975","DBL"
"CELL_002344","H1975","DBL"
"CELL_001840","H2228","DBL"
"CELL_001451","H1975","DBL"
"CELL_000427","H1975","DBL"
"CELL_003886","H2228","DBL"
"CELL_000042","H2228","SNG"
"CELL_002298","H1975","DBL"
"CELL_003179","H1975","DBL"
"CELL_000267","HCC827","SNG"
"CELL_000079","HCC827","SNG"
"CELL_001823","H2228","DBL"
"CELL_003747","H2228","DBL"
"CELL_003512","HCC827","DBL"
"CELL_000210","H1975","DBL"
"CELL_002532","H1975","DBL"
"CELL_002343","HCC827","DBL"
"CELL_003529","HCC827","DBL"
"CELL_003470","H1975","DBL"
"CELL_002801","H1975","DBL"
"CELL_001099","H1975","DBL"
"CELL_000105","HCC827","SNG"
"CELL_003820","H1975","DBL"
"CELL_002549","H1975","DBL"
"CELL_002843","H1975","DBL"
"CELL_001114","H1975","DBL"
"CELL_002938","H2228","DBL"
"CELL_002129","H1975","DBL"
"CELL_002447","H1975","DBL"
"CELL_003934","HCC827","DBL"
"CELL_001349","H1975","DBL"
"CELL_002805","A549","DBL"
"CELL_003739","H2228","DBL"
"CELL_001362","H1975","DBL"
"CELL_000513","H1975","DBL"
"CELL_001305","H1975","DBL"
"CELL_000728","H2228","DBL"
"CELL_001799","H1975","DBL"
"CELL_000237","H1975","SNG"
"CELL_000776","H1975","DBL"
"CELL_003626","H2228","DBL"
"CELL_003607","H1975","DBL"
"CELL_001135","H1975","DBL"
"CELL_003925","HCC827","DBL"
"CELL_000169","H2228","SNG"
"CELL_000974","H1975","DBL"
"CELL_003468","H1975","DBL"
"CELL_002670","H1975","DBL"
"CELL_002336","H1975","DBL"
"CELL_000435","HCC827","DBL"
"CELL_002213","H1975","DBL"
"CELL_002140","H2228","DBL"
"CELL_000335","H2228","DBL"
"CELL_002829","H1975","DBL"
"CELL_000206","H1975","SNG"
"CELL_001907","H1975","DBL"
"CELL_002575","H1975","DBL"
"CELL_000547","H2228","DBL"
"CELL_000028","H1975","SNG"
"CELL_001278","HCC827","DBL"
"CELL_002081","H1975","DBL"
"CELL_000379","HCC827","DBL"
"CELL_002424","H2228","DBL"
"CELL_003668","A549","DBL"
"CELL_003305","H1975","DBL"
"CELL_000482","H2228","DBL"
"CELL_002737","H1975","DBL"
"CELL_003439","H1975","DBL"
"CELL_002786","H1975","DBL"
"CELL_001787","H1975","DBL"
"CELL_001892","HCC827","DBL"
"CELL_001590","H2228","DBL"
"CELL_001271","HCC827","DBL"
"CELL_003412","H1975","DBL"
"CELL_001101","H2228","DBL"
"CELL_002794","H1975","DBL"
"CELL_000182","H2228","SNG"
"CELL_003871","H1975","DBL"
"CELL_001119","H1975","DBL"
"CELL_000383","H2228","DBL"
"CELL_002765","H1975","DBL"
"CELL_002989","H2228","SNG"
"CELL_002949","H1975","DBL"
"CELL_000902","H1975","DBL"
"CELL_003850","H1975","DBL"
"CELL_000470","H1975","DBL"
"CELL_001639","HCC827","DBL"
"CELL_002171","H1975","DBL"
"CELL_002750","H1975","DBL"
"CELL_000901","H1975","DBL"
"CELL_000914","H1975","DBL"
"CELL_000923","H2228","DBL"
"CELL_001442","HCC827","DBL"
"CELL_003501","H1975","DBL"
"CELL_003884","H1975","DBL"
"CELL_003135","H1975","DBL"
"CELL_003638","H1975","DBL"
"CELL_001502","H2228","DBL"
"CELL_001372","H1975","DBL"
"CELL_002716","H1975","DBL"
"CELL_002978","H1975","DBL"
"CELL_003232","H1975","DBL"
"CELL_003847","HCC827","DBL"
"CELL_000113","HCC827","SNG"
"CELL_002404","H1975","DBL"
"CELL_003510","HCC827","DBL"
"CELL_003999","A549","DBL"
"CELL_003687","H1975","DBL"
"CELL_002898","A549","DBL"
"CELL_000228","H2228","DBL"
"CELL_000444","HCC827","DBL"
"CELL_003082","H1975","DBL"
"CELL_002983","H2228","DBL"
"CELL_002320","HCC827","DBL"
"CELL_001277","H1975","DBL"
"CELL_002210","H2228","DBL"
"CELL_003588","HCC827","DBL"
"CELL_001856","HCC827","DBL"
"CELL_000111","HCC827","SNG"
"CELL_000090","H1975","SNG"
"CELL_002860","H1975","DBL"
"CELL_002371","H2228","DBL"
"CELL_003553","A549","DBL"
"CELL_000454","H1975","DBL"
"CELL_003741","H2228","DBL"
"CELL_001612","H1975","DBL"
"CELL_003032","H2228","DBL"
"CELL_000665","HCC827","DBL"
"CELL_001387","H2228","DBL"
"CELL_001024","H2228","DBL"
"CELL_001432","H1975","DBL"
"CELL_000363","HCC827","DBL"
"CELL_000733","H1975","DBL"
"CELL_002704","H1975","DBL"
"CELL_002844","H1975","DBL"
"CELL_002165","H2228","DBL"
"CELL_003666","H1975","DBL"
"CELL_002585","H2228","DBL"
"CELL_000882","H1975","DBL"
"CELL_000467","HCC827","DBL"
"CELL_001982","H1975","DBL"
"CELL_000891","H1975","DBL"
"CELL_003576","H1975","DBL"
"CELL_000434","H1975","DBL"
"CELL_003196","HCC827","DBL"
"CELL_003960","H2228","DBL"
"CELL_001350","H1975","DBL"
"CELL_001189","H2228","DBL"
"CELL_002551","H2228","DBL"
"CELL_003157","H2228","DBL"
"CELL_003498","H1975","DBL"
"CELL_003008","HCC827","DBL"
"CELL_000252","H1975","SNG"
"CELL_002689","H2228","DBL"
"CELL_001996","H1975","DBL"
"CELL_002653","H2228","DBL"
"CELL_002570","H1975","DBL"
"CELL_002866","H1975","DBL"
"CELL_001825","H2228","DBL"
"CELL_002850","HCC827","DBL"
"CELL_000271","H2228","DBL"
"CELL_003678","H1975","DBL"
"CELL_000053","HCC827","SNG"
"CELL_003898","H1975","DBL"
"CELL_000278","H2228","DBL"
"CELL_000186","H2228","SNG"
"CELL_003801","H1975","DBL"
"CELL_001313","H1975","DBL"
"CELL_001566","H1975","DBL"
"CELL_002662","H1975","DBL"
"CELL_000126","H2228","SNG"
"CELL_001550","H1975","DBL"
"CELL_001523","H2228","DBL"
"CELL_003333","A549","DBL"
"CELL_003177","H1975","DBL"
"CELL_002622","H1975","DBL"
"CELL_001288","H1975","DBL"
"CELL_002572","HCC827","DBL"
"CELL_001837","H2228","DBL"
"CELL_001259","HCC827","DBL"
"CELL_000748","H2228","DBL"
"CELL_001371","HCC827","DBL"
"CELL_002595","H1975","DBL"
"CELL_003629","HCC827","DBL"
"CELL_000992","H2228","DBL"
"CELL_000072","H1975","SNG"
"CELL_001233","H1975","DBL"
"CELL_000039","H1975","SNG"
"CELL_000908","H1975","DBL"
"CELL_001074","H1975","DBL"
"CELL_002058","H1975","DBL"
"CELL_002000","H2228","DBL"
"CELL_003370","H1975","DBL"
"CELL_002197","H1975","DBL"
"CELL_002118","H1975","DBL"
"CELL_001816","HCC827","DBL"
"CELL_003853","A549","DBL"
"CELL_001747","H1975","DBL"
"CELL_000996","H1975","DBL"
"CELL_001885","H1975","DBL"
"CELL_002190","H1975","DBL"
"CELL_001740","H1975","DBL"
"CELL_003224","H1975","DBL"
"CELL_003876","H2228","DBL"
"CELL_000479","H1975","DBL"
"CELL_003530","H1975","DBL"
"CELL_001568","HCC827","DBL"
"CELL_002539","HCC827","DBL"
"CELL_003356","H1975","DBL"
"CELL_002327","H1975","DBL"
"CELL_002738","H1975","DBL"
"CELL_000805","A549","DBL"
"CELL_001934","HCC827","DBL"
"CELL_001783","A549","DBL"
"CELL_001599","H1975","DBL"
"CELL_003180","H1975","DBL"
"CELL_002842","H1975","DBL"
"CELL_002222","H1975","DBL"
"CELL_001285","H1975","DBL"
"CELL_001053","H2228","DBL"
"CELL_003415","H1975","DBL"
"CELL_003962","H1975","DBL"
"CELL_001646","H2228","DBL"
"CELL_002645","H1975","DBL"
"CELL_003384","HCC827","DBL"
"CELL_000187","H1975","SNG"
"CELL_000697","H2228","DBL"
"CELL_000458","H1975","DBL"
"CELL_000832","H2228","DBL"
"CELL_002859","H1975","DBL"
"CELL_002387","H1975","DBL"
"CELL_000078","H1975","SNG"
"CELL_003719","H1975","DBL"
"CELL_000277","HCC827","SNG"
"CELL_002649","H1975","DBL"
"CELL_003990","A549","DBL"
"CELL_003631","H1975","DBL"
"CELL_001098","H1975","DBL"
"CELL_001444","HCC827","DBL"
"CELL_001205","H2228","DBL"
"CELL_001071","HCC827","DBL"
"CELL_000519","H1975","DBL"
"CELL_002467","HCC827","DBL"
"CELL_001832","A549","DBL"
"CELL_000527","HCC827","DBL"
"CELL_002476","HCC827","DBL"
"CELL_002880","H1975","DBL"
"CELL_002778","HCC827","DBL"
"CELL_000354","H1975","DBL"
"CELL_003138","HCC827","DBL"
"CELL_001498","H1975","DBL"
"CELL_001265","H1975","DBL"
"CELL_000534","H1975","DBL"
"CELL_001702","H1975","DBL"
"CELL_001640","H1975","DBL"
"CELL_003759","H1975","DBL"
"CELL_000299","H2228","SNG"
"CELL_002695","H1975","DBL"
"CELL_001391","H2228","DBL"
"CELL_002527","H1975","DBL"
"CELL_001424","H1975","DBL"
"CELL_001329","H1975","DBL"
"CELL_003009","H1975","DBL"
"CELL_001916","H1975","DBL"
"CELL_000870","H1975","DBL"
"CELL_001479","HCC827","DBL"
"CELL_000046","HCC827","SNG"
"CELL_003597","A549","DBL"
"CELL_001628","H1975","DBL"
"CELL_003692","H1975","DBL"
"CELL_002700","H1975","DBL"
"CELL_003436","HCC827","DBL"
"CELL_000238","H1975","SNG"
"CELL_001353","HCC827","DBL"
"CELL_003481","H2228","DBL"
"CELL_003336","H1975","DBL"
"CELL_002768","H1975","DBL"
"CELL_002413","H1975","DBL"
"CELL_001893","H1975","DBL"
"CELL_000978","HCC827","DBL"
"CELL_003497","H1975","DBL"
"CELL_001190","H1975","DBL"
"CELL_003887","H1975","DBL"
"CELL_003458","HCC827","DBL"
"CELL_003409","H2228","DBL"
"CELL_000121","H2228","SNG"
"CELL_000246","H2228","SNG"
"CELL_003297","H1975","DBL"
"CELL_001347","HCC827","DBL"
"CELL_000554","HCC827","DBL"
"CELL_002207","H2228","DBL"
"CELL_001340","H1975","DBL"
"CELL_001325","H1975","DBL"
"CELL_003045","H1975","DBL"
"CELL_001530","H1975","DBL"
"CELL_001941","H1975","DBL"
"CELL_002714","H1975","DBL"
"CELL_002333","H1975","DBL"
"CELL_003377","H2228","DBL"
"CELL_002357","H1975","DBL"
"CELL_001275","H1975","DBL"
"CELL_002790","A549","DBL"
"CELL_002039","H1975","DBL"
"CELL_001506","H1975","DBL"
"CELL_002669","A549","DBL"
"CELL_003414","H1975","DBL"
"CELL_003025","HCC827","DBL"
"CELL_003222","H1975","DBL"
"CELL_003993","H1975","DBL"
"CELL_002610","H2228","DBL"
"CELL_002277","H1975","DBL"
"CELL_001567","H1975","DBL"
"CELL_002761","H1975","DBL"
"CELL_000861","H1975","DBL"
"CELL_002383","H1975","DBL"
"CELL_001908","H1975","DBL"
"CELL_003784","H2228","DBL"
"CELL_001545","HCC827","DBL"
"CELL_002099","H1975","DBL"
"CELL_002417","H1975","DBL"
"CELL_003897","HCC827","DBL"
"CELL_002085","HCC827","DBL"
"CELL_000897","H2228","DBL"
"CELL_003312","H2228","DBL"
"CELL_001872","HCC827","SNG"
"CELL_003057","H2228","DBL"
"CELL_003888","H1975","DBL"
"CELL_003603","HCC827","DBL"
"CELL_003484","HCC827","DBL"
"CELL_001984","H2228","SNG"
"CELL_003859","H1975","DBL"
"CELL_003635","H2228","DBL"
"CELL_000144","H2228","DBL"
"CELL_003047","A549","DBL"
"CELL_003381","H1975","DBL"
"CELL_000769","H1975","DBL"
"CELL_003133","HCC827","DBL"
"CELL_001187","H1975","DBL"
"CELL_001727","H1975","DBL"
"CELL_003386","H1975","DBL"
"CELL_000759","H1975","DBL"
"CELL_003707","H1975","DBL"
"CELL_003550","H1975","DBL"
"CELL_002617","HCC827","DBL"
"CELL_002370","H1975","DBL"
"CELL_000236","HCC827","SNG"
"CELL_000140","H2228","SNG"
"CELL_000263","HCC827","DBL"
"CELL_002514","H1975","DBL"
"CELL_002924","HCC827","DBL"
"CELL_003795","H1975","DBL"
"CELL_001509","H1975","DBL"
"CELL_001689","H8383","DBL"
"CELL_001338","H1975","DBL"
"CELL_001070","HCC827","DBL"
"CELL_000680","H1975","DBL"
"CELL_001120","H1975","DBL"
"CELL_003167","H1975","DBL"
"CELL_001306","A549","DBL"
"CELL_002555","A549","DBL"
"CELL_003503","H1975","DBL"
"CELL_002635","HCC827","DBL"
"CELL_000173","H1975","SNG"
"CELL_001229","HCC827","DBL"
"CELL_000322","H1975","DBL"
"CELL_003839","H1975","DBL"
"CELL_002258","H2228","DBL"
"CELL_001801","HCC827","DBL"
"CELL_003862","H2228","DBL"
"CELL_001453","HCC827","DBL"
"CELL_000230","H1975","SNG"
"CELL_003822","H1975","DBL"
"CELL_003362","H2228","DBL"
"CELL_003217","H1975","DBL"
"CELL_003373","H1975","DBL"
"CELL_003713","H1975","SNG"
"CELL_000740","H1975","SNG"
"CELL_001796","HCC827","DBL"
"CELL_003774","A549","DBL"
"CELL_001390","H1975","DBL"
"CELL_003376","H2228","DBL"
"CELL_000596","H1975","DBL"
"CELL_000128","H2228","SNG"
"CELL_003033","A549","DBL"
"CELL_002078","H2228","DBL"
"CELL_000301","H1975","DBL"
"CELL_001176","H1975","DBL"
"CELL_001022","H1975","DBL"
"CELL_003753","H1975","DBL"
"CELL_001534","HCC827","DBL"
"CELL_003308","H1975","DBL"
"CELL_002918","H1975","DBL"
"CELL_001997","H1975","DBL"
"CELL_000106","H2228","SNG"
"CELL_000938","H1975","DBL"
"CELL_000247","H1975","SNG"
"CELL_001059","H1975","DBL"
"CELL_001007","HCC827","DBL"
"CELL_001430","H1975","DBL"
"CELL_000854","H1975","DBL"
"CELL_002701","H1975","DBL"
"CELL_002605","H2228","DBL"
"CELL_003596","H1975","DBL"
"CELL_001232","HCC827","DBL"
"CELL_000825","HCC827","DBL"
"CELL_002879","H2228","DBL"
"CELL_001439","H2228","DBL"
"CELL_001624","H1975","DBL"
"CELL_003321","H1975","DBL"
"CELL_001276","H2228","DBL"
"CELL_003309","HCC827","DBL"
"CELL_000115","HCC827","SNG"
"CELL_003717","H1975","DBL"
"CELL_003259","A549","DBL"
"CELL_002970","H1975","DBL"
"CELL_000233","H1975","SNG"
"CELL_000214","H1975","SNG"
"CELL_000076","H1975","SNG"
"CELL_003602","HCC827","DBL"
"CELL_002296","H1975","DBL"
"CELL_000811","HCC827","DBL"
"CELL_000083","HCC827","SNG"
"CELL_003291","H2228","DBL"
"CELL_001592","H1975","DBL"
"CELL_000973","HCC827","DBL"
"CELL_000175","H1975","SNG"
"CELL_003375","H1975","DBL"
"CELL_003771","H1975","DBL"
"CELL_000606","H1975","DBL"
"CELL_002630","HCC827","DBL"
"CELL_002374","H1975","DBL"
"CELL_000574","H1975","DBL"
"CELL_002310","HCC827","DBL"
"CELL_002942","H1975","DBL"
