"cell_name","cell_line_demuxlet","demuxlet_cls"
"Lib90_02471","A549","SNG"
"Lib90_01302","HCC827","SNG"
"Lib90_02994","H2228","SNG"
"Lib90_04177","HCC827","SNG"
"Lib90_04850","A549","DBL"
"Lib90_03102","A549","SNG"
"Lib90_00973","H8383","SNG"
"Lib90_01241","H2228","SNG"
"Lib90_00436","H8383","SNG"
"Lib90_02188","H1975","SNG"
"Lib90_03213","A549","SNG"
"Lib90_02128","H2228","SNG"
"Lib90_03564","H2228","SNG"
"Lib90_04434","H2228","DBL"
"Lib90_01012","HCC827","SNG"
"Lib90_03004","A549","SNG"
"Lib90_04575","H8383","SNG"
"Lib90_00562","H2228","DBL"
"Lib90_04511","H8383","DBL"
"Lib90_03050","H2228","SNG"
"Lib90_01328","H1975","SNG"
"Lib90_01383","H8383","SNG"
"Lib90_02220","A549","SNG"
"Lib90_01134","HCC827","SNG"
"Lib90_02255","A549","SNG"
"Lib90_03374","H8383","SNG"
"Lib90_02383","H8383","SNG"
"Lib90_00033","HCC827","SNG"
"Lib90_04427","H8383","SNG"
"Lib90_02239","A549","SNG"
"Lib90_00910","A549","SNG"
"Lib90_01441","H2228","SNG"
"Lib90_00419","H8383","SNG"
"Lib90_02588","A549","SNG"
"Lib90_02804","H8383","SNG"
"Lib90_01297","H2228","SNG"
"Lib90_03668","A549","SNG"
"Lib90_04643","H8383","SNG"
"Lib90_04510","H2228","SNG"
"Lib90_02113","H2228","SNG"
"Lib90_00807","H8383","SNG"
"Lib90_02650","H2228","SNG"
"Lib90_03636","H1975","SNG"
"Lib90_00904","H1975","SNG"
"Lib90_04766","HCC827","SNG"
"Lib90_00632","HCC827","SNG"
"Lib90_03157","A549","SNG"
"Lib90_00273","HCC827","SNG"
"Lib90_00283","H8383","SNG"
"Lib90_01220","H2228","SNG"
"Lib90_00811","HCC827","SNG"
"Lib90_04849","H1975","SNG"
"Lib90_02099","H8383","SNG"
"Lib90_00969","H1975","SNG"
"Lib90_00530","H8383","SNG"
"Lib90_00949","H8383","SNG"
"Lib90_03046","HCC827","SNG"
"Lib90_04365","H1975","SNG"
"Lib90_00736","H2228","SNG"
"Lib90_00922","H8383","SNG"
"Lib90_03618","H2228","SNG"
"Lib90_04433","H8383","SNG"
"Lib90_02415","A549","SNG"
"Lib90_04245","H1975","DBL"
"Lib90_01191","H2228","SNG"
"Lib90_04734","A549","DBL"
"Lib90_04848","H1975","DBL"
"Lib90_03419","H2228","SNG"
"Lib90_04765","A549","SNG"
"Lib90_03977","A549","SNG"
"Lib90_03807","H2228","SNG"
"Lib90_03370","A549","SNG"
"Lib90_03385","A549","SNG"
"Lib90_04030","H1975","SNG"
"Lib90_00960","H8383","SNG"
"Lib90_02744","HCC827","SNG"
"Lib90_04642","H8383","SNG"
"Lib90_04338","H2228","SNG"
"Lib90_02291","H2228","SNG"
"Lib90_01188","HCC827","DBL"
"Lib90_00636","H8383","SNG"
"Lib90_04469","H1975","SNG"
"Lib90_03696","H8383","SNG"
"Lib90_04297","H8383","SNG"
"Lib90_01570","H8383","DBL"
"Lib90_04795","H1975","DBL"
"Lib90_03466","A549","SNG"
"Lib90_04198","A549","SNG"
"Lib90_04641","HCC827","DBL"
"Lib90_03357","A549","SNG"
"Lib90_00579","H8383","SNG"
"Lib90_00882","H2228","SNG"
"Lib90_02702","A549","SNG"
"Lib90_04157","H8383","SNG"
"Lib90_00157","A549","DBL"
"Lib90_03090","HCC827","SNG"
"Lib90_01402","HCC827","SNG"
"Lib90_04404","HCC827","SNG"
"Lib90_03644","H2228","SNG"
"Lib90_00418","H1975","SNG"
"Lib90_04597","H8383","SNG"
"Lib90_01345","H2228","SNG"
"Lib90_03208","H2228","SNG"
"Lib90_02779","A549","SNG"
"Lib90_00135","HCC827","SNG"
"Lib90_03303","H8383","SNG"
"Lib90_03504","H8383","SNG"
"Lib90_04103","HCC827","SNG"
"Lib90_01240","H8383","SNG"
"Lib90_00039","HCC827","SNG"
"Lib90_02264","A549","SNG"
"Lib90_00174","HCC827","DBL"
"Lib90_01088","H1975","SNG"
"Lib90_01216","H2228","SNG"
"Lib90_00819","H2228","SNG"
"Lib90_01098","A549","SNG"
"Lib90_03684","H2228","SNG"
"Lib90_02931","A549","SNG"
"Lib90_00673","H8383","SNG"
"Lib90_01738","H2228","SNG"
"Lib90_01413","HCC827","SNG"
"Lib90_02716","A549","SNG"
"Lib90_00454","H8383","SNG"
"Lib90_04021","A549","SNG"
"Lib90_00114","H8383","SNG"
"Lib90_04711","H1975","SNG"
"Lib90_02184","H2228","SNG"
"Lib90_01438","H1975","SNG"
"Lib90_01077","H8383","SNG"
"Lib90_00542","HCC827","SNG"
"Lib90_01061","H2228","SNG"
"Lib90_01046","HCC827","SNG"
"Lib90_00589","H2228","SNG"
"Lib90_04166","H1975","SNG"
"Lib90_01800","H2228","SNG"
"Lib90_03179","HCC827","SNG"
"Lib90_03290","H2228","SNG"
"Lib90_00260","HCC827","SNG"
"Lib90_00073","H1975","DBL"
"Lib90_03302","A549","SNG"
"Lib90_00103","HCC827","SNG"
"Lib90_03975","A549","SNG"
"Lib90_00785","A549","SNG"
"Lib90_02660","A549","SNG"
"Lib90_04191","HCC827","SNG"
"Lib90_04910","H8383","SNG"
"Lib90_04689","H1975","DBL"
"Lib90_00111","H2228","DBL"
"Lib90_02877","A549","SNG"
"Lib90_02894","A549","SNG"
"Lib90_03801","H1975","SNG"
"Lib90_04909","H8383","DBL"
"Lib90_04138","HCC827","SNG"
"Lib90_00463","H8383","SNG"
"Lib90_01586","H2228","SNG"
"Lib90_01144","H2228","SNG"
"Lib90_00490","H8383","SNG"
"Lib90_02974","H2228","SNG"
"Lib90_04130","HCC827","SNG"
"Lib90_00247","H1975","SNG"
"Lib90_04449","HCC827","SNG"
"Lib90_02211","H2228","SNG"
"Lib90_01068","A549","SNG"
"Lib90_04908","HCC827","SNG"
"Lib90_04821","HCC827","DBL"
"Lib90_02462","A549","SNG"
"Lib90_03434","H1975","SNG"
"Lib90_03324","H8383","SNG"
"Lib90_04154","HCC827","SNG"
"Lib90_00624","H8383","SNG"
"Lib90_03982","HCC827","SNG"
"Lib90_00303","H8383","SNG"
"Lib90_03596","A549","DBL"
"Lib90_01327","HCC827","SNG"
"Lib90_04553","A549","DBL"
"Lib90_02893","A549","SNG"
"Lib90_00612","H1975","SNG"
"Lib90_03437","H2228","SNG"
"Lib90_00192","HCC827","SNG"
"Lib90_04067","H8383","SNG"
"Lib90_00648","H2228","SNG"
"Lib90_03178","HCC827","SNG"
"Lib90_00022","HCC827","SNG"
"Lib90_03025","A549","SNG"
"Lib90_03401","H2228","SNG"
"Lib90_04678","H8383","SNG"
"Lib90_01416","H8383","SNG"
"Lib90_01273","H8383","SNG"
"Lib90_01139","H8383","SNG"
"Lib90_01248","HCC827","SNG"
"Lib90_03137","H2228","SNG"
"Lib90_03957","A549","SNG"
"Lib90_00697","H2228","SNG"
"Lib90_03608","A549","SNG"
"Lib90_00024","H8383","DBL"
"Lib90_04957","H8383","SNG"
"Lib90_04820","HCC827","DBL"
"Lib90_02238","H2228","SNG"
"Lib90_01578","H8383","SNG"
"Lib90_00493","H8383","SNG"
"Lib90_02521","H8383","SNG"
"Lib90_02677","H1975","SNG"
"Lib90_03782","A549","SNG"
"Lib90_04036","A549","SNG"
"Lib90_03014","H1975","SNG"
"Lib90_03592","A549","SNG"
"Lib90_02523","H1975","SNG"
"Lib90_00585","H8383","SNG"
"Lib90_01143","H1975","SNG"
"Lib90_04323","HCC827","SNG"
"Lib90_03489","H2228","SNG"
"Lib90_03458","H2228","SNG"
"Lib90_00984","H8383","SNG"
"Lib90_02296","A549","SNG"
"Lib90_03447","A549","SNG"
"Lib90_03742","H2228","SNG"
"Lib90_04658","HCC827","SNG"
"Lib90_02559","A549","SNG"
"Lib90_01690","H8383","SNG"
"Lib90_03201","A549","SNG"
"Lib90_02596","A549","SNG"
"Lib90_00725","H8383","SNG"
"Lib90_00642","A549","SNG"
"Lib90_01247","H1975","SNG"
"Lib90_01888","A549","SNG"
"Lib90_03544","A549","SNG"
"Lib90_04482","H8383","SNG"
"Lib90_04248","A549","SNG"
"Lib90_04441","A549","SNG"
"Lib90_01211","HCC827","SNG"
"Lib90_04468","HCC827","SNG"
"Lib90_01898","HCC827","SNG"
"Lib90_01518","A549","SNG"
"Lib90_01755","A549","SNG"
"Lib90_03427","H2228","SNG"
"Lib90_02571","H8383","SNG"
"Lib90_00171","H1975","SNG"
"Lib90_01601","H8383","SNG"
"Lib90_04341","HCC827","SNG"
"Lib90_04409","HCC827","SNG"
"Lib90_01560","A549","SNG"
"Lib90_04185","A549","SNG"
"Lib90_04847","H2228","SNG"
"Lib90_04819","H8383","SNG"
"Lib90_03851","H8383","SNG"
"Lib90_03937","A549","SNG"
"Lib90_04629","HCC827","SNG"
"Lib90_01316","H1975","SNG"
"Lib90_02575","H8383","SNG"
"Lib90_03442","HCC827","SNG"
"Lib90_00654","A549","SNG"
"Lib90_02929","H8383","SNG"
"Lib90_02964","A549","SNG"
"Lib90_00895","H2228","SNG"
"Lib90_03284","H8383","SNG"
"Lib90_03733","H2228","SNG"
"Lib90_00676","HCC827","SNG"
"Lib90_04370","H2228","DBL"
"Lib90_03554","H2228","SNG"
"Lib90_02476","A549","SNG"
"Lib90_01790","HCC827","SNG"
"Lib90_02325","H8383","SNG"
"Lib90_04233","H1975","SNG"
"Lib90_01470","HCC827","SNG"
"Lib90_03698","H1975","SNG"
"Lib90_03648","HCC827","SNG"
"Lib90_04137","HCC827","SNG"
"Lib90_01904","A549","SNG"
"Lib90_03665","H1975","DBL"
"Lib90_01600","H8383","SNG"
"Lib90_00608","H2228","SNG"
"Lib90_01809","H2228","SNG"
"Lib90_00754","H8383","SNG"
"Lib90_00784","HCC827","SNG"
"Lib90_00372","HCC827","SNG"
"Lib90_01446","H2228","SNG"
"Lib90_03713","H2228","SNG"
"Lib90_01412","H2228","SNG"
"Lib90_04612","HCC827","DBL"
"Lib90_04640","H1975","SNG"
"Lib90_00735","H2228","SNG"
"Lib90_01265","H1975","SNG"
"Lib90_02194","H2228","SNG"
"Lib90_02160","A549","SNG"
"Lib90_01539","H1975","SNG"
"Lib90_03173","H1975","SNG"
"Lib90_03271","H8383","SNG"
"Lib90_03635","A549","SNG"
"Lib90_03020","HCC827","SNG"
"Lib90_00248","H8383","SNG"
"Lib90_01781","HCC827","SNG"
"Lib90_00503","H8383","SNG"
"Lib90_03729","A549","SNG"
"Lib90_02127","H2228","SNG"
"Lib90_02695","A549","SNG"
"Lib90_01808","H2228","SNG"
"Lib90_00710","HCC827","SNG"
"Lib90_00760","H1975","SNG"
"Lib90_04657","HCC827","SNG"
"Lib90_02029","H2228","SNG"
"Lib90_04677","H2228","DBL"
"Lib90_04426","H8383","SNG"
"Lib90_03971","HCC827","SNG"
"Lib90_00653","H8383","SNG"
"Lib90_02752","H1975","SNG"
"Lib90_02072","A549","SNG"
"Lib90_00245","H1975","SNG"
"Lib90_00892","H8383","SNG"
"Lib90_01852","H8383","SNG"
"Lib90_00397","H8383","SNG"
"Lib90_03728","HCC827","SNG"
"Lib90_04475","H8383","SNG"
"Lib90_03349","H8383","SNG"
"Lib90_02735","H2228","SNG"
"Lib90_02514","A549","SNG"
"Lib90_02382","A549","SNG"
"Lib90_02455","A549","SNG"
"Lib90_02205","H2228","SNG"
"Lib90_03890","A549","SNG"
"Lib90_03686","H2228","SNG"
"Lib90_00021","HCC827","SNG"
"Lib90_04906","H2228","SNG"
"Lib90_04474","A549","SNG"
"Lib90_04066","H8383","SNG"
"Lib90_00903","H8383","SNG"
"Lib90_01922","A549","SNG"
"Lib90_00115","HCC827","SNG"
"Lib90_03831","HCC827","SNG"
"Lib90_00605","H8383","SNG"
"Lib90_00649","HCC827","SNG"
"Lib90_03931","H8383","SNG"
"Lib90_03864","A549","SNG"
"Lib90_00263","HCC827","SNG"
"Lib90_00244","A549","DBL"
"Lib90_03099","H2228","SNG"
"Lib90_00572","H8383","SNG"
"Lib90_00607","H1975","SNG"
"Lib90_02109","A549","SNG"
"Lib90_01422","H8383","SNG"
"Lib90_00311","A549","SNG"
"Lib90_03441","H1975","SNG"
"Lib90_01163","H8383","SNG"
"Lib90_01017","H8383","SNG"
"Lib90_00399","H8383","SNG"
"Lib90_01521","H2228","SNG"
"Lib90_01434","H8383","DBL"
"Lib90_00328","H2228","DBL"
"Lib90_01785","H1975","SNG"
"Lib90_02433","A549","SNG"
"Lib90_00086","HCC827","SNG"
"Lib90_00869","H2228","SNG"
"Lib90_01773","A549","SNG"
"Lib90_01770","H8383","SNG"
"Lib90_00966","H2228","SNG"
"Lib90_00126","H8383","SNG"
"Lib90_01633","HCC827","SNG"
"Lib90_03089","HCC827","SNG"
"Lib90_03241","H8383","SNG"
"Lib90_02884","H1975","SNG"
"Lib90_02397","A549","SNG"
"Lib90_03436","A549","SNG"
"Lib90_03457","H2228","SNG"
"Lib90_02034","A549","SNG"
"Lib90_00425","H8383","SNG"
"Lib90_03183","A549","SNG"
"Lib90_00985","H2228","SNG"
"Lib90_04656","H8383","SNG"
"Lib90_01884","A549","SNG"
"Lib90_03252","H2228","SNG"
"Lib90_01639","A549","SNG"
"Lib90_03418","H1975","SNG"
"Lib90_04170","H2228","DBL"
"Lib90_02432","H2228","SNG"
"Lib90_04497","H8383","DBL"
"Lib90_03981","H8383","SNG"
"Lib90_00405","HCC827","SNG"
"Lib90_03537","A549","SNG"
"Lib90_02774","A549","SNG"
"Lib90_01978","H2228","SNG"
"Lib90_00222","H8383","DBL"
"Lib90_04206","HCC827","SNG"
"Lib90_00552","HCC827","SNG"
"Lib90_04596","H8383","SNG"
"Lib90_03435","A549","SNG"
"Lib90_04432","H1975","SNG"
"Lib90_01307","A549","SNG"
"Lib90_01854","HCC827","SNG"
"Lib90_01527","H2228","SNG"
"Lib90_03440","H2228","SNG"
"Lib90_04794","HCC827","DBL"
"Lib90_03812","A549","SNG"
"Lib90_00690","H8383","SNG"
"Lib90_01426","H2228","SNG"
"Lib90_01368","H1975","SNG"
"Lib90_04956","H2228","DBL"
"Lib90_03741","A549","SNG"
"Lib90_02963","H8383","SNG"
"Lib90_01228","H2228","SNG"
"Lib90_02892","HCC827","SNG"
"Lib90_00609","H2228","SNG"
"Lib90_03112","H8383","SNG"
"Lib90_01731","H2228","SNG"
"Lib90_01107","A549","SNG"
"Lib90_04302","HCC827","SNG"
"Lib90_03248","A549","SNG"
"Lib90_01659","H8383","SNG"
"Lib90_01501","HCC827","SNG"
"Lib90_04088","H1975","SNG"
"Lib90_02428","A549","SNG"
"Lib90_00520","HCC827","SNG"
"Lib90_00983","H2228","SNG"
"Lib90_04431","HCC827","SNG"
"Lib90_01340","HCC827","SNG"
"Lib90_00300","H1975","SNG"
"Lib90_02179","HCC827","SNG"
"Lib90_04955","H1975","DBL"
"Lib90_00526","H8383","SNG"
"Lib90_01320","H8383","SNG"
"Lib90_01621","H8383","SNG"
"Lib90_00856","H2228","SNG"
"Lib90_04220","HCC827","SNG"
"Lib90_02908","A549","SNG"
"Lib90_01342","HCC827","SNG"
"Lib90_02126","A549","SNG"
"Lib90_00512","HCC827","SNG"
"Lib90_00308","H2228","SNG"
"Lib90_04417","H2228","DBL"
"Lib90_02359","A549","SNG"
"Lib90_01301","H2228","SNG"
"Lib90_03247","H2228","SNG"
"Lib90_03259","H2228","SNG"
"Lib90_02700","HCC827","SNG"
"Lib90_01043","H2228","SNG"
"Lib90_04764","HCC827","DBL"
"Lib90_00268","H8383","SNG"
"Lib90_04046","H1975","SNG"
"Lib90_03800","A549","SNG"
"Lib90_03364","H8383","SNG"
"Lib90_00744","H8383","SNG"
"Lib90_03196","A549","SNG"
"Lib90_00986","H1975","SNG"
"Lib90_03901","H8383","SNG"
"Lib90_00148","H1975","SNG"
"Lib90_01620","H2228","SNG"
"Lib90_00880","H2228","SNG"
"Lib90_01475","H8383","DBL"
"Lib90_01995","A549","SNG"
"Lib90_04162","H8383","SNG"
"Lib90_02033","A549","SNG"
"Lib90_02355","H2228","SNG"
"Lib90_02323","A549","SNG"
"Lib90_03388","H2228","SNG"
"Lib90_04007","A549","SNG"
"Lib90_02424","H2228","SNG"
"Lib90_03295","A549","SNG"
"Lib90_01717","H1975","SNG"
"Lib90_03057","A549","SNG"
"Lib90_03003","A549","SNG"
"Lib90_00567","H8383","SNG"
"Lib90_02684","H8383","SNG"
"Lib90_03532","A549","SNG"
"Lib90_02392","A549","SNG"
"Lib90_00355","H8383","SNG"
"Lib90_02138","H2228","SNG"
"Lib90_04733","HCC827","SNG"
"Lib90_03195","HCC827","SNG"
"Lib90_01958","H1975","SNG"
"Lib90_00768","H1975","SNG"
"Lib90_03043","H1975","SNG"
"Lib90_03964","H8383","SNG"
"Lib90_00519","H8383","SNG"
"Lib90_02954","H2228","SNG"
"Lib90_01931","H2228","SNG"
"Lib90_04176","H8383","SNG"
"Lib90_00595","H2228","SNG"
"Lib90_02396","H2228","SNG"
"Lib90_00453","H8383","SNG"
"Lib90_03205","HCC827","SNG"
"Lib90_03087","H8383","SNG"
"Lib90_00324","HCC827","SNG"
"Lib90_00602","H1975","SNG"
"Lib90_03188","H8383","SNG"
"Lib90_01799","A549","SNG"
"Lib90_02820","A549","SNG"
"Lib90_04261","H2228","DBL"
"Lib90_03191","A549","SNG"
"Lib90_02364","H2228","SNG"
"Lib90_01431","HCC827","SNG"
"Lib90_03702","A549","SNG"
"Lib90_02388","HCC827","SNG"
"Lib90_02112","A549","SNG"
"Lib90_01114","H8383","SNG"
"Lib90_03979","A549","SNG"
"Lib90_03019","A549","SNG"
"Lib90_04019","A549","SNG"
"Lib90_01474","H2228","SNG"
"Lib90_01480","H2228","SNG"
"Lib90_02098","H1975","SNG"
"Lib90_01461","H1975","SNG"
"Lib90_03841","A549","SNG"
"Lib90_02435","H2228","SNG"
"Lib90_01552","H2228","SNG"
"Lib90_04320","HCC827","SNG"
"Lib90_01730","H2228","SNG"
"Lib90_04462","HCC827","SNG"
"Lib90_01326","H8383","SNG"
"Lib90_01473","H2228","SNG"
"Lib90_04793","H2228","DBL"
"Lib90_04342","HCC827","DBL"
"Lib90_04954","H8383","SNG"
"Lib90_02142","A549","SNG"
"Lib90_02638","A549","SNG"
"Lib90_01269","H2228","SNG"
"Lib90_00897","H2228","SNG"
"Lib90_02541","H8383","SNG"
"Lib90_01596","A549","SNG"
"Lib90_03735","A549","SNG"
"Lib90_00377","HCC827","SNG"
"Lib90_03671","H2228","SNG"
"Lib90_04818","HCC827","DBL"
"Lib90_03515","H8383","SNG"
"Lib90_01456","H8383","SNG"
"Lib90_03509","A549","SNG"
"Lib90_01569","HCC827","SNG"
"Lib90_04876","HCC827","SNG"
"Lib90_02953","H2228","SNG"
"Lib90_01767","HCC827","SNG"
"Lib90_02564","H8383","SNG"
"Lib90_03095","H2228","SNG"
"Lib90_03164","HCC827","SNG"
"Lib90_02055","H2228","SNG"
"Lib90_03557","HCC827","SNG"
"Lib90_04953","H2228","DBL"
"Lib90_00492","H8383","SNG"
"Lib90_02437","A549","SNG"
"Lib90_01962","H8383","SNG"
"Lib90_03534","H2228","SNG"
"Lib90_00740","A549","SNG"
"Lib90_03130","HCC827","SNG"
"Lib90_02693","A549","SNG"
"Lib90_04875","HCC827","SNG"
"Lib90_03187","A549","SNG"
"Lib90_00853","H8383","SNG"
"Lib90_02368","A549","SNG"
"Lib90_02254","H2228","SNG"
"Lib90_00270","H2228","SNG"
"Lib90_02248","H2228","SNG"
"Lib90_03969","H2228","SNG"
"Lib90_00783","H8383","SNG"
"Lib90_03461","HCC827","SNG"
"Lib90_03856","A549","SNG"
"Lib90_01076","H1975","SNG"
"Lib90_01985","H2228","SNG"
"Lib90_03266","A549","SNG"
"Lib90_00958","A549","SNG"
"Lib90_00633","H8383","SNG"
"Lib90_03870","A549","SNG"
"Lib90_00617","H2228","DBL"
"Lib90_01021","HCC827","SNG"
"Lib90_00652","H2228","SNG"
"Lib90_00146","H8383","SNG"
"Lib90_01120","HCC827","SNG"
"Lib90_02266","A549","SNG"
"Lib90_02649","A549","SNG"
"Lib90_03652","A549","SNG"
"Lib90_03273","H8383","SNG"
"Lib90_04525","H1975","SNG"
"Lib90_02517","H2228","SNG"
"Lib90_00747","HCC827","SNG"
"Lib90_00318","H8383","SNG"
"Lib90_01485","A549","SNG"
"Lib90_02939","H8383","SNG"
"Lib90_02838","H8383","SNG"
"Lib90_03563","A549","SNG"
"Lib90_04225","HCC827","SNG"
"Lib90_04102","H2228","SNG"
"Lib90_01703","H2228","SNG"
"Lib90_03597","A549","SNG"
"Lib90_03465","H8383","SNG"
"Lib90_01917","HCC827","SNG"
"Lib90_01520","H2228","SNG"
"Lib90_01325","H2228","SNG"
"Lib90_00651","H8383","SNG"
"Lib90_02047","A549","SNG"
"Lib90_02170","H8383","SNG"
"Lib90_00694","H2228","SNG"
"Lib90_01082","A549","SNG"
"Lib90_01000","HCC827","SNG"
"Lib90_02322","A549","SNG"
"Lib90_00830","H8383","SNG"
"Lib90_04045","H8383","SNG"
"Lib90_04845","H8383","DBL"
"Lib90_04267","H2228","DBL"
"Lib90_00071","HCC827","SNG"
"Lib90_04196","H8383","SNG"
"Lib90_02427","H1975","SNG"
"Lib90_01851","H8383","SNG"
"Lib90_02595","A549","SNG"
"Lib90_00584","HCC827","SNG"
"Lib90_04574","H8383","SNG"
"Lib90_00999","H8383","SNG"
"Lib90_04352","HCC827","SNG"
"Lib90_01722","A549","SNG"
"Lib90_03444","A549","SNG"
"Lib90_04763","HCC827","SNG"
"Lib90_00948","H8383","SNG"
"Lib90_03784","H2228","SNG"
"Lib90_01037","H1975","SNG"
"Lib90_02679","A549","SNG"
"Lib90_02154","A549","SNG"
"Lib90_01379","H2228","SNG"
"Lib90_01807","H1975","SNG"
"Lib90_00036","HCC827","SNG"
"Lib90_01945","A549","SNG"
"Lib90_01582","H1975","SNG"
"Lib90_04219","H2228","DBL"
"Lib90_00285","HCC827","SNG"
"Lib90_02807","A549","SNG"
"Lib90_01727","H8383","SNG"
"Lib90_03155","H8383","SNG"
"Lib90_02452","A549","SNG"
"Lib90_01280","H2228","SNG"
"Lib90_02902","A549","SNG"
"Lib90_00207","H8383","SNG"
"Lib90_04120","H8383","SNG"
"Lib90_03936","A549","SNG"
"Lib90_04562","HCC827","SNG"
"Lib90_02175","A549","SNG"
"Lib90_01708","HCC827","SNG"
"Lib90_00749","H2228","SNG"
"Lib90_03697","A549","DBL"
"Lib90_04236","HCC827","SNG"
"Lib90_01137","H2228","SNG"
"Lib90_03212","A549","SNG"
"Lib90_01451","H8383","SNG"
"Lib90_04079","H1975","SNG"
"Lib90_03599","H2228","SNG"
"Lib90_01735","H8383","SNG"
