"cell_name","cell_line_demuxlet","demuxlet_cls"
"A24","H8383","SNG"
"J16","A549","SNG"
"A7","A549","SNG"
"O19","HCC827","SNG"
"J15","H1975","SNG"
"C23","H8383","DBL"
"H13","A549","SNG"
"I23","A549","SNG"
"E13","H8383","SNG"
"P15","H2228","SNG"
"L17","A549","SNG"
"L5","A549","SNG"
"N24","H8383","SNG"
"E20","A549","SNG"
"K4","H8383","SNG"
"K1","A549","DBL"
"E22","H8383","SNG"
"J18","H8383","SNG"
"N4","A549","SNG"
"E3","A549","SNG"
"C21","H2228","SNG"
"E21","A549","SNG"
"F12","H8383","SNG"
"L21","A549","DBL"
"C19","H1975","SNG"
"H1","A549","SNG"
"P7","A549","DBL"
"K11","A549","SNG"
"M21","A549","DBL"
"F22","A549","DBL"
"E2","A549","SNG"
"L3","H1975","DBL"
"M12","H8383","DBL"
"C13","H2228","SNG"
"N13","HCC827","SNG"
"M18","HCC827","DBL"
"G10","A549","SNG"
"D22","H2228","DBL"
"E1","H8383","DBL"
"L23","HCC827","DBL"
"L8","H2228","SNG"
"N9","H2228","SNG"
"G14","H2228","SNG"
"C2","H1975","SNG"
