"cell_name","cell_line_demuxlet","demuxlet_cls"
"E14","H2228","SNG"
"P19","H1975","DBL"
"M11","H2228","SNG"
"D16","H1975","SNG"
"C11","H2228","SNG"
"J16","H1975","DBL"
"A7","HCC827","SNG"
"O19","A549","DBL"
"J15","H1975","SNG"
"C23","H1975","SNG"
"H13","H2228","SNG"
"I23","H1975","SNG"
"E13","H1975","SNG"
"P15","H2228","DBL"
"L17","HCC827","SNG"
"L5","H2228","DBL"
"N24","HCC827","DBL"
"E20","H2228","SNG"
"K4","H1975","SNG"
"K1","H8383","DBL"
"E22","H2228","SNG"
"J18","H1975","DBL"
"N4","HCC827","SNG"
"C21","H2228","SNG"
"F12","H2228","SNG"
"L21","H8383","SNG"
"C19","H2228","SNG"
"H1","H2228","SNG"
"P7","H1975","SNG"
"K11","H1975","SNG"
"M21","H1975","SNG"
"F22","H1975","SNG"
"E2","H2228","DBL"
"L3","H2228","SNG"
"M12","HCC827","SNG"
"C13","H2228","SNG"
"N13","H2228","SNG"
"M18","H8383","DBL"
"G10","HCC827","SNG"
"D22","H2228","SNG"
"E1","H1975","DBL"
"L23","HCC827","SNG"
"L8","HCC827","DBL"
"N9","H2228","DBL"
"K17","H2228","SNG"
"G14","H1975","SNG"
"C2","HCC827","DBL"
