"cell_name","cell_line_demuxlet","demuxlet_cls"
"L12","H2228","DBL"
"O20","A549","DBL"
"J21","A549","DBL"
"B24","A549","DBL"
"L11","HCC827","DBL"
"I24","A549","DBL"
"K21","HCC827","DBL"
"N7","HCC827","SNG"
"O18","A549","SNG"
"D10","H1975","SNG"
"K23","A549","DBL"
"B8","A549","DBL"
"J17","H8383","DBL"
"I16","HCC827","DBL"
"P9","H8383","SNG"
"J8","A549","DBL"
"D4","H1975","SNG"
"I3","A549","DBL"
"L1","HCC827","DBL"
"I9","H2228","DBL"
"C4","A549","SNG"
"O1","A549","DBL"
"O16","H2228","DBL"
"C15","A549","DBL"
"A12","A549","SNG"
"J20","H8383","DBL"
"B7","H2228","DBL"
"I14","H8383","DBL"
"F20","A549","DBL"
"A13","H8383","SNG"
"P16","H1975","DBL"
"J12","A549","DBL"
"L7","A549","DBL"
"D24","A549","DBL"
"O17","H1975","SNG"
"G7","H8383","SNG"
"M13","A549","DBL"
"J22","A549","DBL"
"C22","A549","SNG"
"L13","H1975","SNG"
"D8","A549","DBL"
"B1","H1975","DBL"
"A6","H8383","SNG"
"O14","A549","DBL"
"P8","H8383","DBL"
"F6","A549","DBL"
"F16","A549","DBL"
"D13","A549","DBL"
"A9","A549","DBL"
"G4","H1975","SNG"
"G9","H2228","SNG"
"M10","H2228","DBL"
"I18","H2228","DBL"
"M4","H1975","DBL"
"L22","H2228","DBL"
"B10","A549","DBL"
"K12","H2228","DBL"
"A20","A549","SNG"
"J24","H2228","DBL"
"N20","H8383","DBL"
"J6","A549","SNG"
"M20","H8383","DBL"
"O8","H8383","SNG"
"O2","A549","DBL"
"B9","H8383","DBL"
"C12","A549","SNG"
"L18","H8383","SNG"
"N1","A549","DBL"
"B12","H8383","SNG"
"F11","H8383","SNG"
"N19","A549","DBL"
"J19","H2228","SNG"
"H18","A549","DBL"
"D5","H2228","DBL"
"G17","H2228","SNG"
"C14","A549","SNG"
"K9","H8383","SNG"
"F17","H2228","SNG"
"P14","A549","DBL"
"H8","H8383","DBL"
"O13","A549","SNG"
"C3","A549","SNG"
"N3","H1975","SNG"
"H19","H2228","DBL"
"D15","H8383","DBL"
"C18","HCC827","SNG"
"E4","A549","DBL"
"M8","H8383","DBL"
"G1","A549","SNG"
"O9","A549","SNG"
"G23","HCC827","DBL"
"D11","H2228","DBL"
"M2","A549","SNG"
"M5","HCC827","DBL"
"G13","H2228","SNG"
"O10","H1975","DBL"
"A3","H2228","SNG"
"P5","HCC827","SNG"
"J4","HCC827","DBL"
"N16","H1975","SNG"
"C20","H8383","DBL"
"H6","H8383","DBL"
"P13","H8383","SNG"
"G19","HCC827","SNG"
"E16","A549","SNG"
"E6","A549","DBL"
"F21","A549","DBL"
"A1","H2228","SNG"
"G8","A549","SNG"
"F24","H2228","DBL"
"K3","H8383","SNG"
"N23","H8383","DBL"
"P17","A549","DBL"
"N17","A549","DBL"
"M1","H8383","SNG"
"L24","A549","DBL"
"A14","A549","DBL"
"A4","A549","SNG"
"F4","H2228","SNG"
"I21","H1975","SNG"
"O11","H8383","SNG"
"B23","H8383","DBL"
"H4","A549","DBL"
"E11","H8383","SNG"
"D14","H1975","SNG"
"J3","H8383","SNG"
"K18","HCC827","SNG"
"B16","H2228","DBL"
"G12","HCC827","SNG"
"J5","H8383","SNG"
"N2","A549","DBL"
"F10","A549","DBL"
"N21","H8383","SNG"
"H2","A549","DBL"
"B17","A549","DBL"
"H16","H8383","SNG"
"G11","HCC827","SNG"
"F2","A549","SNG"
"P4","A549","DBL"
"F14","A549","DBL"
"F18","A549","DBL"
"J9","H8383","SNG"
"F13","H1975","SNG"
"O7","HCC827","SNG"
"E10","H2228","SNG"
"C6","H1975","SNG"
"I4","H2228","SNG"
"B21","A549","DBL"
"J7","H8383","SNG"
"A2","A549","SNG"
"N10","A549","DBL"
"D18","HCC827","SNG"
"M22","H2228","SNG"
"D17","H2228","SNG"
"P6","A549","DBL"
"O24","A549","SNG"
"A21","H1975","DBL"
"E7","A549","DBL"
"H14","H1975","DBL"
"A5","H2228","SNG"
"B13","A549","SNG"
"P21","A549","SNG"
"J23","H8383","DBL"
"K20","A549","SNG"
"M3","H8383","SNG"
"O5","A549","SNG"
"B4","H1975","DBL"
"A23","H8383","DBL"
"E14","H1975","DBL"
"P19","A549","DBL"
"M11","H8383","SNG"
"D16","H1975","SNG"
"C11","H1975","SNG"
"A24","H8383","DBL"
"J16","H2228","SNG"
"A7","H1975","DBL"
"O19","H1975","SNG"
"J15","HCC827","DBL"
"C23","H1975","DBL"
"H13","HCC827","SNG"
"I23","A549","DBL"
"E13","HCC827","DBL"
"P15","A549","SNG"
"L17","H8383","SNG"
"L5","H8383","DBL"
"N24","H8383","DBL"
"E20","H8383","SNG"
"K4","H2228","DBL"
"K1","A549","DBL"
"E22","H2228","DBL"
"J18","A549","DBL"
"N4","H8383","SNG"
"E3","A549","DBL"
"C21","HCC827","DBL"
"E21","A549","DBL"
"F12","A549","DBL"
"L21","A549","DBL"
"C19","HCC827","DBL"
"H1","H2228","DBL"
"P7","H1975","SNG"
"K11","A549","SNG"
"M21","H2228","SNG"
"F22","H2228","DBL"
"E2","HCC827","SNG"
"L3","A549","DBL"
"M12","H1975","SNG"
"C13","H8383","SNG"
"N13","H2228","SNG"
"M18","H8383","SNG"
"G10","H8383","SNG"
"D22","A549","SNG"
"E1","H1975","DBL"
"L23","H8383","DBL"
"L8","HCC827","DBL"
"N9","H2228","SNG"
"G14","A549","DBL"
"C2","HCC827","SNG"
