"cell_name","cell_line_demuxlet","demuxlet_cls"
"CELL_003399","HCC827","DBL"
"CELL_003786","H1975","DBL"
"CELL_000347","H2228","SNG"
"CELL_001115","HCC827","SNG"
"CELL_000284","HCC827","SNG"
"CELL_001377","HCC827","SNG"
"CELL_000124","H1975","SNG"
"CELL_002299","HCC827","DBL"
"CELL_001262","H1975","SNG"
"CELL_000546","H2228","SNG"
"CELL_001209","HCC827","SNG"
"CELL_002738","HCC827","DBL"
"CELL_000849","H2228","SNG"
"CELL_003517","HCC827","DBL"
"CELL_003617","HCC827","DBL"
"CELL_001402","HCC827","SNG"
"CELL_003940","HCC827","DBL"
"CELL_002997","HCC827","DBL"
"CELL_001781","H2228","DBL"
"CELL_003953","HCC827","DBL"
"CELL_003862","H1975","DBL"
"CELL_002111","HCC827","DBL"
"CELL_001498","H1975","DBL"
"CELL_002699","HCC827","DBL"
"CELL_003747","HCC827","DBL"
"CELL_000761","H2228","SNG"
"CELL_002779","HCC827","DBL"
"CELL_003327","H1975","DBL"
"CELL_003570","HCC827","DBL"
"CELL_003694","H2228","DBL"
"CELL_000548","H2228","SNG"
"CELL_000247","H1975","SNG"
"CELL_003939","HCC827","DBL"
"CELL_001301","H1975","DBL"
"CELL_002026","H1975","DBL"
"CELL_002773","HCC827","DBL"
"CELL_003757","H1975","DBL"
"CELL_002883","H1975","DBL"
"CELL_000598","HCC827","SNG"
"CELL_002100","HCC827","DBL"
"CELL_000185","HCC827","SNG"
"CELL_001499","H1975","DBL"
"CELL_003620","H1975","DBL"
"CELL_002915","H1975","DBL"
"CELL_003595","H2228","DBL"
"CELL_000389","H1975","SNG"
"CELL_001044","HCC827","SNG"
"CELL_002737","H1975","DBL"
"CELL_001843","HCC827","DBL"
"CELL_002491","H1975","DBL"
"CELL_001340","H1975","DBL"
"CELL_000771","H1975","SNG"
"CELL_001438","HCC827","DBL"
"CELL_000197","H2228","SNG"
"CELL_003715","H1975","DBL"
"CELL_003367","H2228","DBL"
"CELL_001797","H1975","DBL"
"CELL_003391","HCC827","DBL"
"CELL_000370","HCC827","SNG"
"CELL_000381","HCC827","SNG"
"CELL_003895","HCC827","DBL"
"CELL_000157","H1975","SNG"
"CELL_001478","HCC827","SNG"
"CELL_001786","HCC827","DBL"
"CELL_002029","H1975","DBL"
"CELL_003333","HCC827","DBL"
"CELL_002669","HCC827","DBL"
"CELL_000400","H2228","SNG"
"CELL_001238","HCC827","SNG"
"CELL_001168","H1975","DBL"
"CELL_000240","H2228","SNG"
"CELL_001812","HCC827","DBL"
"CELL_002410","HCC827","DBL"
"CELL_001552","H1975","DBL"
"CELL_001559","H1975","DBL"
"CELL_002482","HCC827","DBL"
"CELL_002423","H1975","DBL"
"CELL_002668","HCC827","DBL"
"CELL_002394","HCC827","DBL"
"CELL_002418","HCC827","DBL"
"CELL_000266","HCC827","SNG"
"CELL_002645","H2228","DBL"
"CELL_002842","HCC827","DBL"
"CELL_003121","H2228","DBL"
"CELL_002660","H1975","DBL"
"CELL_000373","HCC827","SNG"
"CELL_003952","HCC827","DBL"
"CELL_000153","H2228","SNG"
"CELL_001580","H1975","DBL"
"CELL_003901","H1975","DBL"
"CELL_001606","H1975","SNG"
"CELL_001059","H1975","SNG"
"CELL_002383","HCC827","DBL"
"CELL_003612","H2228","DBL"
"CELL_002511","HCC827","DBL"
"CELL_002914","HCC827","DBL"
"CELL_000098","H1975","SNG"
"CELL_003970","H1975","DBL"
"CELL_003846","H1975","DBL"
"CELL_001963","HCC827","DBL"
"CELL_003742","H1975","DBL"
"CELL_001716","H1975","DBL"
"CELL_000323","HCC827","SNG"
"CELL_003542","H1975","DBL"
"CELL_002044","HCC827","DBL"
"CELL_003679","HCC827","DBL"
"CELL_002963","H2228","DBL"
"CELL_000339","H2228","SNG"
"CELL_003083","H1975","DBL"
"CELL_001456","H1975","SNG"
"CELL_000207","HCC827","SNG"
"CELL_001201","H1975","SNG"
"CELL_001600","H1975","DBL"
"CELL_000251","HCC827","SNG"
"CELL_000980","H2228","SNG"
"CELL_001032","HCC827","SNG"
"CELL_001421","H1975","SNG"
"CELL_003071","H1975","DBL"
"CELL_003362","HCC827","DBL"
"CELL_000880","H1975","SNG"
"CELL_000387","H1975","SNG"
"CELL_001277","H2228","DBL"
"CELL_002428","H2228","DBL"
"CELL_000757","H1975","SNG"
"CELL_001651","H1975","DBL"
"CELL_003114","HCC827","DBL"
"CELL_001387","HCC827","SNG"
"CELL_001761","HCC827","DBL"
"CELL_003537","HCC827","DBL"
"CELL_000367","HCC827","SNG"
"CELL_003179","H2228","DBL"
"CELL_003320","HCC827","DBL"
"CELL_003594","H1975","DBL"
"CELL_000568","H2228","SNG"
"CELL_000828","H2228","SNG"
"CELL_003226","H1975","DBL"
"CELL_003135","HCC827","DBL"
"CELL_002007","H2228","DBL"
"CELL_002055","H2228","DBL"
"CELL_002303","HCC827","DBL"
"CELL_002913","HCC827","DBL"
"CELL_002856","H1975","DBL"
"CELL_001208","HCC827","SNG"
"CELL_000041","HCC827","SNG"
"CELL_003730","H1975","DBL"
"CELL_001866","HCC827","DBL"
"CELL_003266","H2228","DBL"
"CELL_003006","H1975","DBL"
"CELL_002814","H1975","DBL"
"CELL_002720","H1975","DBL"
"CELL_001314","HCC827","SNG"
"CELL_001608","H1975","DBL"
"CELL_003646","H2228","DBL"
"CELL_000549","H1975","SNG"
"CELL_001870","H2228","DBL"
"CELL_001040","HCC827","SNG"
"CELL_001708","H1975","SNG"
"CELL_002244","HCC827","DBL"
"CELL_000759","H1975","SNG"
"CELL_003265","H1975","DBL"
"CELL_003800","H1975","DBL"
"CELL_003390","H8383","DBL"
"CELL_000151","HCC827","SNG"
"CELL_001219","H1975","SNG"
"CELL_000209","HCC827","SNG"
"CELL_003516","H1975","DBL"
"CELL_001757","H1975","DBL"
"CELL_000396","HCC827","SNG"
"CELL_000904","H1975","SNG"
"CELL_001369","H2228","DBL"
"CELL_000056","HCC827","SNG"
"CELL_001841","H1975","DBL"
"CELL_001862","HCC827","DBL"
"CELL_000350","H2228","SNG"
"CELL_002273","HCC827","DBL"
"CELL_003056","HCC827","DBL"
"CELL_000146","HCC827","SNG"
"CELL_002252","H1975","DBL"
"CELL_001656","HCC827","DBL"
"CELL_001287","H1975","SNG"
"CELL_001902","HCC827","DBL"
"CELL_002279","HCC827","DBL"
"CELL_002863","HCC827","DBL"
"CELL_003655","HCC827","DBL"
"CELL_001333","H2228","DBL"
"CELL_003574","HCC827","DBL"
"CELL_001520","H1975","DBL"
"CELL_000485","H1975","SNG"
"CELL_003022","HCC827","DBL"
"CELL_003741","HCC827","SNG"
"CELL_001152","HCC827","SNG"
"CELL_000119","HCC827","SNG"
"CELL_002795","HCC827","SNG"
"CELL_001043","HCC827","SNG"
"CELL_000287","H1975","SNG"
"CELL_000436","H2228","SNG"
"CELL_000845","H1975","SNG"
"CELL_002350","H1975","DBL"
"CELL_003065","HCC827","DBL"
"CELL_003923","HCC827","DBL"
"CELL_000905","H2228","SNG"
"CELL_002789","HCC827","DBL"
"CELL_003815","H1975","DBL"
"CELL_000884","H2228","SNG"
"CELL_003042","HCC827","DBL"
"CELL_001739","H1975","DBL"
"CELL_000052","HCC827","SNG"
"CELL_003059","H2228","DBL"
"CELL_003286","H1975","DBL"
"CELL_000223","HCC827","SNG"
"CELL_003375","HCC827","DBL"
"CELL_003243","H1975","DBL"
"CELL_001798","HCC827","DBL"
"CELL_003254","HCC827","DBL"
"CELL_001985","H2228","DBL"
"CELL_000929","H1975","SNG"
"CELL_000133","H1975","SNG"
"CELL_003108","HCC827","DBL"
"CELL_003964","H1975","DBL"
"CELL_003675","HCC827","DBL"
"CELL_000274","H1975","SNG"
"CELL_002533","H1975","DBL"
"CELL_000246","H2228","SNG"
"CELL_000285","HCC827","SNG"
"CELL_002497","H1975","DBL"
"CELL_000242","H1975","SNG"
"CELL_003628","H1975","DBL"
"CELL_000872","HCC827","SNG"
"CELL_001105","HCC827","SNG"
"CELL_002950","H2228","DBL"
"CELL_002481","HCC827","DBL"
"CELL_000832","H2228","SNG"
"CELL_000005","HCC827","SNG"
"CELL_000976","H1975","SNG"
"CELL_001138","H1975","DBL"
"CELL_000465","H1975","SNG"
"CELL_002169","H1975","DBL"
"CELL_003120","H1975","DBL"
"CELL_000202","H2228","SNG"
"CELL_000167","H1975","SNG"
"CELL_000460","H1975","SNG"
"CELL_002229","HCC827","DBL"
"CELL_001217","HCC827","SNG"
"CELL_003770","HCC827","DBL"
"CELL_003534","HCC827","DBL"
"CELL_001019","HCC827","SNG"
"CELL_003627","HCC827","DBL"
"CELL_000090","HCC827","SNG"
"CELL_000688","H2228","SNG"
"CELL_003495","H2228","DBL"
"CELL_000769","HCC827","SNG"
"CELL_003804","HCC827","DBL"
"CELL_003795","H2228","DBL"
"CELL_001566","HCC827","DBL"
"CELL_002984","HCC827","DBL"
"CELL_000881","H2228","SNG"
"CELL_003674","H1975","DBL"
"CELL_001525","HCC827","SNG"
"CELL_000851","H2228","SNG"
"CELL_000727","HCC827","SNG"
"CELL_002691","H2228","DBL"
"CELL_003951","H2228","DBL"
"CELL_000272","HCC827","SNG"
"CELL_003729","H1975","DBL"
"CELL_000289","HCC827","SNG"
"CELL_002277","H2228","DBL"
"CELL_001863","H1975","DBL"
"CELL_000939","H1975","SNG"
"CELL_001173","H1975","SNG"
"CELL_003301","H1975","DBL"
"CELL_000030","HCC827","SNG"
"CELL_003055","H1975","DBL"
"CELL_001868","HCC827","DBL"
"CELL_002552","HCC827","DBL"
"CELL_001176","HCC827","DBL"
"CELL_001164","H1975","SNG"
"CELL_003212","H1975","DBL"
"CELL_003285","HCC827","DBL"
"CELL_002823","HCC827","DBL"
"CELL_003480","H1975","DBL"
"CELL_001285","HCC827","SNG"
"CELL_000172","H2228","SNG"
"CELL_000584","HCC827","SNG"
"CELL_002983","HCC827","DBL"
"CELL_002173","HCC827","DBL"
"CELL_001853","HCC827","SNG"
"CELL_003746","H1975","DBL"
"CELL_003412","HCC827","DBL"
"CELL_003398","H1975","DBL"
"CELL_003208","H1975","DBL"
"CELL_003089","H2228","DBL"
"CELL_002828","HCC827","DBL"
"CELL_002971","H1975","DBL"
"CELL_003382","H1975","DBL"
"CELL_002523","HCC827","DBL"
"CELL_001025","HCC827","SNG"
"CELL_003492","HCC827","DBL"
"CELL_002852","H2228","DBL"
"CELL_000626","H2228","SNG"
"CELL_002682","HCC827","DBL"
"CELL_003521","HCC827","DBL"
"CELL_001339","HCC827","DBL"
"CELL_002882","HCC827","DBL"
"CELL_001811","H1975","SNG"
"CELL_002881","HCC827","DBL"
"CELL_002590","H1975","DBL"
"CELL_002180","HCC827","DBL"
"CELL_001717","HCC827","DBL"
"CELL_001265","HCC827","SNG"
"CELL_001542","H1975","DBL"
"CELL_003869","HCC827","DBL"
"CELL_003882","H1975","DBL"
"CELL_003082","H2228","DBL"
"CELL_001646","H1975","SNG"
"CELL_000356","H1975","SNG"
"CELL_003969","H1975","DBL"
"CELL_003982","HCC827","DBL"
"CELL_000527","H2228","SNG"
"CELL_001640","HCC827","DBL"
"CELL_001878","HCC827","DBL"
"CELL_001288","HCC827","SNG"
"CELL_000833","H2228","SNG"
"CELL_001024","H1975","SNG"
"CELL_002652","HCC827","DBL"
"CELL_000917","H1975","SNG"
"CELL_002949","HCC827","DBL"
"CELL_003585","H1975","DBL"
"CELL_002140","HCC827","DBL"
"CELL_001058","H1975","SNG"
"CELL_001401","HCC827","DBL"
"CELL_003211","HCC827","DBL"
"CELL_002631","H1975","DBL"
"CELL_000653","H2228","SNG"
"CELL_003769","HCC827","SNG"
"CELL_000676","H2228","SNG"
"CELL_002802","H1975","DBL"
"CELL_000883","HCC827","SNG"
"CELL_000814","H2228","SNG"
"CELL_000921","H2228","SNG"
"CELL_000291","H2228","SNG"
"CELL_001335","HCC827","DBL"
"CELL_000829","H1975","SNG"
"CELL_001393","H2228","SNG"
"CELL_003751","HCC827","DBL"
"CELL_003670","HCC827","SNG"
"CELL_001831","H1975","DBL"
"CELL_001975","H1975","DBL"
"CELL_001815","HCC827","SNG"
"CELL_001031","HCC827","SNG"
"CELL_001809","H1975","SNG"
"CELL_001432","H2228","SNG"
"CELL_003693","HCC827","DBL"
"CELL_002067","HCC827","DBL"
"CELL_002663","HCC827","DBL"
"CELL_002251","HCC827","DBL"
"CELL_002948","H1975","DBL"
"CELL_001020","HCC827","SNG"
"CELL_000545","H1975","SNG"
"CELL_001626","H1975","DBL"
"CELL_000736","HCC827","SNG"
"CELL_001960","H1975","DBL"
"CELL_000760","H2228","SNG"
"CELL_003200","HCC827","DBL"
"CELL_000182","HCC827","SNG"
"CELL_001952","H1975","DBL"
"CELL_000614","H2228","SNG"
"CELL_003555","HCC827","DBL"
"CELL_002141","H1975","DBL"
"CELL_002224","H2228","DBL"
"CELL_003529","A549","DBL"
"CELL_001619","HCC827","DBL"
"CELL_000322","H2228","SNG"
"CELL_002006","HCC827","DBL"
"CELL_001467","HCC827","DBL"
"CELL_000470","H1975","SNG"
"CELL_000874","H1975","SNG"
"CELL_003736","H1975","DBL"
"CELL_002125","H1975","DBL"
"CELL_000945","HCC827","SNG"
"CELL_001602","H1975","DBL"
"CELL_003253","H1975","DBL"
"CELL_001261","H1975","SNG"
"CELL_001203","H1975","SNG"
"CELL_000740","H2228","SNG"
"CELL_000164","H1975","SNG"
"CELL_001317","HCC827","SNG"
"CELL_001241","H1975","DBL"
"CELL_001095","H1975","SNG"
"CELL_001312","HCC827","DBL"
"CELL_000804","H2228","SNG"
"CELL_002665","HCC827","DBL"
"CELL_002196","HCC827","DBL"
"CELL_003021","HCC827","SNG"
"CELL_003854","H1975","DBL"
"CELL_000007","HCC827","SNG"
"CELL_000700","H2228","SNG"
"CELL_003950","HCC827","DBL"
"CELL_003561","HCC827","DBL"
"CELL_000575","H1975","SNG"
"CELL_001773","HCC827","DBL"
"CELL_000013","HCC827","SNG"
"CELL_001433","H1975","DBL"
"CELL_002202","H2228","DBL"
"CELL_002075","A549","DBL"
"CELL_003317","H1975","DBL"
"CELL_000305","H1975","SNG"
"CELL_003714","HCC827","DBL"
"CELL_002813","HCC827","DBL"
"CELL_003297","HCC827","DBL"
"CELL_000543","HCC827","SNG"
"CELL_000979","H1975","SNG"
"CELL_000900","H2228","SNG"
"CELL_002449","H1975","DBL"
"CELL_002009","H1975","DBL"
"CELL_000484","H1975","SNG"
"CELL_001734","HCC827","SNG"
"CELL_003549","H1975","DBL"
"CELL_003814","H2228","DBL"
