unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_mt_percent non_ribo_percent outliers total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RaceID
134105 6427 448967 36661 19452 0 11708 11124 217850 0.828239614375569 0.806242790624614 FALSE 10637 4.02685998598456 217320 5.33710169476718 21.1039020798822 31.9445978280876 44.291827719492 59.4142278667403 10561 4.02374616315248 210680 5.32362537107452 96.9445978280876 21.1856844503512 31.8221947977976 43.795329409531 58.9187393202962 76 1.88649072517248 6640 3.82223348023884 3.05540217191239 99.3222891566265 100 19 1.30102999566398 5886 3.76989403581217 2.70844837106571 57 1.76342799356294 754 2.87794695162919 0.346953800846678 99.0716180371353 FALSE 3
143058 6707 439687 34232 17929 0 13967 10869 215097 0.827975285530343 0.802888891853959 FALSE 10423 4.01803440270453 214628 5.33168840210835 22.1834988911046 33.6596343440744 46.8494325064763 61.6112529586075 10344 4.01473049500175 207302 5.31660558706259 96.5866522541327 22.2212038475268 33.4989532180104 46.2923657272964 60.9892813383373 79 1.90308998699194 7326 3.86492619153901 3.41334774586727 99.2901992901993 100 21 1.34242268082221 6671 3.82425603762968 3.10816855209945 58 1.77085201164214 655 2.81690383937566 0.305179193767822 98.7786259541985 FALSE 3
148855 7562 421760 42354 17024 0 14162 10752 205634 0.828330917998564 0.793657625020297 FALSE 10297 4.01275288749122 205156 5.31208633977483 23.0531887929186 35.261459572228 48.9588410770341 63.5599251301449 10221 4.00953587661922 197965 5.2965906080377 96.4948624461386 23.1798550248781 35.2026873437224 48.3661253251837 62.9045538352739 76 1.88649072517248 7191 3.85684967872517 3.50513755386145 99.4576554025866 100 23 1.38021124171161 6672 3.82432112485077 3.25215933241046 53 1.73239375982297 519 2.7160033436348 0.252978221450993 99.4219653179191 FALSE 3
144436 8520 425643 38451 16517 0 18218 10825 207086 0.814835382362167 0.802801695778483 FALSE 10333 4.01426845720964 206560 5.31504832742734 22.4414213787761 33.925251742835 47.0279821843532 61.7113671572424 10253 4.01089331310438 197137 5.29477034624619 95.4381293570875 21.8279673526532 33.1094619477825 45.873681754313 60.6319463114484 80 1.90848501887865 9423 3.97423527744303 4.56187064291247 99.416321765892 100 23 1.38021124171161 8802 3.94463070185628 4.26123160340821 57 1.76342799356294 621 2.79379038469082 0.30063903950426 98.8727858293076 FALSE 3
139231 7366 427849 40405 16593 0 16311 10560 209093 0.831304730391199 0.815455284707987 FALSE 10171 4.00740635150367 208683 5.31948915257247 22.6453520411342 33.4617577857324 46.127859001452 60.8396467369168 10092 4.00402027325324 200321 5.3017286475159 95.9929654068611 22.3626080141373 32.8842208255749 45.1749941344143 59.9173326810469 79 1.90308998699194 8362 3.92236209678479 4.00703459313888 99.4498923702463 100 24 1.39794000867204 7772 3.89058866770549 3.72430911957371 55 1.7481880270062 590 2.77158748088126 0.282725473565168 99.1525423728814 FALSE 3
143441 12204 415609 41749 16075 0 16426 11044 210155 0.826989602872785 0.819671156067133 FALSE 10545 4.02308776699545 209607 5.32140785412062 23.7210589341005 34.5727957558669 47.2927907942006 61.9993607083733 10465 4.01978073040365 200701 5.30255170026345 95.7510960988898 23.2823952048072 33.9370506375155 46.2673329978426 61.0211209709967 80 1.90848501887865 8906 3.94973145231571 4.24890390111017 99.4610375028071 100 23 1.38021124171161 8304 3.91933963678741 3.96169975239377 57 1.76342799356294 602 2.78031731214015 0.287204148716407 98.8372093023256 FALSE 3
145665 6910 429511 28763 17580 0 12612 10833 219969 0.83463578955059 0.786547159529426 FALSE 10378 4.01615551195145 219487 5.34141078117839 22.3120275916113 34.299525712229 47.9878079339551 62.5900395012005 10298 4.01279505814541 212501 5.32736302184457 96.8171235654048 22.3763652876928 34.3518383442901 47.5800113881817 62.0768843440737 80 1.90848501887865 6986 3.84429074325434 3.18287643459522 99.2413398225022 100 24 1.39794000867204 6326 3.80119783445915 2.88217525411528 56 1.75587485567249 660 2.82020145948564 0.300701180479937 99.0909090909091 FALSE 3
140014 5886 427664 33371 17748 0 15885 10720 217015 0.828864364176261 0.810238886241095 FALSE 10317 4.01359552353729 216590 5.3356404064373 23.4918509626483 35.5570432614617 48.690151899903 63.3399510596057 10238 4.0102575429983 207920 5.31789835524554 95.9970451082691 23.4657560600231 35.2135436706426 47.9059253559061 62.5375144286264 79 1.90308998699194 8670 3.93806918622339 4.00295489173092 99.4117647058823 100 22 1.36172783601759 7975 3.9017851453036 3.68207211782631 57 1.76342799356294 695 2.84260923961056 0.320882773904612 98.9928057553957 FALSE 3
146360 4823 427561 28194 15701 0 13042 10786 213475 0.844942030643169 0.80345235725718 FALSE 10338 4.01447853532621 213002 5.32838572021935 24.4917888094947 35.7996638529216 48.3662125238261 62.5346240880367 10263 4.01131664336687 205746 5.31333351147632 96.5934592163454 24.6658501258834 35.6045804049653 47.788049342393 61.9039981336211 75 1.88081359228079 7256 3.86075712308154 3.40654078365461 99.4349503858875 100 21 1.34242268082221 6634 3.82184092720045 3.11452474624651 54 1.74036268949424 622 2.79448804665917 0.292016037408099 99.3569131832797 FALSE 3
143812 7084 409806 48101 16170 0 16507 10857 203207 0.833214406943008 0.800262746841263 FALSE 10406 4.01732555456172 202725 5.30690945136893 23.6892341842397 35.8002219755827 48.9905043778518 63.10716487853 10325 4.0139321207112 194226 5.28830960217315 95.8076211616722 23.5251717071865 35.3613831309917 48.0399122671527 62.2290527529785 81 1.91381385238372 8499 3.92941892571429 4.19237883832778 99.3646311330745 100 22 1.36172783601759 7863 3.89564350482408 3.87865334813171 59 1.77815125038364 636 2.80413943233535 0.313725490196078 98.5849056603774 FALSE 3
131730 7880 414646 50093 17973 0 10159 11872 208192 0.834081040537865 0.820660696825013 FALSE 11314 4.05365455829075 207594 5.31721688916409 22.049770224573 31.9864735975028 43.7213984989932 58.4843492586491 11234 4.05057307675515 201635 5.30456807343603 97.129493145274 22.1300865425149 31.9031914102214 43.2598507203611 57.9661269124904 80 1.90848501887865 5959 3.77524625974024 2.87050685472605 99.0938076858533 100 22 1.36172783601759 5314 3.72550326885932 2.559804233263 58 1.77085201164214 645 2.81023251799508 0.310702621463048 98.7596899224806 FALSE 3
139255 7017 415003 42041 18295 0 15056 11153 207930 0.822329630124449 0.77693931722506 FALSE 10625 4.02636981157372 207372 5.31675221051812 23.4597727754952 35.6065428312405 47.6708523812279 62.6574465212276 10545 4.02308776699545 199270 5.29944410022394 96.0930115926933 23.3788327394992 35.1282179956842 46.8319365684749 61.8964219400813 80 1.90848501887865 8102 3.90864583890711 3.90698840730668 99.3581831646507 100 21 1.34242268082221 7418 3.87034537108096 3.5771463842756 59 1.77815125038364 684 2.83569057149243 0.329842023031075 98.6842105263158 FALSE 3
133641 9797 413584 40448 16539 0 10822 11077 208444 0.836752317128977 0.808125884739984 FALSE 10627 4.02645154573824 207959 5.31797980876154 20.7117749171712 31.2407734216841 43.6182132054876 58.1648305675638 10551 4.02333478253831 201719 5.3047489594871 96.9994085372598 20.7655203525697 31.216196788602 43.2061431992028 57.6564428735022 76 1.88649072517248 6240 3.79525418258088 3.00059146274025 99.1826923076923 100 23 1.38021124171161 5461 3.73735169580371 2.62599839391418 53 1.73239375982297 779 2.89209460269048 0.374593068826067 99.614890885751 FALSE 3
132911 7375 409287 42946 16364 0 13064 11223 207000 0.828415458897178 0.805772907933676 FALSE 10744 4.03120641982746 206483 5.31488640475308 21.300542901837 32.353268792104 45.2540887143251 59.8368872982279 10666 4.02804229509075 199312 5.29953562606696 96.527074868149 21.3479369029461 32.1651481094967 44.547242514249 59.1188689090471 78 1.89762709129044 7171 3.85564028089015 3.47292513185105 99.4003625714684 100 23 1.38021124171161 6593 3.81914894280713 3.19299893938 55 1.7481880270062 578 2.76267856372744 0.279926192471051 99.1349480968858 FALSE 3
137892 9338 412527 32634 16136 0 11079 10383 203847 0.84841081787574 0.804593601838948 FALSE 10009 4.00043407747932 203454 5.30846836730666 22.1111406018068 33.085611489575 46.4203210553737 61.1863123851092 9938 3.99734269060162 197510 5.29559128784232 97.0784550807554 22.1214115740975 33.0636423472229 46.1277909979242 60.7478102374563 71 1.85733249643127 5944 3.77415185895471 2.92154491924464 99.4448183041723 100 23 1.38021124171161 5257 3.72082058177034 2.58387645364554 48 1.69019608002851 687 2.83758843823551 0.337668465599103 100 FALSE 3
136762 6768 415746 32050 15756 0 13368 10705 209264 0.832818831675165 0.79111071225291 FALSE 10303 4.01300585001574 208843 5.31982200268315 23.0263882438004 35.0167350593508 48.4531442279607 62.5862490004453 10221 4.00953587661922 201815 5.30495559419155 96.6347926432775 23.2088794192701 34.9423977405049 47.9518370785125 61.9864727597057 82 1.91907809237607 7028 3.84689354331663 3.36520735672251 99.1747296528173 100 26 1.43136376415899 6432 3.80841355140037 3.07982551486045 56 1.75587485567249 596 2.77597433112937 0.285381841862069 98.993288590604 FALSE 3
135817 7844 409139 35153 16221 0 12437 10827 203932 0.82808975536806 0.799271286543 FALSE 10382 4.01632285401379 203456 5.30847263648016 22.4441648317081 34.0987731991192 47.1497522805914 61.6698450770683 10303 4.01300585001574 196729 5.2938705919529 96.6936340044039 22.524894652034 34.1388407403077 46.677917338064 61.0947038819899 79 1.90308998699194 6727 3.82788598278986 3.3063659955961 99.1823992864576 100 24 1.39794000867204 6094 3.7849737099544 2.99524221453287 55 1.7481880270062 633 2.80208925788173 0.311123781063227 99.2101105845182 FALSE 3
138424 6556 400801 41293 15681 0 14949 10668 200293 0.827283030319218 0.794271352754647 FALSE 10241 4.01038477149838 199842 5.30068894061406 23.025189900021 35.2463446122437 48.4307603006375 63.0823350446853 10164 4.00710738297406 191897 5.28307044845361 96.0243592438026 22.9946273261177 34.8619311401429 47.6260702355951 62.2891446974158 77 1.89209460269048 7945 3.90014856071934 3.9756407561974 99.4461925739459 100 22 1.36172783601759 7343 3.86593266819319 3.67440277819477 55 1.7481880270062 602 2.78031731214015 0.301237978002622 99.1694352159468 FALSE 3
133339 6490 409252 37827 15794 0 10159 10495 201013 0.833702297819857 0.799167178283634 FALSE 10110 4.00479411038871 200610 5.30235474278372 21.7905388564877 32.8956682119535 45.6482727680574 60.6664672748118 10032 4.0014308122464 194972 5.28997447411696 97.1895718059917 21.9867468149273 33.1262950577519 45.3624110128634 60.2876310444577 78 1.89762709129044 5638 3.75120209458835 2.81042819400827 99.0599503369989 100 22 1.36172783601759 4938 3.69363902616155 2.4614924480335 56 1.75587485567249 700 2.84571801796666 0.348935745974777 99.1428571428571 FALSE 3
141929 25104 365134 52290 18059 0 16130 11462 188510 0.825584849566305 0.744119635875039 FALSE 10720 4.03023529601225 187415 5.2728066645405 27.9353306832431 41.0612811141051 53.6643278286156 67.6568044180028 10640 4.02698244319161 178973 5.25278994451803 95.4955579862871 27.9086789627486 40.529018343549 52.7822632464115 66.76146681343 80 1.90848501887865 8442 3.92649678927322 4.50444201371288 99.4551054252547 100 26 1.43136376415899 8008 3.90357829366305 4.27287036790011 54 1.74036268949424 434 2.63848925695464 0.231571645812768 99.0783410138249 FALSE 3
122084 7134 418865 36639 15101 0 15781 11577 212095 0.829081307865387 0.829882796393937 FALSE 11114 4.04590946703501 211596 5.32550950602533 22.2471124217849 32.143329741583 43.9686950603981 58.5152838427948 11038 4.04292973334316 202771 5.30700798475876 95.8293162441634 21.7565628220998 31.2589078319878 42.8335412854895 57.4751813622264 76 1.88649072517248 8825 3.94576392311117 4.17068375583659 99.4220963172804 100 24 1.39794000867204 8129 3.91009054559407 3.84175504262841 52 1.72427586960079 696 2.84323277809801 0.328928713208189 99.7126436781609 FALSE 1
137938 7292 398997 37674 15422 0 17831 10723 198791 0.83496234734797 0.781111781664573 FALSE 10301 4.01292154554456 198344 5.29742125699177 24.2069334086234 36.5824022909692 50.071592788287 64.2399064252007 10225 4.00970578839052 189468 5.27753816295705 95.5249465574961 23.9660523149028 36.1031942069373 49.0267485802352 63.246036269977 76 1.88649072517248 8876 3.9482662198803 4.47505344250393 99.5606128886886 100 22 1.36172783601759 8348 3.92163446105371 4.20884927197193 54 1.74036268949424 528 2.72345567203519 0.266204170532005 99.2424242424242 FALSE 3
137509 6195 398727 35211 16546 0 13841 10504 197250 0.833967046852524 0.793110225951319 FALSE 10117 4.00509467507255 196836 5.29410673731422 24.3588571196326 36.343453433315 49.8486049299925 64.3291877502083 10040 4.00177696707744 189807 5.27831451305774 96.4290068889837 24.327343037928 36.2136275269089 49.2342221309014 63.6878513437334 77 1.89209460269048 7029 3.84695532501982 3.57099311101628 99.1890738369612 100 23 1.38021124171161 6498 3.81284653696707 3.30122538560019 54 1.74036268949424 531 2.72591163229505 0.269767725416082 99.2467043314501 FALSE 3
124209 8429 395280 51061 13111 0 15329 11379 186043 0.83989185291358 0.846793437710989 FALSE 10895 4.03726709456871 185524 5.26840244026096 23.9796468381449 33.5552273560294 44.9144046053341 59.3901597636963 10821 4.03430752959656 177415 5.24899278346849 95.6291369310709 23.2336611898656 32.5090888594538 43.6699264436491 58.2803032438069 74 1.8750612633917 8109 3.90902085421116 4.37086306892909 99.4327290664693 100 23 1.38021124171161 7493 3.87471368875778 4.03883055561545 51 1.7160033436348 616 2.79028516403324 0.332032513313641 99.8376623376623 FALSE 1
130581 6288 399333 32398 15855 0 11619 10358 197487 0.838120990199956 0.79022919026421 FALSE 10000 4.00004342727686 197110 5.29471086124544 23.3057683526965 35.3883618284207 48.7337019938106 63.0460149155294 9920 3.99655544963337 190957 5.28093785743611 96.8783927756075 23.4660159093408 35.5053755557534 48.3527705190174 62.5601575223741 80 1.90848501887865 6153 3.78915749191144 3.12160722439247 99.2686494392979 100 24 1.39794000867204 5576 3.74640064449156 2.82887727664756 56 1.75587485567249 577 2.76192783842053 0.292729947744914 98.9601386481802 FALSE 3
133448 6036 393406 35218 15579 0 9377 10349 195537 0.836220254947339 0.791277313691152 FALSE 9972 3.99882581904029 195142 5.29035297726268 23.3030306136045 35.1103299136014 48.4616330672023 63.322606102223 9892 3.99532800907741 190000 5.27875588670724 97.364995746687 23.6478947368421 35.3921052631579 48.2963157894737 63.0457894736842 80 1.90848501887865 5142 3.71121652432109 2.63500425331297 99.2415402567094 100 21 1.34242268082221 4544 3.65753388755799 2.32856074038393 59 1.77815125038364 598 2.77742682238931 0.306443512929047 98.494983277592 FALSE 3
127795 7590 381506 44176 15237 0 13210 10844 191192 0.833471065691375 0.801210259780207 FALSE 10399 4.01703333929878 190728 5.28041673175832 23.9220250828405 35.9291766284971 48.6635417977434 63.1375571494484 10318 4.01363761245353 183656 5.26400748592627 96.2921018413657 23.9262534303263 35.6171320294464 47.9254693557521 62.4161475802587 81 1.91381385238372 7072 3.84960365808245 3.70789815863429 99.3778280542986 100 23 1.38021124171161 6558 3.81683763090204 3.43840442934441 58 1.77085201164214 514 2.71180722904119 0.269493729289879 98.443579766537 FALSE 3
125149 6276 393488 37072 15769 0 15778 11089 190777 0.830398842584253 0.808268249932211 FALSE 10632 4.02665581387704 190284 5.27940455458242 22.742847533161 33.9256059363898 45.9634020726913 60.9541527401148 10554 4.02345823764368 181964 5.25998786178385 95.6275882365307 22.264294036183 33.1851355213119 44.8561253874393 59.9486711657251 78 1.89762709129044 8320 3.92017552201002 4.37241176346934 99.4110576923077 100 20 1.32221929473392 7585 3.88001283836677 3.98614702234555 58 1.77085201164214 735 2.8668778143375 0.386264741123794 98.9115646258503 FALSE 3
135031 5842 387557 30405 16478 0 10602 10137 191810 0.832083832916319 0.783796424388904 FALSE 9752 3.98913822421579 191411 5.28196916108147 24.572255513006 37.1023608883502 50.8246652491236 65.4925787964119 9678 3.98583048985839 185882 5.26923967302209 97.1114512750051 24.8421041305775 37.4565584618199 50.5724061501383 65.1257249222625 74 1.8750612633917 5529 3.7427251313047 2.88854872499491 99.2403689636462 100 21 1.34242268082221 5041 3.70260284134043 2.63359994984614 53 1.73239375982297 488 2.68930885912362 0.254948775148764 99.3852459016393 FALSE 3
125634 6763 391434 33111 16790 0 14859 10923 195463 0.826156356915316 0.802566173517946 FALSE 10461 4.01961471569142 194967 5.28996333667612 22.9443957182498 34.3586350510599 46.3406627788292 61.0918770868916 10387 4.01653194095727 187009 5.2718648302194 95.9182836069694 22.5764535396692 33.6657594019539 45.2908683539295 60.1596714596624 74 1.8750612633917 7958 3.90085850470199 4.08171639303062 99.5727569741141 100 22 1.36172783601759 7361 3.86699581311065 3.77551072745644 52 1.72427586960079 597 2.77670118398841 0.306205665574174 99.6649916247906 FALSE 3
130040 7618 383084 36863 16323 0 15421 10683 188819 0.820388837944254 0.798028757803571 FALSE 10256 4.01102035551626 188372 5.27501865434153 22.557492620984 34.3283502856051 47.4486654067483 62.2640307476695 10178 4.00770511436478 180275 5.25593791329288 95.7015904699212 22.3569546526141 33.7772847039246 46.4246290389682 61.2957980862571 78 1.89762709129044 8097 3.90837777243239 4.29840953007878 99.4195381005311 100 25 1.41497334797082 7556 3.87834942221778 4.01121185738857 53 1.73239375982297 541 2.73399928653839 0.287197672690209 99.4454713493531 FALSE 3
127268 6226 392177 29849 15977 0 16973 10315 193787 0.824983099958976 0.803077564383701 FALSE 9983 3.99930457233835 193435 5.2865373029755 21.9650011631814 33.2514798252643 46.2822136635045 60.8607542585365 9910 3.99611747613729 184852 5.26682650318001 95.5628505699589 21.335446735767 32.4675956981802 45.0987817280852 59.781338584381 73 1.86923171973098 8583 3.93368970895789 4.4371494300411 99.627169987184 100 20 1.32221929473392 8006 3.90346982850717 4.13885801432006 53 1.73239375982297 577 2.76192783842053 0.298291415721043 99.4800693240901 FALSE 3
127416 6366 390069 31097 15308 0 11601 10603 191540 0.835762764914077 0.809308718319478 FALSE 10221 4.00953587661922 191144 5.28136294216247 21.7684049721676 32.9447955468129 45.9674381618047 60.4842422466831 10146 4.00633766037455 184910 5.26696274727169 96.7385845226635 21.7792439565194 32.8300254177708 45.4778000108161 59.8907576658915 75 1.88081359228079 6234 3.79483645781456 3.26141547733646 99.3102341995508 100 20 1.32221929473392 5616 3.74950442387614 2.93809902481898 55 1.7481880270062 618 2.79169064902012 0.323316452517474 99.1909385113269 FALSE 3
121564 5945 398146 23768 18336 0 13014 10624 200618 0.817613574015412 0.786330200364364 FALSE 10194 4.00838723011416 200174 5.30140983717921 22.4644559233467 33.8525482829938 46.4890545225654 61.9246255757491 10119 4.00518051250378 193027 5.28562031089113 96.429606242569 22.502033394292 33.5896014547188 45.83244831034 61.2665585643459 75 1.88081359228079 7147 3.85418454383361 3.57039375743103 99.5522596893802 100 20 1.32221929473392 6520 3.81431420020746 3.25716626534915 55 1.7481880270062 627 2.7979596437372 0.313227492081889 99.2025518341308 FALSE 3
