"cell_name","wall_position","H1975","H2228","HCC827","poor_quality","traj","group"
"Mix1_D19","D19",0,9,0,"NO","YES","9_0_0"
"Mix1_D18","D18",0,9,0,"NO","YES","9_0_0"
"Mix1_D17","D17",0,9,0,"NO","YES","9_0_0"
"Mix1_D16","D16",0,9,0,"NO","YES","9_0_0"
"Mix1_D15","D15",0,9,0,"NO","YES","9_0_0"
"Mix1_D14","D14",0,9,0,"NO","YES","9_0_0"
"Mix1_D13","D13",0,9,0,"NO","YES","9_0_0"
"Mix1_D12","D12",1,0,8,"NO","NO","0_1_8"
"Mix1_D11","D11",1,0,8,"NO","NO","0_1_8"
"Mix1_D10","D10",1,0,8,"NO","NO","0_1_8"
"Mix1_D9","D9",1,0,8,"NO","NO","0_1_8"
"Mix1_D8","D8",1,0,8,"NO","NO","0_1_8"
"Mix1_D7","D7",1,1,7,"NO","YES","1_1_7"
"Mix1_D6","D6",1,1,7,"NO","YES","1_1_7"
"Mix1_D5","D5",1,1,7,"NO","YES","1_1_7"
"Mix1_D4","D4",1,1,7,"NO","YES","1_1_7"
"Mix1_D3","D3",1,1,7,"NO","YES","1_1_7"
"Mix1_D2","D2",1,1,7,"NO","YES","1_1_7"
"Mix1_D1","D1",1,1,7,"NO","YES","1_1_7"
"Mix1_E24","E24",1,1,7,"NO","YES","1_1_7"
"Mix1_E23","E23",1,1,7,"NO","YES","1_1_7"
"Mix1_E22","E22",1,1,7,"NO","YES","1_1_7"
"Mix1_E21","E21",1,1,7,"NO","YES","1_1_7"
"Mix1_E20","E20",1,1,7,"NO","YES","1_1_7"
"Mix1_E19","E19",1,1,7,"NO","YES","1_1_7"
"Mix1_E18","E18",1,1,7,"NO","YES","1_1_7"
"Mix1_E17","E17",1,1,7,"NO","YES","1_1_7"
"Mix1_E16","E16",1,1,7,"NO","YES","1_1_7"
"Mix1_E15","E15",1,1,7,"NO","YES","1_1_7"
"Mix1_E14","E14",1,1,7,"NO","YES","1_1_7"
"Mix1_E13","E13",1,1,7,"NO","YES","1_1_7"
"Mix1_E12","E12",1,1,7,"NO","YES","1_1_7"
"Mix1_E11","E11",1,7,1,"NO","YES","7_1_1"
"Mix1_E10","E10",1,7,1,"NO","YES","7_1_1"
"Mix1_E9","E9",1,7,1,"NO","YES","7_1_1"
"Mix1_E8","E8",1,7,1,"NO","YES","7_1_1"
"Mix1_E7","E7",1,7,1,"NO","YES","7_1_1"
"Mix1_E6","E6",1,7,1,"NO","YES","7_1_1"
"Mix1_E5","E5",1,7,1,"NO","YES","7_1_1"
"Mix1_E4","E4",1,7,1,"NO","YES","7_1_1"
"Mix1_E3","E3",1,7,1,"NO","YES","7_1_1"
"Mix1_E2","E2",1,7,1,"NO","YES","7_1_1"
"Mix1_E1","E1",1,7,1,"NO","YES","7_1_1"
"Mix1_F24","F24",1,7,1,"NO","YES","7_1_1"
"Mix1_F23","F23",1,7,1,"NO","YES","7_1_1"
"Mix1_F22","F22",1,7,1,"NO","YES","7_1_1"
"Mix1_F21","F21",1,7,1,"NO","YES","7_1_1"
"Mix1_F20","F20",1,7,1,"NO","YES","7_1_1"
"Mix1_F19","F19",1,7,1,"NO","YES","7_1_1"
"Mix1_F18","F18",1,7,1,"NO","YES","7_1_1"
"Mix1_F17","F17",1,7,1,"NO","YES","7_1_1"
"Mix1_F16","F16",1,7,1,"NO","YES","7_1_1"
"Mix1_F15","F15",1,8,0,"NO","NO","8_1_0"
"Mix1_F14","F14",1,8,0,"NO","NO","8_1_0"
"Mix1_F13","F13",1,8,0,"NO","NO","8_1_0"
"Mix1_F12","F12",1,8,0,"NO","NO","8_1_0"
"Mix1_F11","F11",1,8,0,"NO","NO","8_1_0"
"Mix1_F10","F10",2,0,7,"NO","NO","0_2_7"
"Mix1_F9","F9",2,0,7,"NO","NO","0_2_7"
"Mix1_F8","F8",2,0,7,"NO","NO","0_2_7"
"Mix1_F7","F7",2,0,7,"NO","NO","0_2_7"
"Mix1_F6","F6",2,0,7,"NO","NO","0_2_7"
"Mix1_F5","F5",2,2,5,"NO","YES","2_2_5"
"Mix1_F4","F4",2,2,5,"NO","YES","2_2_5"
"Mix1_F3","F3",2,2,5,"NO","YES","2_2_5"
"Mix1_F2","F2",2,2,5,"NO","YES","2_2_5"
"Mix1_F1","F1",2,2,5,"NO","YES","2_2_5"
"Mix1_G24","G24",2,2,5,"NO","YES","2_2_5"
"Mix1_G23","G23",2,2,5,"NO","YES","2_2_5"
"Mix1_G22","G22",2,2,5,"NO","YES","2_2_5"
"Mix1_G21","G21",2,2,5,"NO","YES","2_2_5"
"Mix1_G20","G20",2,2,5,"NO","YES","2_2_5"
"Mix1_G19","G19",2,2,5,"NO","YES","2_2_5"
"Mix1_G18","G18",2,2,5,"NO","YES","2_2_5"
"Mix1_G17","G17",2,2,5,"NO","YES","2_2_5"
"Mix1_G16","G16",2,2,5,"NO","YES","2_2_5"
"Mix1_G15","G15",2,2,5,"NO","YES","2_2_5"
"Mix1_G14","G14",2,2,5,"NO","YES","2_2_5"
"Mix1_G13","G13",2,2,5,"NO","YES","2_2_5"
"Mix1_G12","G12",2,2,5,"NO","YES","2_2_5"
"Mix1_G11","G11",2,2,5,"NO","YES","2_2_5"
"Mix1_G10","G10",2,2,5,"NO","YES","2_2_5"
"Mix1_G9","G9",2,5,2,"NO","YES","5_2_2"
"Mix1_G8","G8",2,5,2,"NO","YES","5_2_2"
"Mix1_G7","G7",2,5,2,"NO","YES","5_2_2"
"Mix1_G6","G6",2,5,2,"NO","YES","5_2_2"
"Mix1_G5","G5",2,5,2,"NO","YES","5_2_2"
"Mix1_G4","G4",2,5,2,"NO","YES","5_2_2"
"Mix1_G3","G3",2,5,2,"NO","YES","5_2_2"
"Mix1_G2","G2",2,5,2,"NO","YES","5_2_2"
"Mix1_G1","G1",2,5,2,"NO","YES","5_2_2"
"Mix1_H24","H24",2,5,2,"NO","YES","5_2_2"
"Mix1_H23","H23",2,5,2,"NO","YES","5_2_2"
"Mix1_H22","H22",2,5,2,"NO","YES","5_2_2"
"Mix1_H21","H21",2,5,2,"NO","YES","5_2_2"
"Mix1_H20","H20",2,5,2,"NO","YES","5_2_2"
"Mix1_H19","H19",2,5,2,"NO","YES","5_2_2"
"Mix1_H18","H18",2,5,2,"NO","YES","5_2_2"
"Mix1_H17","H17",2,5,2,"NO","YES","5_2_2"
"Mix1_H16","H16",2,5,2,"NO","YES","5_2_2"
"Mix1_H15","H15",2,5,2,"NO","YES","5_2_2"
"Mix1_H14","H14",2,5,2,"NO","YES","5_2_2"
"Mix1_H13","H13",2,7,0,"NO","NO","7_2_0"
"Mix1_H12","H12",2,7,0,"NO","NO","7_2_0"
"Mix1_H11","H11",2,7,0,"NO","NO","7_2_0"
"Mix1_H10","H10",2,7,0,"NO","NO","7_2_0"
"Mix1_H9","H9",2,7,0,"NO","NO","7_2_0"
"Mix1_H8","H8",3,0,6,"NO","NO","0_3_6"
"Mix1_H7","H7",3,0,6,"NO","NO","0_3_6"
"Mix1_H6","H6",3,0,6,"NO","NO","0_3_6"
"Mix1_H5","H5",3,0,6,"NO","NO","0_3_6"
"Mix1_H4","H4",3,0,6,"NO","NO","0_3_6"
"Mix1_H3","H3",3,3,3,"NO","YES","3_3_3"
"Mix1_H2","H2",3,3,3,"NO","YES","3_3_3"
"Mix1_H1","H1",3,3,3,"NO","YES","3_3_3"
"Mix1_I24","I24",3,3,3,"NO","YES","3_3_3"
"Mix1_I23","I23",3,3,3,"NO","YES","3_3_3"
"Mix1_I22","I22",3,3,3,"NO","YES","3_3_3"
"Mix1_I21","I21",3,3,3,"NO","YES","3_3_3"
"Mix1_I20","I20",3,3,3,"NO","YES","3_3_3"
"Mix1_I19","I19",3,3,3,"NO","YES","3_3_3"
"Mix1_I18","I18",3,3,3,"NO","YES","3_3_3"
"Mix1_I17","I17",3,3,3,"NO","YES","3_3_3"
"Mix1_I16","I16",3,3,3,"NO","YES","3_3_3"
"Mix1_I15","I15",3,3,3,"NO","YES","3_3_3"
"Mix1_I14","I14",3,3,3,"NO","YES","3_3_3"
"Mix1_I13","I13",3,3,3,"NO","YES","3_3_3"
"Mix1_I12","I12",3,3,3,"NO","YES","3_3_3"
"Mix1_I11","I11",3,3,3,"NO","YES","3_3_3"
"Mix1_I10","I10",3,3,3,"NO","YES","3_3_3"
"Mix1_I9","I9",3,3,3,"NO","YES","3_3_3"
"Mix1_I8","I8",3,3,3,"NO","YES","3_3_3"
"Mix1_I7","I7",3,6,0,"NO","NO","6_3_0"
"Mix1_I6","I6",3,6,0,"NO","NO","6_3_0"
"Mix1_I5","I5",3,6,0,"NO","NO","6_3_0"
"Mix1_I4","I4",3,6,0,"NO","NO","6_3_0"
"Mix1_I3","I3",3,6,0,"NO","NO","6_3_0"
"Mix1_I2","I2",4,0,5,"NO","NO","0_4_5"
"Mix1_I1","I1",4,0,5,"NO","NO","0_4_5"
"Mix1_J24","J24",4,0,5,"NO","NO","0_4_5"
"Mix1_J23","J23",4,0,5,"NO","NO","0_4_5"
"Mix1_J22","J22",4,0,5,"NO","NO","0_4_5"
"Mix1_J21","J21",4,5,0,"NO","NO","5_4_0"
"Mix1_J20","J20",4,5,0,"NO","NO","5_4_0"
"Mix1_J19","J19",4,5,0,"NO","NO","5_4_0"
"Mix1_J18","J18",4,5,0,"NO","NO","5_4_0"
"Mix1_J17","J17",4,5,0,"NO","NO","5_4_0"
"Mix1_J16","J16",5,0,4,"NO","NO","0_5_4"
"Mix1_J15","J15",5,0,4,"NO","NO","0_5_4"
"Mix1_J14","J14",5,0,4,"NO","NO","0_5_4"
"Mix1_J13","J13",5,0,4,"NO","NO","0_5_4"
"Mix1_J12","J12",5,0,4,"NO","NO","0_5_4"
"Mix1_J11","J11",5,2,2,"NO","YES","2_5_2"
"Mix1_J10","J10",5,2,2,"NO","YES","2_5_2"
"Mix1_J9","J9",5,2,2,"NO","YES","2_5_2"
"Mix1_J8","J8",5,2,2,"NO","YES","2_5_2"
"Mix1_J7","J7",5,2,2,"NO","YES","2_5_2"
"Mix1_J6","J6",5,2,2,"NO","YES","2_5_2"
"Mix1_J5","J5",5,2,2,"NO","YES","2_5_2"
"Mix1_J4","J4",5,2,2,"NO","YES","2_5_2"
"Mix1_J3","J3",5,2,2,"NO","YES","2_5_2"
"Mix1_J2","J2",5,2,2,"NO","YES","2_5_2"
"Mix1_J1","J1",5,2,2,"NO","YES","2_5_2"
"Mix1_K24","K24",5,2,2,"NO","YES","2_5_2"
"Mix1_K23","K23",5,2,2,"NO","YES","2_5_2"
"Mix1_K22","K22",5,2,2,"NO","YES","2_5_2"
"Mix1_K21","K21",5,2,2,"NO","YES","2_5_2"
"Mix1_K20","K20",5,2,2,"NO","YES","2_5_2"
"Mix1_K19","K19",5,2,2,"NO","YES","2_5_2"
"Mix1_K18","K18",5,2,2,"NO","YES","2_5_2"
"Mix1_K17","K17",5,2,2,"NO","YES","2_5_2"
"Mix1_K16","K16",5,2,2,"NO","YES","2_5_2"
"Mix1_K15","K15",5,4,0,"NO","NO","4_5_0"
"Mix1_K14","K14",5,4,0,"NO","NO","4_5_0"
"Mix1_K13","K13",5,4,0,"NO","NO","4_5_0"
"Mix1_K12","K12",5,4,0,"NO","NO","4_5_0"
"Mix1_K11","K11",5,4,0,"NO","NO","4_5_0"
"Mix1_K10","K10",6,0,3,"NO","NO","0_6_3"
"Mix1_K9","K9",6,0,3,"NO","NO","0_6_3"
"Mix1_K8","K8",6,0,3,"NO","NO","0_6_3"
"Mix1_K7","K7",6,0,3,"NO","NO","0_6_3"
"Mix1_K6","K6",NA,NA,NA,"NO","NO","NA_NA_NA"
"Mix1_K5","K5",NA,NA,NA,"NO","NO","NA_NA_NA"
"Mix1_K4","K4",6,0,3,"NO","NO","0_6_3"
"Mix1_K3","K3",6,3,0,"NO","NO","3_6_0"
"Mix1_K2","K2",6,3,0,"NO","NO","3_6_0"
"Mix1_K1","K1",6,3,0,"NO","NO","3_6_0"
"Mix1_L24","L24",6,3,0,"NO","NO","3_6_0"
"Mix1_L23","L23",6,3,0,"NO","NO","3_6_0"
"Mix1_L22","L22",7,0,2,"NO","NO","0_7_2"
"Mix1_L21","L21",7,0,2,"NO","NO","0_7_2"
"Mix1_L20","L20",7,0,2,"NO","NO","0_7_2"
"Mix1_L19","L19",7,0,2,"NO","NO","0_7_2"
"Mix1_L18","L18",7,0,2,"NO","NO","0_7_2"
"Mix1_L17","L17",7,1,1,"NO","YES","1_7_1"
"Mix1_L16","L16",7,1,1,"NO","YES","1_7_1"
"Mix1_L15","L15",7,1,1,"NO","YES","1_7_1"
"Mix1_L14","L14",7,1,1,"NO","YES","1_7_1"
"Mix1_L13","L13",7,1,1,"NO","YES","1_7_1"
"Mix1_L12","L12",7,1,1,"NO","YES","1_7_1"
"Mix1_L11","L11",7,1,1,"NO","YES","1_7_1"
"Mix1_L10","L10",7,1,1,"NO","YES","1_7_1"
"Mix1_L9","L9",7,1,1,"NO","YES","1_7_1"
"Mix1_L8","L8",7,1,1,"NO","YES","1_7_1"
"Mix1_L7","L7",7,1,1,"NO","YES","1_7_1"
"Mix1_L6","L6",7,1,1,"NO","YES","1_7_1"
"Mix1_L5","L5",7,1,1,"NO","YES","1_7_1"
"Mix1_L4","L4",7,1,1,"NO","YES","1_7_1"
"Mix1_L3","L3",7,1,1,"NO","YES","1_7_1"
"Mix1_L2","L2",7,1,1,"NO","YES","1_7_1"
"Mix1_L1","L1",7,1,1,"NO","YES","1_7_1"
"Mix1_M24","M24",7,1,1,"NO","YES","1_7_1"
"Mix1_M23","M23",7,1,1,"NO","YES","1_7_1"
"Mix1_M22","M22",7,1,1,"NO","YES","1_7_1"
"Mix1_M21","M21",7,2,0,"NO","NO","2_7_0"
"Mix1_M20","M20",7,2,0,"NO","NO","2_7_0"
"Mix1_M19","M19",7,2,0,"NO","NO","2_7_0"
"Mix1_M18","M18",7,2,0,"NO","NO","2_7_0"
"Mix1_M17","M17",7,2,0,"NO","NO","2_7_0"
"Mix1_M16","M16",8,0,1,"NO","NO","0_8_1"
"Mix1_M15","M15",8,0,1,"NO","NO","0_8_1"
"Mix1_M14","M14",8,0,1,"NO","NO","0_8_1"
"Mix1_M13","M13",8,0,1,"NO","NO","0_8_1"
"Mix1_M12","M12",8,0,1,"NO","NO","0_8_1"
"Mix1_M11","M11",8,1,0,"NO","NO","1_8_0"
"Mix1_M10","M10",8,1,0,"NO","NO","1_8_0"
"Mix1_M9","M9",8,1,0,"NO","NO","1_8_0"
"Mix1_M8","M8",8,1,0,"NO","NO","1_8_0"
"Mix1_M7","M7",8,1,0,"NO","NO","1_8_0"
"Mix1_M6","M6",9,0,0,"NO","YES","0_9_0"
"Mix1_M5","M5",9,0,0,"NO","YES","0_9_0"
"Mix1_M4","M4",9,0,0,"NO","YES","0_9_0"
"Mix1_M3","M3",9,0,0,"NO","YES","0_9_0"
"Mix1_M2","M2",9,0,0,"NO","YES","0_9_0"
"Mix1_M1","M1",9,0,0,"NO","YES","0_9_0"
"Mix1_N24","N24",9,0,0,"NO","YES","0_9_0"
"Mix1_N23","N23",9,0,0,"NO","YES","0_9_0"
"Mix1_N22","N22",9,0,0,"NO","YES","0_9_0"
"Mix1_N21","N21",9,0,0,"NO","YES","0_9_0"
"Mix1_N20","N20",9,0,0,"NO","YES","0_9_0"
"Mix1_N19","N19",9,0,0,"NO","YES","0_9_0"
"Mix1_N18","N18",9,0,0,"NO","YES","0_9_0"
"Mix1_N17","N17",9,0,0,"NO","YES","0_9_0"
"Mix1_N16","N16",9,0,0,"NO","YES","0_9_0"
"Mix1_N15","N15",9,0,0,"NO","YES","0_9_0"
"Mix1_N14","N14",9,0,0,"NO","YES","0_9_0"
"Mix1_N13","N13",9,0,0,"NO","YES","0_9_0"
"Mix1_N12","N12",9,0,0,"NO","YES","0_9_0"
"Mix1_N11","N11",9,0,0,"NO","YES","0_9_0"
"Mix1_N10","N10",1,1,1,"NO","NO","1_1_1"
"Mix1_N9","N9",1,1,1,"NO","NO","1_1_1"
"Mix1_N8","N8",1,1,1,"NO","NO","1_1_1"
"Mix1_N7","N7",1,1,1,"NO","NO","1_1_1"
"Mix1_N6","N6",1,1,1,"NO","NO","1_1_1"
"Mix1_N5","N5",1,1,1,"NO","NO","1_1_1"
"Mix1_N4","N4",1,1,1,"NO","NO","1_1_1"
"Mix1_N3","N3",1,1,1,"NO","NO","1_1_1"
"Mix1_N2","N2",1,1,1,"NO","NO","1_1_1"
"Mix1_N1","N1",1,1,1,"NO","NO","1_1_1"
"Mix1_P24","P24",NA,NA,NA,"NO","NO","NA_NA_NA"
"Mix1_P23","P23",NA,NA,NA,"NO","NO","NA_NA_NA"
"Mix1_P22","P22",NA,NA,NA,"NO","NO","NA_NA_NA"
"Mix1_P21","P21",NA,NA,NA,"NO","NO","NA_NA_NA"
"Mix1_P20","P20",3,3,3,"YES","NO","3_3_3"
"Mix1_P19","P19",3,3,3,"YES","NO","3_3_3"
"Mix1_P18","P18",3,3,3,"YES","NO","3_3_3"
"Mix1_P17","P17",3,3,3,"YES","NO","3_3_3"
"Mix1_P16","P16",3,3,3,"YES","NO","3_3_3"
"Mix1_P15","P15",3,3,3,"YES","NO","3_3_3"
"Mix1_P14","P14",3,3,3,"YES","NO","3_3_3"
"Mix1_P13","P13",3,3,3,"YES","NO","3_3_3"
"Mix1_P12","P12",3,3,3,"YES","NO","3_3_3"
"Mix1_P11","P11",3,3,3,"YES","NO","3_3_3"
"Mix1_P10","P10",3,3,3,"YES","NO","3_3_3"
"Mix1_P9","P9",3,3,3,"YES","NO","3_3_3"
"Mix1_P8","P8",3,3,3,"YES","NO","3_3_3"
"Mix1_P7","P7",3,3,3,"YES","NO","3_3_3"
"Mix1_P6","P6",3,3,3,"YES","NO","3_3_3"
"Mix1_P5","P5",3,3,3,"YES","NO","3_3_3"
"Mix1_P4","P4",3,3,3,"YES","NO","3_3_3"
"Mix1_P3","P3",3,3,3,"YES","NO","3_3_3"
"Mix1_P2","P2",NA,NA,NA,"NO","NO","NA_NA_NA"
"Mix1_P1","P1",NA,NA,NA,"NO","NO","NA_NA_NA"
