unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent outliers total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc pct_counts_top_50_features_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control Seurat
54571 4879 136439 17318 3127 439 2467 7663 37817 0.996430176641079 0.885236798031246 0.945897097628818 FALSE 7663 3.88445549607049 37817 4.57769855750926 12.232593807018 18.1505672052252 26.0808631038951 39.9555755348124 7593 3.88047059280378 36892 4.56694397185655 97.5540101012772 12.1164480104088 18.0554049658463 25.8701073403448 39.6508728179551 70 1.85125834871908 925 2.96661098668193 2.4459898987228 97.2972972972973 100 13 1.14612803567824 135 2.13353890837022 0.356982309543327 100 19 1.30102999566398 626 2.79726754083072 1.65534019091943 38 1.5910646070265 164 2.21748394421391 0.433667398260042 100 FALSE 1
90380 8750 169902 35034 3716 665 3337 8435 48789 0.99631064358845 0.862018077668733 0.904896410072678 FALSE 8435 3.92613657106745 48789 4.68833081811227 12.9168460103712 19.3096804607596 27.661972985714 41.5237041136322 8351 3.92179048565819 47524 4.67692212553748 97.4072024431737 12.8293072973655 19.2597424459221 27.4703307802374 41.2317986701456 84 1.92941892571429 1265 3.10243370568134 2.59279755682633 95.9683794466403 100 14 1.17609125905568 180 2.25767857486918 0.368935620734182 100 21 1.34242268082221 857 2.93348728784871 1.75654348316219 49 1.69897000433602 228 2.35983548233989 0.467318452929964 100 FALSE 2
53985 4679 106734 19904 3268 598 30738 6308 29266 0.994020364588936 0.808925032184472 0.895885704952605 FALSE 6308 3.79996052740598 29266 4.46637820756467 23.8126153215335 30.4209663090275 38.8300416865988 51.8998154855464 6232 3.794697126892 24497 4.38913063030664 83.7046401968154 13.2383557170266 20.263705759889 29.2199044780994 43.9931420173899 76 1.88649072517248 4769 3.67851837904011 16.2953598031846 99.3709373034179 100 15 1.20411998265592 175 2.24551266781415 0.597963507141393 100 28 1.46239799789896 4497 3.65301945109961 15.3659536663705 33 1.53147891704226 97 1.99122607569249 0.331442629672658 100 FALSE 0
60874 3411 91084 14258 2582 483 23262 6058 26120 0.994295558577988 0.807120979782879 0.898889395524734 FALSE 6058 3.78240095249653 26120 4.41698979917917 23.5490045941807 30.0382848392037 38.323124042879 51.1255742725881 5972 3.77619251474707 21996 4.34236345480917 84.2113323124043 13.5388252409529 20.2900527368612 29.1916712129478 43.5897435897436 86 1.93951925261862 4124 3.61542395288594 15.7886676875957 98.8845780795344 100 18 1.27875360095283 149 2.17609125905568 0.570444104134763 100 26 1.43136376415899 3853 3.58591171031943 14.7511485451761 42 1.63346845557959 122 2.0899051114394 0.467075038284839 100 FALSE 0
105350 11236 214921 55299 5811 731 19120 8760 56471 0.996352109756096 0.856156257042348 0.89334332784202 FALSE 8760 3.94255368033421 56471 4.75183316888763 15.0502027589382 22.0059853730233 30.5236315985196 43.9641585946769 8666 3.93786879656386 53107 4.72515994658354 94.0429601034159 12.9568606775001 19.5962867418608 28.0942248667784 41.7289622836914 94 1.97772360528885 3364 3.52698506856 5.95703989658409 97.7407847800238 100 18 1.27875360095283 206 2.31597034545692 0.364789006746826 100 24 1.39794000867204 2899 3.46239799789896 5.13360840077208 52 1.72427586960079 259 2.41497334797082 0.458642489065184 99.2277992277992 FALSE 2
132016 17164 251961 87385 6853 512 26427 9445 68777 0.99755732279722 0.839423062820503 0.906741947636281 FALSE 9445 3.97524794124068 68777 4.83744954279172 15.3917734126234 22.142576733501 30.6207016880643 43.9827267836631 9348 3.97076515978077 63897 4.80548726500414 92.9046047370487 12.1320249776985 18.8052647229134 27.2266303582328 41.0332253470429 97 1.99122607569249 4880 3.68850880765652 7.09539526295128 98.1147540983607 100 14 1.17609125905568 168 2.22788670461367 0.244267705773732 100 30 1.49136169383427 4416 3.64512739925839 6.42075112319525 53 1.73239375982297 296 2.47275644931721 0.430376433982291 98.9864864864865 FALSE 2
101063 10940 159125 39959 4312 749 31579 8205 44727 0.995058912738377 0.82929773943495 0.913296015092446 FALSE 8205 3.91413151263089 44727 4.65057947925062 17.9242962863595 24.0212846826302 31.9739754510698 44.5614505779507 8122 3.90971645323434 39804 4.59993762825514 88.9932255684486 11.2777610290423 17.3500150738619 25.5728067530901 39.053863933273 83 1.92427928606188 4923 3.69231804425928 11.0067744315514 99.0859232175503 100 17 1.25527250510331 221 2.34635297445064 0.494108703914861 100 22 1.36172783601759 4529 3.65609820201283 10.1258747512688 44 1.65321251377534 173 2.2405492482826 0.386790976367742 100 FALSE 0
82449 11252 109767 54922 2526 562 22406 6827 29495 0.994304119005152 0.848550601509222 0.921918656749057 FALSE 6827 3.8342935124427 29495 4.46976312459806 20.4475334802509 26.6214612646211 34.2769961010341 47.1537548737074 6742 3.82885315967664 25980 4.41465586290806 88.0827258857433 13.6682063125481 19.7228637413395 27.6366435719784 41.5050038491147 85 1.93449845124357 3515 3.54604886640173 11.9172741142567 98.8051209103841 100 18 1.27875360095283 168 2.22788670461367 0.56958806577386 100 25 1.41497334797082 3204 3.50582803385484 10.8628581115443 42 1.63346845557959 143 2.15836249209525 0.484827936938464 100 FALSE 0
88887 11953 175111 73748 4692 516 42768 7783 48553 0.996272114803149 0.805573290876862 0.912260640483463 FALSE 7783 3.8912028272603 48553 4.68622501398386 21.487858628715 27.6440178773711 35.6352851523078 48.4213127922065 7689 3.88592633980143 41666 4.61979223263035 85.8155005869874 12.324197187155 18.8211011376182 27.2284356549705 41.4390630250084 94 1.97772360528885 6887 3.8380931384456 14.1844994130126 98.9690721649485 100 18 1.27875360095283 181 2.26007138798507 0.37278849916586 100 26 1.43136376415899 6447 3.80942502879703 13.278273227195 50 1.70757017609794 259 2.41497334797082 0.5334376866517 100 FALSE 2
48223 6866 90880 30810 2374 821 1137 6748 26921 0.99164221203089 0.864343820487967 0.888599647635806 FALSE 6748 3.82923942814139 26921 4.43010731991672 12.878422049701 19.7429515991234 28.3161843913673 42.3795549942424 6667 3.82399559115597 26093 4.41654065804898 96.9243341629211 12.8195301421837 19.6067910933967 27.9883493657303 41.9154562526348 81 1.91381385238372 828 2.91855453055027 3.07566583707886 95.7729468599034 100 20 1.32221929473392 225 2.3541084391474 0.835778760075777 100 21 1.34242268082221 480 2.68214507637383 1.78299468816166 40 1.61278385671974 123 2.09342168516224 0.456892388841425 100 FALSE 2
82808 10495 155595 65070 3626 433 2277 8698 47638 0.996662328184084 0.868214450466389 0.916767933841065 FALSE 8698 3.93946933084353 47638 4.67796263654206 11.8266929761955 17.8554935135816 25.5405348671229 39.1011377471766 8608 3.93495270781786 46502 4.66748097098499 97.6153490910618 11.7435809212507 17.7540750935444 25.3236419938927 38.8370392671283 90 1.95904139232109 1136 3.05576046468773 2.38465090893824 94.7183098591549 100 21 1.34242268082221 159 2.20411998265593 0.333767160670053 100 20 1.32221929473392 766 2.88479536394898 1.6079600319073 49 1.69897000433602 211 2.32633586092875 0.442923716360888 100 FALSE 2
89717 8245 147474 32518 4101 769 4084 8498 44098 0.995305909339356 0.856705519330422 0.906049955542211 FALSE 8498 3.9293678292401 44098 4.64442874140875 11.8009887069708 17.4044174338972 25.2165631094381 38.9110617261554 8414 3.92505412031184 42705 4.6304888957237 96.8411265817044 11.324200913242 16.8902938765952 24.5943097997893 38.1969324435078 84 1.92941892571429 1393 3.14426277376199 3.15887341829561 96.6977745872218 100 16 1.23044892137827 207 2.31806333496276 0.469409043494036 100 19 1.30102999566398 982 2.99255351783214 2.2268583609234 49 1.69897000433602 204 2.31175386105575 0.46260601387818 100 FALSE 0
81293 9294 147753 46809 3625 551 5629 8081 43070 0.996029718830734 0.858462967063278 0.898815672436575 FALSE 8081 3.90751884610663 43070 4.63418495510229 13.0694218713722 19.7399582075691 28.2632923148363 41.9921058741583 7997 3.9029813997975 41461 4.61765024729992 96.2642210355236 12.4188996888642 19.0154603121005 27.3292974120258 41.0313306480789 84 1.92941892571429 1609 3.20682587603185 3.73577896447643 96.7681789931635 100 16 1.23044892137827 171 2.23552844690755 0.397028093800789 100 21 1.34242268082221 1256 3.09933527768596 2.91618295797539 47 1.68124123737559 182 2.26245108973043 0.422567912700255 100 FALSE 2
94416 7923 140172 40061 4073 435 6954 8500 43933 0.996790567228099 0.858489062695812 0.89554528587957 FALSE 8500 3.92947001617749 43933 4.64280074569291 12.0114720142034 18.009241344775 26.1944324312021 39.9517447021601 8417 3.925208921412 42206 4.62538448435654 96.0690141806842 11.0197602236649 16.9857366251244 25.0390939676823 38.7835852722362 83 1.92427928606188 1727 3.23754373814287 3.93098581931578 97.1048060220035 100 15 1.20411998265592 141 2.15228834438306 0.320943254501172 100 20 1.32221929473392 1371 3.13735411137073 3.12066100653267 48 1.69019608002851 215 2.33445375115093 0.489381558281929 100 FALSE 0
81089 7730 118417 38513 2573 668 13191 6999 33310 0.994386069950649 0.863704592955958 0.936715419779219 FALSE 6999 3.84509804001426 33310 4.5225876704565 15.3407385169619 21.5881116781747 29.9699789852897 44.7042930051036 6919 3.84010609445676 30711 4.48730809910935 92.1975382767938 11.8263814268503 17.8437693334636 26.3358405782944 41.5649115951939 80 1.90848501887865 2599 3.41497334797082 7.80246172320624 98.4224701808388 100 16 1.23044892137827 187 2.27415784926368 0.561392975082558 100 23 1.38021124171161 2247 3.35179630689702 6.74572200540378 41 1.6232492903979 165 2.22010808804005 0.495346742719904 100 FALSE 1
79038 9190 144612 51866 3697 685 5206 8136 43450 0.995189873188679 0.868147295542429 0.918664920905657 FALSE 8136 3.91046431599561 43450 4.63799977593968 13.5143843498274 19.9907940161105 28.4441887226697 42.819332566168 8049 3.90579588036787 41839 4.62159167585922 96.2922899884925 12.9759315471211 19.3240756232224 27.6129926623485 41.8939267190898 87 1.94448267215017 1611 3.20736503746907 3.70771001150748 96.772191185599 100 19 1.30102999566398 209 2.32221929473392 0.481012658227848 100 23 1.38021124171161 1219 3.08635983067475 2.80552359033372 45 1.66275783168157 183 2.26481782300954 0.421173762945915 100 FALSE 1
62298 5435 126412 18459 3786 556 4158 7810 39346 0.995450617344724 0.851649468598676 0.898998399075281 FALSE 7810 3.89270663780567 39346 4.59491162530719 12.3951608803944 18.9599959335129 27.40303969908 41.5213744726275 7738 3.8886848466597 37923 4.57891413790418 96.3833680679103 11.9030667405005 18.3424307148696 26.5617171637265 40.6323339398254 72 1.86332286012046 1423 3.15350998930084 3.61663193208967 97.7512297962052 100 18 1.27875360095283 179 2.25527250510331 0.454938240227723 100 20 1.32221929473392 1073 3.03100428136354 2.72708788695166 34 1.54406804435028 171 2.23552844690755 0.434605804910283 100 FALSE 0
113403 11472 160024 71249 4123 502 3745 8363 46198 0.996753105979317 0.866098099297351 0.895384887790621 FALSE 8363 3.92241402414563 46198 4.66463257514093 12.9139789601281 19.6198969652366 28.2025195895926 41.8849300835534 8278 3.91797788259291 44925 4.65249775277374 97.2444694575523 12.7078464106845 19.434613244296 27.8441847523651 41.449081803005 85 1.93449845124357 1273 3.10516942799933 2.75553054244773 96.0722702278083 100 16 1.23044892137827 150 2.17897694729317 0.324689380492662 100 23 1.38021124171161 941 2.97405090279288 2.03688471362397 46 1.67209785793572 182 2.26245108973043 0.393956448331097 100 FALSE 2
78031 9197 112000 36226 3223 552 3533 7566 33316 0.995017408754047 0.858926641595952 0.908992403352022 FALSE 7566 3.87892373396757 33316 4.52266588883011 11.817144915356 17.8172649777885 25.9364869732261 39.8367150918478 7489 3.87448181769947 32095 4.50645091134032 96.3350942490095 11.1948901698084 17.0525003894688 24.9384639351924 38.8160149556006 77 1.89209460269048 1221 3.08707120590654 3.66490575099052 97.1334971334971 100 15 1.20411998265592 166 2.22271647114758 0.498259094729259 100 20 1.32221929473392 912 2.9604707775343 2.7374234601993 42 1.63346845557959 143 2.15836249209525 0.429223196061952 100 FALSE 0
84558 7440 95801 36732 2563 662 2349 6813 28275 0.993138814856538 0.871971706146075 0.910627440980569 FALSE 6813 3.83340212923186 28275 4.45141797298926 13.9062776304156 20.6259946949602 29.7223695844386 43.9151193633952 6736 3.82846654735268 27310 4.43633760224632 96.5870910698497 13.7532039545954 20.3917978762358 29.1907726107653 43.2295862321494 77 1.89209460269048 965 2.98497712641549 3.41290893015031 97.2020725388601 100 17 1.25527250510331 194 2.29003461136252 0.686118479221927 100 19 1.30102999566398 641 2.80753502806885 2.26702033598585 41 1.6232492903979 130 2.11727129565576 0.459770114942529 100 FALSE 1
83797 9453 139152 32308 3292 498 6087 8211 40883 0.996551133479306 0.867597778815743 0.92813616218571 FALSE 8211 3.91444894069855 40883 4.6115533796155 12.6409510065308 18.6679059755889 26.6418804882225 40.2636792798963 8130 3.91014396106451 39251 4.59386179017261 96.0081207347797 11.6353723472013 17.5001910779343 25.3318386792693 39.0283050113373 81 1.91381385238372 1632 3.21298618473667 3.99187926522026 97.4877450980392 100 17 1.25527250510331 141 2.15228834438306 0.344886627693662 100 22 1.36172783601759 1313 3.11859536522376 3.211603845119 42 1.63346845557959 178 2.25285303097989 0.435388792407602 100 FALSE 1
229128 14877 276023 38603 7553 349 38688 9822 76401 0.998246096124626 0.844779518482117 0.893705462794275 FALSE 9822 3.99224414404677 76401 4.88310472739238 15.503723773249 22.2627976073612 30.7862462533213 43.8227248334446 9733 3.98829134190749 70492 4.84814599341256 92.2658080391618 11.6112466662884 18.3013675310674 26.817227486807 40.3762129035919 89 1.95424250943932 5909 3.77158748088126 7.73419196083821 98.5784396683026 100 15 1.20411998265592 134 2.13033376849501 0.175390374471538 100 23 1.38021124171161 5442 3.73583833431707 7.12294341697098 51 1.7160033436348 333 2.52374646681156 0.435858169395689 99.6996996996997 FALSE 0
137962 9734 180226 45565 4654 588 43179 8355 50536 0.996042425004741 0.829844071388744 0.913249779711536 FALSE 8355 3.92199843130827 50536 4.70360945756577 19.6711255342726 25.9656482507519 34.0232705398132 47.1861643185056 8262 3.91713775275644 44306 4.64647234521208 87.6721545037201 12.3121021983479 18.5866474066718 27.0798537444138 41.308174965016 93 1.9731278535997 6230 3.79455775125476 12.3278454962799 98.5232744783307 100 19 1.30102999566398 200 2.30319605742049 0.395757479816369 100 26 1.43136376415899 5787 3.762528522447 11.4512426784866 48 1.69019608002851 243 2.38738982633873 0.480845337976888 100 FALSE 2
94981 11993 155625 68024 4042 607 10461 8417 43314 0.996075171769849 0.852980560360858 0.923396379139221 FALSE 8417 3.925208921412 43314 4.63663831873502 13.4529251512213 19.4532945467978 27.7023595142448 41.2360899478229 8334 3.92090560416402 40997 4.61276267110633 94.6506903079836 11.5886528282557 17.4037124667659 25.562846061907 39.2028685025734 83 1.92427928606188 2317 3.36511343162758 5.34930969201644 98.144151920587 100 17 1.25527250510331 170 2.23299611039215 0.39248280001847 100 23 1.38021124171161 1961 3.29269900304393 4.5274045343307 43 1.64345267648619 186 2.2718416065365 0.429422357667267 100 FALSE 1
105134 11238 184875 43785 4794 642 15099 8564 52107 0.996161743912303 0.852188765261445 0.89863148931401 FALSE 8564 3.93272736730153 52107 4.71690440447299 14.5297176962788 21.5268581956359 30.2819198955994 43.9883317020746 8469 3.92788341033071 49156 4.69158537048777 94.3366534246838 12.5722190576939 19.4523557653186 28.0474408007161 41.9236715762064 95 1.98227123303957 2951 3.470116353151 5.66334657531618 97.4923754659438 100 17 1.25527250510331 200 2.30319605742049 0.383825589652062 100 22 1.36172783601759 2521 3.40174508223706 4.83812155756424 56 1.75587485567249 230 2.36361197989214 0.441399428099871 97.3913043478261 FALSE 2
54559 5684 107501 32794 2487 293 30098 6703 33372 0.996494066583814 0.803188301329501 0.913430147000435 FALSE 6703 3.82633400562222 33372 4.52339524845533 24.1190219345559 30.8072635742539 38.7540453074434 51.5761716408966 6623 3.82112032377682 28311 4.45197054962946 84.8345918734268 14.5597117728092 21.4722192787256 30.0166013210413 44.3290593762142 80 1.90848501887865 5061 3.70432214082224 15.1654081265732 99.2294013040901 100 13 1.14612803567824 117 2.07188200730613 0.35059331175836 100 26 1.43136376415899 4842 3.68511446904654 14.5091693635383 41 1.6232492903979 102 2.01283722470517 0.305645451276519 100 FALSE 2
73216 6544 131623 26886 3671 412 20711 7502 36010 0.996028880589828 0.841655095572992 0.916661783765125 FALSE 7502 3.87523494645016 36010 4.55643518158933 18.7808941960567 24.9486253818384 32.4798667036934 45.3568453207442 7416 3.87022827901179 32330 4.50961913757677 89.7806164954179 13.1889885555212 19.1555830497989 26.8697803897309 40.5629446334674 86 1.93951925261862 3680 3.56596581744667 10.2193835045821 98.5869565217391 100 19 1.30102999566398 143 2.15836249209525 0.397111913357401 100 27 1.44715803134222 3387 3.52994340165867 9.40572063315746 40 1.61278385671974 150 2.17897694729317 0.416550958067204 100 FALSE 0
96284 11671 200360 48045 5108 469 19780 8829 56537 0.997417620143018 0.853653359595724 0.904664042191124 FALSE 8829 3.94596070357757 56537 4.75234044150181 14.8893644869731 22.0598899835506 31.0699188142278 44.3125740665405 8734 3.94126290931895 53134 4.72538068491479 93.9809328404408 12.6077464523657 19.7425377347838 28.5636315730041 42.0709903263447 95 1.98227123303957 3403 3.53198955141255 6.01906715955923 97.3846605935939 100 19 1.30102999566398 146 2.16731733474818 0.258237968056317 100 24 1.39794000867204 3009 3.47856649559384 5.32217839644834 52 1.72427586960079 248 2.39619934709574 0.438650795054566 99.1935483870968 FALSE 2
197064 18008 316907 49653 9043 852 66721 9996 78745 0.996926788875874 0.826846148856836 0.904539855922299 FALSE 9996 3.99986969210827 78745 4.89622850249912 17.5528604990793 23.6535653057337 31.3378627214426 43.7373801511207 9894 3.99541579854242 70723 4.84956681547788 89.812686519779 11.4290966163766 17.5826817301302 25.4443391824442 38.6592763316036 102 2.01283722470517 8022 3.90433679220249 10.187313480221 98.5664422837198 99.975068561456 16 1.23044892137827 242 2.38560627359831 0.307321099752365 100 27 1.44715803134222 7471 3.87343686322204 9.48758651342942 59 1.77815125038364 309 2.49136169383427 0.392405867039177 97.0873786407767 FALSE 0
105581 9088 182444 35480 4417 829 33791 8233 48519 0.9953420307518 0.84507100293801 0.929223411607121 FALSE 8233 3.91561086266147 48519 4.68592079219454 17.7064655083575 23.947319606752 32.4038005729714 45.9613759558111 8146 3.91099771631064 43324 4.63673857138595 89.2928543457202 11.4647770288985 17.6553411504016 26.4610839257686 40.8664943218539 87 1.94448267215017 5195 3.71566914240099 10.7071456542798 98.8450433108759 100 15 1.20411998265592 226 2.35602585719312 0.46579690430553 100 25 1.41497334797082 4773 3.67888241467074 9.83738329314289 47 1.68124123737559 196 2.29446622616159 0.403965456831344 100 FALSE 1
120589 12060 241437 41740 5979 1101 7360 9310 66948 0.995190296798233 0.857127920048825 0.895889213137179 FALSE 9310 3.96899632664831 66948 4.82574409445146 12.8607277289837 19.6495787775587 28.5609726952261 42.6166577044871 9219 3.96473092105363 64709 4.81097139982221 96.6556133118241 12.6103015036548 19.3234325982475 28.0100140629588 41.8952541377552 91 1.96378782734556 2239 3.35024801833416 3.3443866881759 96.5163019205002 100 16 1.23044892137827 322 2.5092025223311 0.480970305311585 100 24 1.39794000867204 1627 3.21165440055318 2.43024436876382 51 1.7160033436348 290 2.46389298898591 0.433172014100496 99.6551724137931 FALSE 2
78421 8315 124570 40824 3318 733 4822 7926 37840 0.994212473310197 0.865829809496345 0.909487074659864 FALSE 7926 3.8991088581934 37840 4.577962604705 11.8525369978858 18.2505285412262 26.5274841437632 40.5998942917548 7848 3.8948143290833 36333 4.56031321185394 96.0174418604651 11.2377177772273 17.3588748520629 25.5717942366444 39.5810970742851 78 1.89762709129044 1507 3.17840134153376 3.98255813953488 96.5494359654944 100 17 1.25527250510331 219 2.34242268082221 0.578752642706131 100 21 1.34242268082221 1083 3.03502928220237 2.86205073995772 40 1.61278385671974 205 2.31386722036915 0.541754756871036 100 FALSE 1
