"corr","overlap","method","design","dataset"
0.953186869196613,0.996,"monocle-DDRTree","RNAmix","RNAmix_CEL-seq2"
0.965206300210675,0.929411764705882,"monocle-DDRTree","RNAmix","RNAmix_CEL-seq2"
0.954638435485925,0.944,"monocle-DDRTree","RNAmix","RNAmix_CEL-seq2"
0.974212729152538,0.784,"monocle-DDRTree","RNAmix","RNAmix_CEL-seq2"
0.984551849321187,0.840466926070039,"monocle-DDRTree","RNAmix","RNAmix_CEL-seq2"
0.980338136353536,0.776470588235294,"monocle-DDRTree","RNAmix","RNAmix_CEL-seq2"
0.969656531194653,0.932,"monocle-DDRTree","RNAmix","RNAmix_CEL-seq2"
0.954028970895945,0.92,"monocle-DDRTree","RNAmix","RNAmix_CEL-seq2"
0.961124170196815,0.984313725490196,"monocle-DDRTree","RNAmix","RNAmix_CEL-seq2"
0.966839124187229,0.815686274509804,"monocle-DDRTree","RNAmix","RNAmix_CEL-seq2"
0.954956570737643,0.912,"monocle-DDRTree","RNAmix","RNAmix_CEL-seq2"
0.975953084422617,0.852813852813853,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.856521491139179,0.75462962962963,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.854131233920959,0.666666666666667,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.975960421522621,0.826839826839827,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.976026455101445,0.792207792207792,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.9010124364041,0.831050228310502,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.964434498730094,0.826839826839827,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.816591296872772,0.881278538812785,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.689251116484275,0.828703703703704,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.961282647618392,0.696969696969697,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.853626021948559,0.926940639269406,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.97370270329958,0.714285714285714,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.900616865618753,0.940639269406393,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.960691038373362,0.844155844155844,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.797770249265022,0.782407407407407,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.958262779578682,0.813852813852814,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.83741028914418,0.995433789954338,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.84678226950327,0.847222222222222,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.835534540487572,0.638888888888889,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
0.967863113523523,0.987012987012987,"monocle-DDRTree","RNAmix","RNAmix_Sort-seq"
