unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent outliers cell_name p_column p_row mix H2228_prop H1975_prop HCC827_prop mRNA_amount total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RCA
113606 12150 279890 30117 7608 273 61333 11406 97293 0.99859188214994 0.816358833542356 0.922049795766417 FALSE M19 M 19 7 0.16 0.68 0.16 30 10684 4.02877452650009 96513 4.98459031522715 17.2567426149845 22.8767109094112 30.2622444644763 42.7299949229637 10594 4.02510096104681 86678 4.93791389229952 89.8096629469605 10.6313020604998 16.285562657191 24.0072452063961 37.3820346570064 90 1.95904139232109 9835 3.99281852006668 10.1903370530395 99.0137264870361 100 11 1.07918124604762 137 2.13987908640124 0.141949789147576 23 1.38021124171161 9246 3.96600085762878 9.58005657268969 56 1.75587485567249 452 2.65609820201283 0.468330691202221 98.6725663716814 FALSE 1
105720 10249 249419 24531 6223 227 59544 10685 85354 0.998699533589674 0.812920308267577 0.923084925945483 FALSE A20 A 20 1 0.33 0.33 0.33 30 10150 4.00650882777529 84786 4.92832926898941 18.3025499492841 24.2941051588706 31.8554950109688 44.5474488712759 10064 4.00281377922467 75588 4.87845859990749 89.1515108626424 11.2173890035455 17.2276022649098 25.1984441974917 38.8937397470498 86 1.93951925261862 9198 3.96374061885788 10.8484891373576 99.2607088497499 100 12 1.11394335230684 109 2.04139268515822 0.128558960205694 24 1.39794000867204 8744 3.9417598138147 10.3130233765008 50 1.70757017609794 345 2.53907609879278 0.406906800651051 100 FALSE 1
97015 9246 229371 23259 5942 162 55541 10395 78263 0.998862808607022 0.813730626117868 0.923054198912104 FALSE A21 A 21 1 0.33 0.33 0.33 30 9921 3.99659922270017 77768 4.89080651457459 18.3725954119946 24.3699207900422 32.0105956177348 44.5941775537496 9830 3.99259769610204 69184 4.84001194527507 88.9620409422899 11.1687673450509 17.2279717853839 25.2601757631822 38.8803769657724 91 1.96378782734556 8584 3.93374029949694 11.0379590577101 99.0913327120224 100 17 1.25527250510331 89 1.95424250943932 0.11444295854336 21 1.34242268082221 8113 3.90923500336831 10.4323114905874 53 1.73239375982297 382 2.58319877396862 0.491204608579364 99.2146596858639 FALSE 1
20211 1873 43034 3941 969 311 12792 5210 17747 0.99008283034311 0.789823631718136 0.924099327154264 FALSE A3 A 3 1 0.33 0.33 0.33 3.75 5110 3.70850588095524 17647 4.24669549509612 26.2594208647362 32.6967756559189 40.5111350371168 53.5275117583725 5040 3.70251669743815 14533 4.16238515585724 82.3539411798039 14.7801555081539 21.4959058694007 30.1451868162114 45.0973646184545 70 1.85125834871908 3114 3.49345805099519 17.6460588201961 99.3577392421323 100 17 1.25527250510331 175 2.24551266781415 0.991669972233241 19 1.30102999566398 2857 3.45606222445495 16.1897206324021 34 1.54406804435028 82 1.91907809237607 0.464668215560719 100 FALSE 1
21429 1982 49519 4693 1103 247 12958 5773 20113 0.994431461743931 0.802068313626974 0.91985237415981 FALSE A4 A 4 1 0.33 0.33 0.33 7.5 5660 3.75289315488459 19998 4.301008280397 23.3573357335734 29.7429742974297 37.6487648764876 50.5250525052505 5595 3.74787770581979 17076 4.23241157842085 85.3885388538854 13.8674162567346 20.4966034200047 28.9704848910752 43.3356758022956 65 1.81954393554187 2922 3.46582881535744 14.6114611461146 99.4866529774127 100 12 1.11394335230684 110 2.04532297878666 0.55005500550055 18 1.27875360095283 2726 3.43568513794163 13.6313631363136 35 1.55630250076729 86 1.93951925261862 0.43004300430043 100 FALSE 3
21307 1734 43840 4251 1154 142 11997 5380 17961 0.994989142589506 0.790546182957215 0.921496062860608 FALSE A5 A 5 1 0.33 0.33 0.33 7.5 5267 3.72164576628975 17847 4.25158955727578 24.457892082703 30.8399170728974 38.6339440802376 51.6949627388357 5201 3.71617034785985 15054 4.17768075984878 84.3503109766347 14.0361365749967 20.705460342766 29.24139763518 43.9285239803375 66 1.82607480270083 2793 3.44622640177816 15.6496890233653 99.4271392767633 100 19 1.30102999566398 90 1.95904139232109 0.504286434694907 20 1.32221929473392 2648 3.42308195829723 14.8372275452457 27 1.44715803134222 55 1.7481880270062 0.308175043424665 100 FALSE 1
28657 2499 60078 5520 1416 246 17934 6412 24893 0.995380226973294 0.78945888370648 0.923954154198307 FALSE A6 A 6 1 0.33 0.33 0.33 7.5 6271 3.79740604967638 24751 4.39361029635529 24.5081006828007 30.7260312714638 38.3782473435417 50.7050220193124 6198 3.79232163635157 20801 4.31810509204004 84.0410488465112 13.7685688188068 20.2442190279313 28.7341954713716 42.5892985914139 73 1.86923171973098 3950 3.59670702968145 15.9589511534887 99.4177215189873 100 17 1.25527250510331 113 2.05690485133647 0.456547210213729 18 1.27875360095283 3729 3.57170883180869 15.066057937053 38 1.5910646070265 108 2.03742649794062 0.436346006221971 100 FALSE 1
25687 2355 55428 5382 1372 218 15444 5896 21493 0.995114688040239 0.801284138649195 0.919694356444258 FALSE A7 A 7 1 0.33 0.33 0.33 7.5 5765 3.76087463805219 21357 4.32956058217531 23.6643723369387 30.1774593809992 38.1607903731798 51.0980006555228 5699 3.75587485567249 18081 4.25724646490737 84.6607669616519 13.6054421768707 20.3030805818262 29.0415353133123 43.5263536308832 66 1.82607480270083 3276 3.51547644138238 15.3392330383481 99.5115995115995 100 15 1.20411998265592 103 2.01703333929878 0.482277473427916 18 1.27875360095283 3073 3.48770386316373 14.388725008194 33 1.53147891704226 100 2.00432137378264 0.468230556726132 100 FALSE 1
26813 2365 56412 5627 1350 228 16568 6111 22881 0.995061404224002 0.796949433679931 0.924609534281922 FALSE A8 A 8 1 0.33 0.33 0.33 7.5 5968 3.77590157889167 22733 4.35667585565864 24.9989002771302 31.2981128755554 38.8290150881978 51.1107200985352 5900 3.770925614639 19091 4.28085142569421 83.9792372322175 14.2632654130218 20.7794248598816 29.0608139961238 43.0569378241056 68 1.83884909073726 3642 3.56145917124192 16.0207627677825 99.505766062603 100 17 1.25527250510331 111 2.04921802267018 0.48827695420754 18 1.27875360095283 3450 3.53794495929149 15.1761756037479 33 1.53147891704226 81 1.91381385238372 0.356310209827124 100 FALSE 1
21722 1898 46657 4671 1008 228 12838 5796 20219 0.99406498788562 0.796280725655927 0.924624895086357 FALSE A9 A 9 1 0.33 0.33 0.33 7.5 5669 3.75358305889291 20089 4.30297993674825 24.0280750659565 30.3200756632983 38.0407188013341 51.0528149733685 5606 3.74873055609849 16968 4.22965624966721 84.4641346010254 13.7847713342763 20.3441772748703 28.6775106082037 43.3050447901933 63 1.80617997398389 3121 3.4944328987264 15.5358653989746 99.5834668375521 100 14 1.17609125905568 119 2.07918124604762 0.59236398028772 21 1.34242268082221 2921 3.46568021159828 14.5402956842053 28 1.46239799789896 81 1.91381385238372 0.403205734481557 100 FALSE 1
12267 1078 25995 2354 711 218 6614 4220 12172 0.991866578218973 0.784587577403395 0.922608509194455 FALSE B1 B 1 1 0.33 0.33 0.33 3.75 4166 3.61982350045728 12117 4.08343094816051 26.2028554922836 32.7968969216803 40.7031443426591 53.9902616159115 4118 3.61479179195642 10075 4.00328815882608 83.1476438062227 15.2456575682382 21.9950372208437 30.6104218362283 45.9652605459057 48 1.69019608002851 2042 3.31026836663245 16.8523561937773 100 100 12 1.11394335230684 98 1.99563519459755 0.808781051415367 16 1.23044892137827 1900 3.27898211686544 15.6804489560122 20 1.32221929473392 44 1.65321251377534 0.363126186349757 100 FALSE 1
18557 1835 41693 3775 1117 253 10603 5629 18896 0.993331921574232 0.789320490691511 0.923687064094484 FALSE B10 B 10 1 0.33 0.33 0.33 7.5 5510 3.74123041102547 18777 4.27364933472361 23.5873675240986 29.8237205091335 37.6364701496512 50.4446929754487 5442 3.73583833431707 15947 4.20270622699036 84.9283698141343 13.7956982504546 20.1668025333919 28.6135323258293 43.0049539098263 68 1.83884909073726 2830 3.4519398693651 15.0716301858657 99.3639575971731 100 15 1.20411998265592 126 2.10380372095596 0.671033711455504 20 1.32221929473392 2634 3.42078061954857 14.027799968046 33 1.53147891704226 70 1.85125834871908 0.372796506364169 100 FALSE 3
48220 4585 113723 10131 3039 209 25239 8231 42574 0.997745102410451 0.808075350963481 0.918940921938056 FALSE B11 B 11 1 0.33 0.33 0.33 15 7945 3.90014856071934 42282 4.62616579313928 19.701054822383 26.2215600018921 34.1965848351544 46.700723712218 7867 3.8958643512473 37388 4.57274384974128 88.425334657774 12.3890018187654 18.9526051139403 27.3162512035947 40.9382689633037 78 1.89762709129044 4894 3.68975269613916 11.574665342226 99.2848385778504 100 14 1.17609125905568 95 1.98227123303957 0.22468189773426 20 1.32221929473392 4616 3.66435987455114 10.9171751572773 44 1.65321251377534 183 2.26481782300954 0.432808287214417 100 FALSE 1
41762 4098 99197 8955 2225 193 23674 7959 38940 0.997611710067383 0.80529018982915 0.922778396821161 FALSE B12 B 12 1 0.33 0.33 0.33 15 7715 3.88739221897185 38687 4.58757627918068 20.4771628712487 26.8410577196474 34.5103006177786 47.1889782097345 7640 3.88315019968328 33948 4.53082698624898 87.7504071135007 12.5515494285378 18.9642983386356 27.1415105455402 41.0274537527984 75 1.88081359228079 4739 3.67577834167409 12.2495928864993 99.3458535556024 100 14 1.17609125905568 93 1.9731278535997 0.240390828960633 20 1.32221929473392 4490 3.65234305506271 11.6059658283144 41 1.6232492903979 156 2.19589965240923 0.403236229224287 100 FALSE 3
49835 4770 115467 10680 2855 168 27877 8262 42497 0.997835141069291 0.805680400779895 0.917029221585236 FALSE B13 B 13 1 0.33 0.33 0.33 15 7964 3.90118578013715 42189 4.62520952538188 20.2209106639171 26.5874991111427 34.4924032330702 46.8155206333404 7881 3.89663643052958 37063 4.5689522871951 87.8499134845576 12.3249602028978 18.848986860211 27.1672557537166 40.6982705123708 83 1.92427928606188 5126 3.7098633174404 12.1500865154424 99.2391728443231 100 14 1.17609125905568 92 1.96848294855394 0.218066320604897 22 1.36172783601759 4858 3.68654689906301 11.514849842376 47 1.68124123737559 176 2.24797326636181 0.417170352461542 100 FALSE 1
46092 4095 112408 9722 2705 199 29786 8060 41336 0.997459841059256 0.813165279462656 0.919779146560106 FALSE B14 B 14 1 0.33 0.33 0.33 15 7810 3.89270663780567 41076 4.6135987180065 21.1169539390398 27.4953744278898 35.0837472003116 47.7821598987243 7733 3.88840416773705 35792 4.5537981004253 87.1360405102736 12.6788109074654 19.1830576665177 27.2686633884667 41.246647295485 77 1.89209460269048 5284 3.72304499164344 12.8639594897264 99.3186979560939 100 14 1.17609125905568 104 2.02118929906994 0.253189210244425 17 1.25527250510331 5003 3.69931730102138 12.179861719739 46 1.67209785793572 177 2.25042000230889 0.430908559742916 100 FALSE 1
49667 4279 107101 9663 2450 153 39439 7642 36597 0.997622755691007 0.800065578927217 0.922862277546718 FALSE B16 B 16 1 0.33 0.33 0.33 15 7394 3.86893817833291 36341 4.56040882404695 24.9250158223494 30.9622740155747 38.4139126606312 50.5572218706145 7322 3.86468903413685 30319 4.48172919696002 83.4291846674555 13.1501698604835 19.6510438998648 27.9626636762426 41.9044163725717 72 1.86332286012046 6022 3.77981286317058 16.5708153325445 99.6346728661574 100 12 1.11394335230684 87 1.94448267215017 0.239399025893619 21 1.34242268082221 5796 3.76320330037077 15.9489282078094 39 1.60205999132796 139 2.14612803567824 0.382488098841529 100 FALSE 1
57915 5195 133747 12581 3272 254 40712 8342 44781 0.997119313772109 0.804827940241435 0.923114507689755 FALSE B17 B 17 1 0.33 0.33 0.33 15 8058 3.90628115577215 44489 4.64826240574804 22.2864078761042 28.6205578907146 36.3325765919665 48.3153138978174 7978 3.90194846507308 38166 4.58168802490459 85.7874980332217 12.8203112718126 19.3130011004559 27.621443169313 40.9788817271917 80 1.90848501887865 6323 3.80099186126017 14.2125019667783 99.3357583425589 100 13 1.14612803567824 129 2.11394335230684 0.289959315785925 22 1.36172783601759 5990 3.77749931959037 13.4640023376565 45 1.66275783168157 204 2.31175386105575 0.458540313335881 100 FALSE 1
89963 8861 216629 20948 5347 229 52239 10382 76994 0.99848040094053 0.811089175674586 0.923422484424438 FALSE B18 B 18 1 0.33 0.33 0.33 30 9896 3.99550357026501 76480 4.88355355776756 18.5290271966527 24.3043933054393 31.7520920502092 44.2050209205021 9808 3.99162473453401 67932 4.8320807939618 88.8232217573222 11.2450685980098 17.0302655596773 24.852793970441 38.3839722075016 88 1.94939000664491 8548 3.93191531708125 11.1767782426778 99.017313991577 100 12 1.11394335230684 116 2.06818586174616 0.151673640167364 22 1.36172783601759 8058 3.90628115577215 10.5360878661088 54 1.74036268949424 374 2.57403126772772 0.489016736401674 98.9304812834225 FALSE 1
87787 8477 209714 19895 5401 234 46274 10435 77774 0.998444210018972 0.81705968565111 0.925231963736986 FALSE B19 B 19 1 0.33 0.33 0.33 30 9975 3.99895644047049 77286 4.88810644989421 17.8479931682323 23.7830913748933 31.3640245322568 43.8552907382967 9881 3.9948448495534 69255 4.84045740450923 89.6087260305877 11.2988231896614 17.2348566890477 25.1534185257382 38.5892715327413 94 1.97772360528885 8031 3.90482369980094 10.3912739694123 98.7672768023907 100 15 1.20411998265592 121 2.08635983067475 0.156561343580985 23 1.38021124171161 7519 3.87621784059164 9.72879952384649 56 1.75587485567249 391 2.59328606702046 0.505913101984836 98.4654731457801 FALSE 1
11682 1071 24319 2512 626 182 6466 3861 10701 0.991776468562026 0.791047564908843 0.927015300424913 FALSE B2 B 2 1 0.33 0.33 0.33 3.75 3803 3.58024050826538 10639 4.02694162795903 26.4780524485384 32.9166275025848 40.9342983363098 54.6949901306514 3747 3.57379958221574 8752 3.94215692846749 82.2633706175392 14.7851919561243 21.5379341864717 30.4844606946984 46.5379341864717 56 1.75587485567249 1887 3.27600198996205 17.7366293824608 99.6820349761526 100 13 1.14612803567824 88 1.94939000664491 0.827145408403045 19 1.30102999566398 1746 3.24229290498293 16.4113168530877 24 1.39794000867204 53 1.73239375982297 0.498167120970016 100 FALSE 3
79477 7987 189354 19618 4735 203 46167 9898 66717 0.998321267293445 0.815549260186227 0.925116398351785 FALSE B20 B 20 1 0.33 0.33 0.33 30 9475 3.97662505205073 66267 4.82130386357328 19.3640877057962 25.2538971131936 32.8685469388987 45.103897867717 9383 3.97238799910747 58511 4.76724494299397 88.2958335219642 11.6559279451727 17.6855633983354 25.6857684879766 39.0234314915144 92 1.96848294855394 7756 3.88969379144419 11.7041664780358 99.1103661681279 100 14 1.17609125905568 112 2.05307844348342 0.169013234339868 24 1.39794000867204 7323 3.86474833562966 11.050749241704 54 1.74036268949424 321 2.50785587169583 0.484404001991942 98.7538940809969 FALSE 1
87331 7926 194972 18327 4813 264 45292 9885 68060 0.998192770937674 0.811357625505237 0.921319288668926 FALSE B21 B 21 1 0.33 0.33 0.33 30 9459 3.97589113640179 67609 4.83001093593612 18.6498838911979 24.7186025529146 32.541525536541 45.1463562543448 9375 3.97201759867402 60190 4.77953155865747 89.0266088834327 11.5002492108324 17.7105831533477 25.9079581325802 39.5181923907626 84 1.92941892571429 7419 3.87040390527903 10.9733911165673 99.2317023857663 100 12 1.11394335230684 123 2.09342168516224 0.181928441479685 23 1.38021124171161 7018 3.84627524241221 10.3802748154831 49 1.69897000433602 278 2.4456042032736 0.411187859604491 100 FALSE 1
87948 8514 207895 19217 5480 199 53277 10125 72198 0.998614919942572 0.810881187732225 0.921936768063275 FALSE B22 B 22 1 0.33 0.33 0.33 30 9672 3.98556118777335 71718 4.85563422543128 19.2601578404306 25.3339468473744 32.9150283053069 45.3094062857302 9583 3.98154680504524 63311 4.80148603292195 88.2776987646058 11.5461768097171 17.654120137101 25.6622071993808 39.1653899006492 89 1.95424250943932 8407 3.92469270302019 11.7223012353942 99.2744141786606 100 14 1.17609125905568 98 1.99563519459755 0.136646309155303 20 1.32221929473392 7987 3.90243805619866 11.1366741961572 55 1.7481880270062 322 2.5092025223311 0.448980730081709 98.4472049689441 FALSE 1
122771 10946 269384 22159 6849 298 64858 10977 92520 0.998400345763251 0.805436662256222 0.91769337249315 FALSE B24 B 24 1 0.33 0.33 0.33 30 10364 4.01556930642988 91869 4.96317371637525 18.4817511891933 24.5741218474132 32.1544808368438 44.6625085719884 10270 4.01161272921942 81731 4.91239212633023 88.9647215056221 11.3494267780891 17.4389154665916 25.4016223954191 38.9668546818221 94 1.97772360528885 10138 4.00599512305469 11.0352784943779 99.1418425724995 100 12 1.11394335230684 147 2.17026171539496 0.160010449662019 24 1.39794000867204 9575 3.98118413739835 10.4224493572369 58 1.77085201164214 416 2.62013605497376 0.45281868747891 98.0769230769231 FALSE 1
17147 1263 29558 2721 667 221 7341 4931 15335 0.992109552662465 0.783697423681971 0.926898645648095 FALSE B3 B 3 1 0.33 0.33 0.33 3.75 4845 3.68538340980149 15245 4.18315591543401 24.5195145949492 30.9084945883896 38.8389635946212 52.1679239094785 4783 3.67979117098035 12820 4.10792190018628 84.0931452935389 14.2433697347894 20.7722308892356 29.3057722308892 44.4695787831513 62 1.79934054945358 2425 3.38489079653055 15.9068547064611 99.5051546391753 100 15 1.20411998265592 120 2.08278537031645 0.787143325680551 20 1.32221929473392 2247 3.35179630689702 14.7392587733683 27 1.44715803134222 58 1.77085201164214 0.380452607412266 100 FALSE 3
24414 2259 56774 4842 1304 251 12232 6161 22694 0.994624129287643 0.79955054164116 0.919053089339434 FALSE B4 B 4 1 0.33 0.33 0.33 7.5 6005 3.77858532786296 22535 4.35287683397772 20.9407588196139 27.4106944752607 35.3938318171733 48.6265808741957 5932 3.77327434833745 19609 4.29247759366778 87.0157532726869 12.9277372635015 19.4961497271661 27.9208526696925 42.3937987658728 73 1.86923171973098 2926 3.46642272243379 12.9842467273131 99.1797676008202 100 18 1.27875360095283 119 2.07918124604762 0.52806745063235 19 1.30102999566398 2675 3.42748610909579 11.870423785223 36 1.56820172406699 132 2.12385164096709 0.585755491457732 100 FALSE 1
23733 2159 54057 4795 1245 217 13887 6067 22246 0.994605771377054 0.796233030299275 0.922996977885023 FALSE B5 B 5 1 0.33 0.33 0.33 7.5 5927 3.77290819497127 22105 4.34451016568653 23.496946392219 29.7489255824474 37.4349694639222 50.3777425921737 5862 3.7681198941848 18922 4.27698998936823 85.6005428636055 14.3430926963323 20.6479230525314 28.9028643906564 43.3093753303034 65 1.81954393554187 3183 3.50297305906563 14.3994571363945 99.5287464655985 100 15 1.20411998265592 119 2.07918124604762 0.538339742139787 18 1.27875360095283 2956 3.47085132452612 13.3725401492875 32 1.51851393987789 108 2.03742649794062 0.488577244967202 100 FALSE 1
19849 1916 43148 4261 982 152 11219 6116 21712 0.995532424007216 0.796978628962335 0.927919616838791 FALSE B7 B 7 1 0.33 0.33 0.33 7.5 5995 3.77786162417624 21591 4.33429287154846 22.5186420267704 28.5535639849937 36.3808994488444 49.1223194849706 5927 3.77290819497127 18560 4.26860137073966 85.9617433189755 13.2866379310345 19.5258620689655 27.9741379310345 42.1551724137931 68 1.83884909073726 3031 3.48172919696002 14.0382566810245 99.4061365885846 100 13 1.14612803567824 96 1.98677173426624 0.444629706822287 19 1.30102999566398 2840 3.45347123372294 13.153628826826 36 1.56820172406699 95 1.98227123303957 0.439998147376222 100 FALSE 1
